"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",456.41736,35.97552,18.25264,466.6074,86.61436,45.9732
1602,"1111602","Caminha",542.52576,17.86736,4.04544,138.30544,25.67208,15.9432
1603,"1111603","Melgaço",141.372,18.39712,2.1672,179.5311,33.30432,4.4772
1604,"1111604","Monção",724.16736,63.0896,5.92368,263.71702,48.91572,103.5216
1605,"1111605","Paredes de Coura",105.30072,19.55296,1.54112,226.0762,41.97732,15.288
1606,"1111606","Ponte da Barca",193.2084,9.34304,4.04544,180.34058,33.47778,4.1496
1607,"1111607","Ponte de Lima",1211.00112,84.23184,17.14496,691.87412,128.41822,89.4348
1608,"1111608","Valença",488.97576,28.46256,2.45616,687.24852,127.55092,37.128
1609,"1111609","Viana do Castelo",10365.73776,75.22592,12.5216,377.44896,70.07784,70.434
1610,"1111610","Vila Nova de Cerveira",123.63624,13.34032,2.11904,58.45602,10.81234,6.7704
301,"1120301","Amares",330.21072,18.49344,4.5752,10978.68814,2038.03936,18.6732
302,"1120302","Barcelos",3126.54888,65.2568,12.5216,750.61924,139.3462,168.4956
303,"1120303","Braga",588.36456,36.89056,12.18448,375.88782,69.78874,24.3516
306,"1120306","Esposende",462.07224,33.08592,10.49888,214.57002,39.83798,69.5604
310,"1120310","Terras de Bouro",138.71592,4.18992,3.80464,81.12146,15.0332,1.8564
313,"1120313","Vila Verde",1068.4296,24.46528,10.3544,619.65694,115.00398,22.6044
307,"1130307","Fafe",247.27248,9.96912,4.71968,394.9106,73.31576,29.3748
308,"1130308","Guimarães",6145.99776,23.69472,5.63472,6055.95116,1124.19426,30.4668
309,"1130309","Póvoa de Lanhoso",801.70776,8.47616,4.96048,149.52252,27.7536,12.9948
1314,"1131314","Santo Tirso",506.28312,11.70288,0,217.28756,40.30054,20.748
1318,"1131318","Trofa",12496.17096,10.25808,2.45616,60.94228,11.33272,23.3688
311,"1130311","Vieira do Minho",230.4792,9.10224,6.21264,149.4647,27.7536,8.736
312,"1130312","Vila Nova de Famalicão",1358.97048,29.08864,7.60928,280.427,52.038,50.0136
314,"1130314","Vizela",74.5416,1.6856,0,35.2702,6.53366,1.5288
107,"1140107","Espinho",11.05272,0,0,0.80948,0.11564,0
1304,"1141304","Gondomar",106.41456,5.68288,1.15584,156.114,28.96782,6.7704
1306,"1141306","Maia",1599.30288,5.00864,0.81872,97.7158,18.09766,4.2588
1308,"1141308","Matosinhos",75.56976,6.16448,1.58928,77.65226,14.39718,0
1312,"1141312","Porto",8.22528,0.28896,0,5.83982,1.09858,0
1313,"1141313","Póvoa de Varzim",279.40248,9.3912,7.27216,727.25996,135.0097,6.1152
1315,"1141315","Valongo",65.5452,2.07088,0.2408,1621.90882,301.06874,0
1316,"1141316","Vila do Conde",721.93968,17.86736,3.90096,625.95932,116.2182,28.7196
1317,"1141317","Vila Nova de Gaia",153.19584,4.96048,1.34848,77.07406,14.28154,2.9484
1301,"1151301","Amarante",628.20576,13.7256,18.5416,195.37378,36.25314,19.2192
1302,"1151302","Baião",275.80392,5.87552,2.69696,195.08468,36.19532,12.558
304,"1150304","Cabeceiras de Basto",2573.22744,11.75104,3.94912,156.34528,29.02564,17.472
106,"1150106","Castelo de Paiva",218.484,4.71968,0.62608,119.6874,22.20288,3.822
305,"1150305","Celorico de Basto",1989.4896,9.29488,7.27216,274.645,50.93942,6.1152
1804,"1151804","Cinfães",204.7752,6.83872,2.02272,188.03064,34.92328,1.2012
1303,"1151303","Felgueiras",463.9572,12.81056,4.86416,1548.9978,287.53886,16.1616
1305,"1151305","Lousada",721.08288,9.72832,1.4448,153.45428,28.50526,24.1332
1307,"1151307","Marco de Canaveses",262.78056,5.87552,3.612,213.81836,39.66452,3.822
1705,"1151705","Mondim de Basto",200.23416,6.11632,2.69696,108.29686,20.06354,4.6956
1309,"1151309","Paços de Ferreira",537.55632,7.7056,10.93232,93.03238,17.28818,22.6044
1310,"1151310","Paredes",209.83032,11.51024,5.92368,204.50934,37.98774,8.8452
1311,"1151311","Penafiel",268.6068,6.93504,1.30032,255.68004,47.4124,11.466
1813,"1151813","Resende",153.3672,5.00864,0.28896,102.80396,19.0806,2.9484
1709,"1151709","Ribeira de Pena",207.08856,9.48752,4.816,145.1282,26.94412,1.2012
104,"1160104","Arouca",1537.35624,4.18992,1.30032,157.61732,29.25692,24.1332
113,"1160113","Oliveira de Azeméis",2750.24232,39.05776,2.79328,907.88964,168.48748,5.0232
109,"1160109","Santa Maria da Feira",191.23776,9.3912,1.6856,107.19828,19.89008,7.9716
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",4029.78744,3.08224,1.30032,68.97926,12.77822,5.3508
1701,"1171701","Alijó",46.60992,7.89824,3.17856,84.4172,15.66922,1.8564
1801,"1171801","Armamar",18.33552,2.60064,1.6856,75.7442,14.05026,3.4944
403,"1170403","Carrazeda de Ansiães",77.9688,5.0568,7.60928,100.49116,18.67586,7.9716
404,"1170404","Freixo de Espada à Cinta",4.45536,1.9264,1.204,39.8958,7.40096,0
1805,"1171805","Lamego",97.76088,5.58656,3.1304,128.47604,23.82184,6.552
1704,"1171704","Mesão Frio",5.65488,0.2408,4.38256,21.50904,3.98958,0
1807,"1171807","Moimenta da Beira",4122.23616,3.17856,6.93504,200.17284,37.17826,4.4772
1812,"1171812","Penedono",1389.12984,4.47888,0,53.54132,9.88722,3.7128
1708,"1171708","Peso da Régua",84.05208,4.14176,4.23808,48.91572,9.07774,1.638
1710,"1171710","Sabrosa",293.454,3.90096,58.12912,71.58116,13.2986,3.0576
1711,"1171711","Santa Marta de Penaguião",44.38224,2.84144,1.83008,62.61906,11.62182,1.9656
1815,"1171815","São João da Pesqueira",17.90712,2.07088,2.60064,80.71672,14.97538,4.6956
1818,"1171818","Sernancelhe",4547.80872,3.03408,8.6688,95.57646,17.69292,6.7704
1819,"1171819","Tabuaço",48.49488,1.49296,2.35984,66.95556,12.4313,1.9656
1820,"1171820","Tarouca",378.19152,1.30032,2.07088,37.17826,6.88058,0
409,"1170409","Torre de Moncorvo",32.5584,4.18992,1.25216,69.61528,12.89386,4.4772
410,"1170410","Vila Flor",85.2516,5.82736,10.5952,73.48922,13.64552,2.4024
914,"1170914","Vila Nova de Foz Côa",5.22648,1.4448,3.03408,32.49484,6.01328,0
1714,"1171714","Vila Real",189.86688,9.10224,6.06816,293.32086,54.40862,9.828
401,"1180401","Alfândega da Fé",23.39064,3.08224,6.11632,82.85606,15.38012,3.9312
1702,"1181702","Boticas",246.41568,2.84144,0.77056,221.79752,41.16784,1.638
402,"1180402","Bragança",494.71632,39.44304,158.4464,473.19888,87.82858,35.8176
1703,"1181703","Chaves",932.28408,38.57616,21.672,601.84838,111.70824,45.5364
405,"1180405","Macedo de Cavaleiros",511.0812,11.36576,27.4512,245.27244,45.50434,16.7076
406,"1180406","Miranda do Douro",266.8932,9.10224,83.36496,1519.7987,282.10378,9.5004
407,"1180407","Mirandela",305.8776,33.08592,27.4512,254.52364,47.23894,27.6276
408,"1180408","Mogadouro",142.14312,5.49024,36.40896,186.1804,34.51854,24.4608
1706,"1181706","Montalegre",380.24784,8.6688,0.67424,314.19388,58.28256,8.5176
1707,"1181707","Murça",66.402,6.9832,5.49024,107.5452,19.9479,9.5004
1712,"1181712","Valpaços",407.32272,19.93824,13.53296,313.73132,58.22474,38.5476
1713,"1181713","Vila Pouca de Aguiar",318.98664,12.08816,6.35712,273.71988,50.82378,9.1728
411,"1180411","Vimioso",206.66016,10.93232,59.38128,147.67228,27.40668,22.1676
412,"1180412","Vinhais",203.31864,17.14496,21.47936,358.13708,66.493,23.0412
101,"1610101","Águeda",12217.79664,25.7656,9.19856,194.50648,36.07968,774.0096
102,"1610102","Albergaria-a-Velha",20085.61968,21.09408,5.39392,7460.5146,1384.96246,2.73
103,"1610103","Anadia",8039.01168,26.87328,18.06,929.34086,172.53488,15.1788
105,"1610105","Aveiro",483.6636,26.19904,14.11088,118.41536,21.9716,8.8452
108,"1610108","Estarreja",1255.6404,13.05136,19.40848,103.72908,19.25406,3.1668
110,"1610110","Ílhavo",41.5548,7.89824,3.66016,31.10716,5.782,1.638
111,"1610111","Mealhada",135.54576,15.652,1175.48928,7863.92474,1459.83936,11.7936
112,"1610112","Murtosa",430.1136,15.1704,12.32896,55.16028,10.23414,7.3164
114,"1610114","Oliveira do Bairro",673.8732,23.79104,9.10224,111.0144,20.58392,10.7016
115,"1610115","Ovar",8364.9384,8.04272,3.90096,3460.46918,642.3802,1.092
