"Muni_ID","ID","Muni","Ewes","Other_ovine"
1601,"1111601","Arcos de Valdevez",543.130392,177.557492
1602,"1111602","Caminha",93.784572,77.321916
1603,"1111603","Melgaço",304.00692,114.417044
1604,"1111604","Monção",723.968924,213.078152
1605,"1111605","Paredes de Coura",467.660676,98.936964
1606,"1111606","Ponte da Barca",90.781264,18.483388
1607,"1111607","Ponte de Lima",454.480936,147.34048
1608,"1111608","Valença",220.787588,72.297876
1609,"1111609","Viana do Castelo",178.40984,55.837096
1610,"1111610","Vila Nova de Cerveira",105.09296,45.549588
301,"1120301","Amares",101.384808,21.208964
302,"1120302","Barcelos",150.36294,56.262332
303,"1120303","Braga",133.733628,22.76428
306,"1120306","Esposende",24.340624,10.733772
310,"1120310","Terras de Bouro",37.819124,8.027348
313,"1120313","Vila Verde",426.987624,81.346104
307,"1130307","Fafe",238.121744,51.406824
308,"1130308","Guimarães",75.747448,10.159156
309,"1130309","Póvoa de Lanhoso",123.130084,23.913512
1314,"1131314","Santo Tirso",102.367384,39.37444
1318,"1131318","Trofa",26.361356,9.603692
311,"1130311","Vieira do Minho",232.839124,50.832208
312,"1130312","Vila Nova de Famalicão",53.83364,18.464236
314,"1130314","Vizela",6.173272,1.277584
107,"1140107","Espinho",1.704696,0.14938
1304,"1141304","Gondomar",89.928916,25.06462
1306,"1141306","Maia",36.0934,12.607
1308,"1141308","Matosinhos",21.187936,11.159008
1312,"1141312","Porto",1.854076,0.574616
1313,"1141313","Póvoa de Varzim",15.311548,1.873228
1315,"1141315","Valongo",35.668164,5.004888
1316,"1141316","Vila do Conde",46.80802,13.606852
1317,"1141317","Vila Nova de Gaia",59.00706,15.164044
1301,"1151301","Amarante",241.274432,79.472876
1302,"1151302","Baião",276.496332,158.520516
304,"1150304","Cabeceiras de Basto",270.340336,40.226788
106,"1150106","Castelo de Paiva",169.679524,86.07326
305,"1150305","Celorico de Basto",195.466264,39.077556
1804,"1151804","Cinfães",400.64542,190.739108
1303,"1151303","Felgueiras",29.364664,7.581084
1305,"1151305","Lousada",60.711756,12.735352
1307,"1151307","Marco de Canaveses",262.312988,102.53404
1705,"1151705","Mondim de Basto",30.34724,8.601964
1309,"1151309","Paços de Ferreira",81.177572,50.276744
1310,"1151310","Paredes",125.70628,28.19628
1311,"1151311","Penafiel",153.366248,19.186356
1813,"1151813","Resende",106.261344,45.955672
1709,"1151709","Ribeira de Pena",51.257444,12.735352
104,"1160104","Arouca",187.588296,78.045912
113,"1160113","Oliveira de Azeméis",32.218592,16.887892
109,"1160109","Santa Maria da Feira",79.175992,32.218592
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",74.021724,29.364664
1701,"1171701","Alijó",119.125048,9.43516
1801,"1171801","Armamar",38.818976,3.706276
