"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",10.623088,39.242476
1602,"1111602","Caminha",0,4.107936
1603,"1111603","Melgaço",0,17.096184
1604,"1111604","Monção",0,6.869492
1605,"1111605","Paredes de Coura",0,7.918988
1606,"1111606","Ponte da Barca",0,17.808616
1607,"1111607","Ponte de Lima",0,40.370456
1608,"1111608","Valença",0,5.910044
1609,"1111609","Viana do Castelo",0,10.998456
1610,"1111610","Vila Nova de Cerveira",0,7.038024
301,"1120301","Amares",0,6.30644
302,"1120302","Barcelos",0,12.61288
303,"1120303","Braga",0,3.267152
306,"1120306","Esposende",0,2.158324
310,"1120310","Terras de Bouro",9.384032,10.09834
313,"1120313","Vila Verde",38.399816,13.1166
307,"1130307","Fafe",0,6.287288
308,"1130308","Guimarães",0,2.139172
309,"1130309","Póvoa de Lanhoso",0,5.969376
1314,"1131314","Santo Tirso",0,3.604216
1318,"1131318","Trofa",0,1.424864
311,"1130311","Vieira do Minho",0,6.513276
312,"1130312","Vila Nova de Famalicão",5.741512,3.454836
314,"1130314","Vizela",0,0.14938
107,"1140107","Espinho",0,0.019152
1304,"1141304","Gondomar",0,1.27736
1306,"1141306","Maia",0,1.049496
1308,"1141308","Matosinhos",0,0.921144
1312,"1141312","Porto",0,0.208712
1313,"1141313","Póvoa de Varzim",20.325032,2.158324
1315,"1141315","Valongo",0,0.564928
1316,"1141316","Vila do Conde",0,2.851604
1317,"1141317","Vila Nova de Gaia",0,1.089676
1301,"1151301","Amarante",0,23.086588
1302,"1151302","Baião",0,18.373544
304,"1150304","Cabeceiras de Basto",0,11.18614
106,"1150106","Castelo de Paiva",0.168532,7.038024
305,"1150305","Celorico de Basto",0.356216,12.42332
1804,"1151804","Cinfães",0,30.10546
1303,"1151303","Felgueiras",0,2.51454
1305,"1151305","Lousada",0,1.23718
1307,"1151307","Marco de Canaveses",1.82126,5.741512
1705,"1151705","Mondim de Basto",0,55.310192
1309,"1151309","Paços de Ferreira",0,3.435684
1310,"1151310","Paredes",0,3.454836
1311,"1151311","Penafiel",0,3.248
1813,"1151813","Resende",0,1.652728
1709,"1151709","Ribeira de Pena",0,50.825012
104,"1160104","Arouca",0,26.125876
113,"1160113","Oliveira de Azeméis",14.562492,12.047952
109,"1160109","Santa Maria da Feira",0.208712,2.51454
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,25.917164
1701,"1171701","Alijó",34.797476,1.27736
1801,"1171801","Armamar",4.841396,0.187684
403,"1170403","Carrazeda de Ansiães",18.22604,2.533692
404,"1170404","Freixo de Espada à Cinta",19.085976,0.69328
1805,"1171805","Lamego",4.523484,2.910936
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",14.225428,7.54362
1812,"1171812","Penedono",14.037744,1.614424
1708,"1171708","Peso da Régua",3.435684,0.019152
1710,"1171710","Sabrosa",1.465044,2.008944
1711,"1171711","Santa Marta de Penaguião",0,0.337064
1815,"1171815","São João da Pesqueira",28.13482,3.267152
1818,"1171818","Sernancelhe",39.954908,3.7919
1819,"1171819","Tabuaço",0.208712,0.375368
1820,"1171820","Tarouca",14.93786,2.870756
409,"1170409","Torre de Moncorvo",44.706256,2.870756
410,"1170410","Vila Flor",36.540252,2.910936
914,"1170914","Vila Nova de Foz Côa",20.1565,1.068648
1714,"1171714","Vila Real",14.413112,16.720816
401,"1180401","Alfândega da Fé",41.272448,5.404448
1702,"1181702","Boticas",5.969376,12.4635
402,"1180402","Bragança",25.957344,40.370456
1703,"1181703","Chaves",6.453944,15.165724
405,"1180405","Macedo de Cavaleiros",70.267204,32.639152
406,"1180406","Miranda do Douro",2.51454,7.059052
407,"1180407","Mirandela",70.07952,23.25512
408,"1180408","Mogadouro",47.933228,60.377576
1706,"1181706","Montalegre",25.5801,39.658024
1707,"1181707","Murça",41.439104,11.73004
