Muni_ID,ID,Muni,fertiliser,irrig_nha,m_app99_nha,sludge,graz_tot,storage09_nha,total_sum
1601,1111601,Arcos de Valdevez,0.07837853,0.00229449837644767,0.080529917,0,0.513040913518779,0.063457429,0.737701287895227
1602,1111602,Caminha,0.077717595,0,0.362767805,0.042524722,0.146029769137303,0.281525993,0.910565884137303
1603,1111603,Melgaço,0.0276223,0,0.068775314,0.002511118,0.104424414927261,0.024545251,0.227878397927261
1604,1111604,Monção,0.15597301,0.00978430436700485,0.124249767,0.006791298,0.456681370386708,0.120098571,0.873578320753713
1605,1111605,Paredes de Coura,0.173620587,0,0.326415541,0.005420728,0.724553051405419,0.327043511,1.55705341840542
1606,1111606,Ponte da Barca,0.025168992,0,0.110432112,0.002841246,0.598062663185379,0.360956329,1.09746134218538
1607,1111607,Ponte de Lima,0.49724976,0.00844810088215336,0.42124566,0.004119456,0.479457136394481,0.424212306,1.83473241927663
1608,1111608,Valença,0.441091103,0,0.295812319,0.021141762,0.355777455599855,0.156906357,1.27072899659986
1609,1111609,Viana do Castelo,0.487606196,0.0342124447900467,0.432902236,0.033823066,0.398351477449456,0.232323872,1.6192192922395
1610,1111610,Vila Nova de Cerveira,0.54490431,0.0137583765477058,0.479595994,0.085545171,0.315098324836125,0.192299076,1.63120125238383
301,1120301,Amares,0.355634672,0,1.075752082,0,0.709170124481328,0.546621638,2.68717851648133
302,1120302,Barcelos,1.545617451,0.150074982430587,2.245353244,0.034117695,1.11710241238052,1.120791967,6.21305775181111
303,1120303,Braga,1.048283121,0.023249426131743,0.67863383,0.050404158,1.15339116291678,0.587506746,3.54146844404852
306,1120306,Esposende,1.408947304,0.35717887274454,1.467817002,0.049798627,0.680830959164293,0.917395722,4.88196848690883
310,1120310,Terras de Bouro,0.047852008,0,0.072030828,0.000801749,0.267412319481285,0.111416202,0.499513106481285
313,1120313,Vila Verde,0.746269254,0,0.439461497,0.000869506,0.874943181818182,0.402618576,2.46416201481818
307,1130307,Fafe,0.318293834,0,0.661340151,0.010995296,0.908234710743802,1.301204379,3.2000683707438
308,1130308,Guimarães,0.936546586,0,0.667080089,0.082262122,0.764306654257794,0.432494232,2.88268968325779
309,1130309,Póvoa de Lanhoso,0.672097279,0,0.331737931,0.001457348,0.97638465322184,0.344435676,2.32611288722184
1314,1131314,Santo Tirso,0.895568871,0,0.716801869,0.350618797,0.544811407543698,0.4343299,2.9421308445437
1318,1131318,Trofa,1.929847135,0,1.596628116,0,0.959662710805746,1.063324149,5.54946211080575
311,1130311,Vieira do Minho,0.174817305,0,0.137946896,0,0.572625887124028,0.100335497,0.985725585124028
312,1130312,Vila Nova de Famalicão,1.240565638,0,1.619568554,0.183689655,0.873660596958889,0.878696038,4.79618048195889
314,1130314,Vizela,1.121971301,0,0.199783934,0,0.389787234042553,0.240629089,1.95217155804255
107,1140107,Espinho,0.129140972,0,4.491347626,3.573256757,0.987857142857143,1.043012135,10.2246146328571
1304,1141304,Gondomar,0.731740389,0,0.289097841,0.113947204,0.412926628194559,0.299303216,1.84701527819456
1306,1141306,Maia,1.605161597,0,1.779727391,0.211971284,0.921785922047702,0.782170314,5.3008165080477
1308,1141308,Matosinhos,1.685107946,0,2.03493029,0.155303426,0.90694856146469,0.896816748,5.67910697146469
1312,1141312,Porto,0,0,0,0,0.544634146341463,0.138553755,0.683187901341463
1313,1141313,Póvoa de Varzim,1.776868363,1.81580591371016,3.179626687,0,0.993752254960914,1.339195581,9.10524879967107
1315,1141315,Valongo,0.041695193,0,5.415691209,0.806664093,0.756560121765601,7.732265669,14.7528762857656
1316,1141316,Vila do Conde,1.824085823,0,3.569901265,0,1.13912865113226,1.384263761,7.91737950013226
