Muni_ID,ID,Muni,fertiliser,m_app99_nha,sludge,graz_tot
1601,1111601,Arcos de Valdevez,0.059,0.0724824115163979,0,0.513040913518779
1602,1111602,Caminha,0,0.248192588092345,0.02946738858,0.146029769137303
1603,1111603,Melgaço,0.002,0.0271777356103732,0.00145516849,0.104424414927261
1604,1111604,Monção,0.149,0.128534039111895,0.00705674705,0.456681370386708
1605,1111605,Paredes de Coura,0.093,0.366847303114713,0.00647947765,0.724553051405419
1606,1111606,Ponte da Barca,0.006,0.303159268929504,0.00799871082,0.598062663185379
1607,1111607,Ponte de Lima,0.577,0.513262836462339,0.0053019704,0.479457136394481
1608,1111608,Valença,0.338,0.224809713664371,0.01604265379,0.355777455599855
1609,1111609,Viana do Castelo,0.437,0.442105188745935,0.03373110733,0.398351477449456
1610,1111610,Vila Nova de Cerveira,0.354,0.335338674435543,0.05993956775,0.315098324836125
301,1120301,Amares,0.027,1.18849585062241,0,0.709170124481328
302,1120302,Barcelos,1.45,2.53246973145198,0.03802720269,1.11710241238052
303,1120303,Braga,1.494,0.946126321496341,0.06905202969,1.15339116291678
306,1120306,Esposende,1.495,1.84055555555556,0.06208285728,0.680830959164293
310,1120310,Terras de Bouro,0.029,0.0925493663424698,0.00122560283,0.267412319481285
313,1120313,Vila Verde,0.879,0.509445532915361,0.00121919025,0.874943181818182
307,1130307,Fafe,0.068,1.01119338842975,0.01663487055,0.908234710743802
308,1130308,Guimarães,1.133,0.852664029781294,0.1053588402,0.764306654257794
309,1130309,Póvoa de Lanhoso,0.981,0.457742252828333,0.00185418037,0.97638465322184
1314,1131314,Santo Tirso,0.922,0.897727690892364,0.4290928349,0.544811407543698
1318,1131318,Trofa,1.162,2.85093691442848,0,0.959662710805746
311,1130311,Vieira do Minho,0.13,0.11500844880027,0.00012132634,0.572625887124028
312,1130312,Vila Nova de Famalicão,1.22,1.9600976159189,0.2195789271,0.873660596958889
314,1130314,Vizela,1.538,0.401182033096927,0,0.389787234042553
107,1140107,Espinho,0.109,2.38485714285714,1.633026621,0.987857142857143
1304,1141304,Gondomar,0.886,0.380420445177247,0.1468194799,0.412926628194559
1306,1141306,Maia,1.356,1.88647469458988,0.2188838816,0.921785922047702
1308,1141308,Matosinhos,1.485,2.22477768090671,0.1658088116,0.90694856146469
1312,1141312,Porto,1.356,0.228292682926829,0,0.544634146341463
1313,1141313,Póvoa de Varzim,1.244,3.30111244738425,0,0.993752254960914
1315,1141315,Valongo,0.06,5.9958295281583,0.9537640333,0.756560121765601
1316,1141316,Vila do Conde,1.402,3.59097965211684,0.00041730705,1.13912865113226
1317,1141317,Vila Nova de Gaia,0.325,0.362142099681866,1.28285593,0.40135737009544
1301,1151301,Amarante,0.534,0.109822816643804,0.00672552318,0.145764746227709
1302,1151302,Baião,0.353,0.110342268041237,0,0.212327835051546
304,1150304,Cabeceiras de Basto,0.212,0.199339049660593,0,0.643658449446231
106,1150106,Castelo de Paiva,1.094,0.297778603268945,0,0.487481426448737
305,1150305,Celorico de Basto,1.023,0.299675023212628,0.00462968944,0.65445063447849
1804,1151804,Cinfães,0.463,0.126653198653199,0,0.650406285072952
1303,1151303,Felgueiras,0.746,0.626798215511325,0.01088266175,0.455566231983528
1305,1151305,Lousada,1.381,0.39570652173913,0.00607846481,0.427470735785953
1307,1151307,Marco de Canaveses,0.727,0.140740279937792,0.03349965517,0.297222395023328
1705,1151705,Mondim de Basto,0.255,0.0623446856287425,0,0.290058008982036
1309,1151309,Paços de Ferreira,1.23,0.864936831875607,0.101177206,0.730242954324587
1310,1151310,Paredes,1.148,0.48134335839599,0,0.50003007518797
1311,1151311,Penafiel,1.018,0.363685653365824,0.0445427286,0.303362777947
1813,1151813,Resende,0.339,0.0958966832990901,0.00310533216,0.195148224244203
1709,1151709,Ribeira de Pena,0.224,0.0943680981595092,3.605545e-05,0.396718473074301
104,1160104,Arouca,0.537,0.561584025129011,0,0.685351133049136
113,1160113,Oliveira de Azeméis,1.177,2.69827199001871,0.01740078832,0.978259513412352
109,1160109,Santa Maria da Feira,1.517,1.12085483870968,0.00016888659,0.688427419354839
116,1160116,São João da Madeira,0,,0,
119,1160119,Vale de Cambra,0.367,0.464647435897436,0,0.508434829059829
1701,1171701,Alijó,0.168,0.0300069541029207,0.00095992547,0.0528430690774223
1801,1171801,Armamar,0.231,0.0201696782723667,0.00184591778,0.0120581754076686
403,1170403,Carrazeda de Ansiães,0.243,0.0410669610007358,0.0001056673,0.0713436350257542
404,1170404,Freixo de Espada à Cinta,0.235,0.0202822973160896,0,0.0578389653733834
1805,1171805,Lamego,0.15,0.0376663577386469,0.00529578976,0.0631306765523633
1704,1171704,Mesão Frio,0.005,0.00523277467411546,0,0.00135009310986965
1807,1171807,Moimenta da Beira,0.07,0.405039034776437,0.00716537133,0.191260941566123
1812,1171812,Penedono,0.626,0.104165461382702,0,0.0937431298814001
1708,1171708,Peso da Régua,0.147,0.0140481296163927,0.01599225807,0.0112532761496307
1710,1171710,Sabrosa,0.003,0.335502655911863,0.00081269854,0.0500944324217982
1711,1171711,Santa Marta de Penaguião,0.153,0.012713567839196,0,0.0097822445561139
1815,1171815,São João da Pesqueira,0.255,0.00861045402518123,0.00112965697,0.0169523082792827
1818,1171818,Sernancelhe,0.22,0.263330707110498,0,0.101869214102817
1819,1171819,Tabuaço,0.309,0.0243007334963325,0.00151472454,0.0331638141809291
1820,1171820,Tarouca,0.002,0.46154009559214,0.01042251029,0.179649495485927
409,1170409,Torre de Moncorvo,0.164,0.0748623532699832,0.00409290037,0.0688010061486864
410,1170410,Vila Flor,0.327,0.0245721376928887,0,0.0607467357289306
914,1170914,Vila Nova de Foz Côa,0.212,0.00869465889396565,0,0.031414841657476
1714,1171714,Vila Real,0.018,0.186791792738275,0.01330290509,0.257983169440242
401,1180401,Alfândega da Fé,0.331,0.0242708953320296,0,0.0727514667120143
1702,1181702,Boticas,0.066,0.112092149924171,0,0.280447750415252
402,1180402,Bragança,0.375,0.0524395659293386,0.0015091792,0.177273181427104
1703,1181703,Chaves,0.242,0.303989733059548,0.00361529465,0.195550821355236
405,1180405,Macedo de Cavaleiros,0.323,0.100316470210522,0.00164109506,0.162110260055956
406,1180406,Miranda do Douro,0.116,0.0836629532847385,0,0.271610965937744
407,1180407,Mirandela,0.277,0.0961286945316904,0.00369596195,0.0682588386888943
408,1180408,Mogadouro,0.209,0.146645729792359,0,0.132102326432296
1706,1181706,Montalegre,0.052,0.0412096393418807,5.493794e-05,0.241030763084299
1707,1181707,Murça,0.109,0.0618876262626263,0.00146991447,0.0682638888888889
1712,1181712,Valpaços,0.49,0.0677429195883799,0.00050227738,0.0907717876331846
1713,1181713,Vila Pouca de Aguiar,0.092,0.22598977292425,0,0.359628185127405
411,1180411,Vimioso,0.252,0.0519328599986214,1.443575e-05,0.158881919073551
412,1180412,Vinhais,0.494,0.0771836455002284,1.407701e-05,0.231490406578346
101,1610101,Águeda,0.303,1.26312138728324,0,0.789879138202838
102,1610102,Albergaria-a-Velha,0.009,1.73377080361388,0,1.0811697574893
103,1610103,Anadia,0.162,0.464239698200813,7.76142e-06,0.154556006964597
105,1610105,Aveiro,1.066,0.405148514851485,0.122976861,0.586823432343234
108,1610108,Estarreja,0.558,1.23631578947368,0,1.59957138354869
110,1610110,Ílhavo,0.095,1.60446472019465,0.2736289385,0.460875912408759
111,1610111,Mealhada,0.03,0.963471896955504,0,0.335925058548009
112,1610112,Murtosa,0.653,1.54077244258873,0,1.90606819763396
114,1610114,Oliveira do Bairro,0.62,0.468375491849354,0.00205164727,0.427515458122541
115,1610115,Ovar,0.037,2.30592349073521,0.00239973034,2.0378123132098
117,1610117,Sever do Vouga,0.015,3.66018518518519,0,0.881296296296296
118,1610118,Vagos,0.714,0.834938271604938,0,0.817164476304261
602,1620602,Cantanhede,0.303,0.716541991341991,0,0.616602597402597
603,1620603,Coimbra,1.14,0.177478813559322,0.0750404051,0.157305469953775
604,1620604,Condeixa-a-Nova,0.696,0.120246848739496,0.01395291135,0.17296743697479
605,1620605,Figueira da Foz,0.745,0.555198765656199,0.02813039306,0.531584679615175
608,1620608,Mira,0.173,1.74113912231559,0,0.979234360410831
610,1620610,Montemor-o-Velho,1.103,0.54528590031964,7.083474e-05,0.730235586598793
613,1620613,Penacova,0.609,0.31703656998739,0.01146883249,0.311286254728878
615,1620615,Soure,0.047,1.18527562270314,0.00173956242,0.262200898325847
1004,1631004,Batalha,0.063,1.27062753036437,0,0.313886639676113
1009,1631009,Leiria,0.098,3.59244353182752,0.0742157928,0.756141683778234
1010,1631010,Marinha Grande,0.887,0.280909090909091,0,0.384805194805195
1015,1631015,Pombal,0.044,1.1692964946446,0.02262422525,0.541385102239533
1016,1631016,Porto de Mós,0.012,2.05373432835821,0,0.931770149253732
1002,1641002,Alvaiázere,0.244,0.366817864619679,0,0.264110258199581
1003,1641003,Ansião,0.158,0.470820083682008,0.00285401177,0.243430962343096
601,1640601,Arganil,0.393,0.261375358166189,0,0.198273638968481
1007,1641007,Castanheira de Pêra,0.368,0.286333333333333,0,0.320444444444444
1008,1641008,Figueiró dos Vinhos,0.511,0.248324607329843,0,0.143534031413613
606,1640606,Góis,0.01,1.39494117647059,0,0.422411764705882
607,1640607,Lousã,0.046,1.11273170731707,0.0042321685,0.272365853658537
609,1640609,Miranda do Corvo,0.448,0.173878437047757,0,0.152011577424023
611,1640611,Oliveira do Hospital,0.002,1.93087117389842,0.00491070365,0.227840565085772
612,1640612,Pampilhosa da Serra,0.408,0.204230769230769,0,0.0989819004524887
1013,1641013,Pedrógão Grande,0.594,0.15469262295082,0,0.126454918032787
614,1640614,Penela,0.432,0.146472148541114,0,0.202475685234306
616,1640616,Tábua,0.456,0.165995316159251,0,0.24144262295082
617,1640617,Vila Nova de Poiares,0.563,0.252298850574713,0,0.191340996168582
901,1650901,Aguiar da Beira,0.13,0.774101367122374,0,0.425091697232411
1802,1651802,Carregal do Sal,0.007,0.570872959545777,0,0.213647977288857
1803,1651803,Castro Daire,0.132,0.516316472114137,0,0.406173800259403
1806,1651806,Mangualde,0.457,0.202520628160767,0,0.171171147191908
1808,1651808,Mortágua,0.018,2.60136842105263,0,0.516046783625731
1809,1651809,Nelas,0.097,0.324499819429397,0,0.12569880823402
1810,1651810,Oliveira de Frades,0.005,3.68215580926797,0,0.995413028878442
1811,1651811,Penalva do Castelo,0.476,0.147612403100775,0,0.118077519379845
1814,1651814,Santa Comba Dão,0.02,1.59842532467532,0.00052743376,0.401915584415584
1816,1651816,São Pedro do Sul,0.018,1.08433438985737,0.00968787828,0.655216587427364
1817,1651817,Sátão,0.009,0.930641072075335,0,0.338812024628758
1821,1651821,Tondela,0.02,1.23706991171558,0.00132774323,0.375674063469339
1822,1651822,Vila Nova de Paiva,0.004,1.31917602996255,0,0.476735330836455
1823,1651823,Viseu,0.391,0.331860305474515,0.00029039103,0.187478977175219
1824,1651824,Vouzela,0.007,1.90697224975223,0,0.688255698711596
1413,1661413,Mação,0.276,0.17061804697157,0,0.223998763906057
506,1660506,Oleiros,0,0.601316010058676,0,0.118952221290863
508,1660508,Proença-a-Nova,0.332,0.106678048780488,0,0.127056097560976
509,1660509,Sertã,0.122,0.491542833942347,0,0.212838002436054
510,1660510,Vila de Rei,0.055,0.428147058823529,0,0.134588235294118
905,1670905,Fornos de Algodres,0.42,0.139996470172962,0,0.145241793152136
906,1670906,Gouveia,0.116,0.0968968110709988,0,0.136212394705175
912,1670912,Seia,0.253,0.0928984173721016,0,0.182375782112624
902,1680902,Almeida,0.034,0.0794572077758142,7.552904e-05,0.374832618025751
903,1680903,Celorico da Beira,0.169,0.0579202689721422,0,0.186419308357349
904,1680904,Figueira de Castelo Rodrigo,0.185,0.0317122742320748,2.5074e-06,0.174527092151029
