Muni_ID,ID,Muni,fertiliser,irrig_nha,m_app99_nha,sludge,graz_tot
108,1610108,Estarreja,0.008,1.85610015605493,1.72680087390762,0,1.72318039950062
110,1610110,Ílhavo,0.306,0.281912553648069,1.72002145922747,0.0521448,0.723100858369099
111,1610111,Mealhada,0.045,0.115506689868523,1.2845939675174,0,0.223623356535189
112,1610112,Murtosa,0.121,0.326944735202492,1.54444236760125,0,1.43441121495327
114,1610114,Oliveira do Bairro,0.454,0.482896409842679,0.503247277127874,0.0003181,0.462202501008471
115,1610115,Ovar,0.033,0.770932473684211,2.70325789473684,0.0004566,2.21848421052632
117,1610117,Sever do Vouga,0.009,0.236544078947368,2.78189692982456,0,0.933782894736842
118,1610118,Vagos,0.239,0.174881298035867,1.53821520068318,0,1.15502134927412
602,1620602,Cantanhede,0.16,0.167975815217391,0.911156663516068,0,0.779005198487713
603,1620603,Coimbra,1.187,0.295578188539741,0.253485828712261,0.0129671,0.149870609981516
604,1620604,Condeixa-a-Nova,0.762,0.357207978179339,0.242321854756222,0.0019571,0.270705762018411
605,1620605,Figueira da Foz,0.72,1.06763634487841,0.799177597641857,0.0049351,0.703478260869565
608,1620608,Mira,0.295,0,1.50354237288136,0,1.12953107344633
610,1620610,Montemor-o-Velho,0.92,0,0.765943126921388,1.42e-05,0.838906455862978
613,1620613,Penacova,0.933,0,0.416709628506444,0.0014898,0.302016679302502
615,1620615,Soure,1.041,1.14238376423515,0.203471837488458,0.0002833,0.241338873499538
1004,1631004,Batalha,0.036,0.161132567947516,1.4841893158388,0,0.330028116213683
1009,1631009,Leiria,0.1,0,2.3704015342203,0.0093604,0.558614407287547
1010,1631010,Marinha Grande,0.052,0,2.48651567944251,0,0.591393728222997
1015,1631015,Pombal,0.036,0.30170007876083,1.1024481491205,0.0026361,0.540761354686269
1016,1631016,Porto de Mós,0.005,0,0.824311865535031,0,0.580990181394575
1002,1641002,Alvaiázere,0.339,0,0.428339920948617,0,0.255583003952569
1003,1641003,Ansião,0.337,0,0.551364197530864,0.0004549,0.269975308641975
601,1640601,Arganil,0.699,1.3668211103938,0.299877340219497,0,0.247127178825048
1007,1641007,Castanheira de Pêra,0.469,1.2045976744186,0.268372093023256,0,0.236627906976744
1008,1641008,Figueiró dos Vinhos,0.333,0.0191619469026549,0.545855457227139,0,0.212448377581121
606,1640606,Góis,0.192,0,0.564060822898032,0,0.252880143112701
607,1640607,Lousã,0.494,0,0.483442906574395,0.0006487,0.221885813148789
609,1640609,Miranda do Corvo,0.569,0.935598994974874,0.328381909547739,0,0.215437185929648
611,1640611,Oliveira do Hospital,0.576,0.0197423591212989,0.303285577841452,0.0007532,0.201547277936963
612,1640612,Pampilhosa da Serra,0.672,0,0.220901856763926,0,0.183076923076923
1013,1641013,Pedrógão Grande,0.984,0.0155004885993485,0.261693811074919,0,0.21314332247557
614,1640614,Penela,0.644,0,0.189586636466591,0,0.194496036240091
616,1640616,Tábua,0.753,0.114288943379403,0.328769505127062,0,0.299295586268391
617,1640617,Vila Nova de Poiares,0.8,0,0.294688796680498,0,0.14155601659751
901,1650901,Aguiar da Beira,0.448,0,0.471965110312981,0,0.337373011800924
1802,1651802,Carregal do Sal,0.214,0,0.705556818181818,0,0.220642045454545
1803,1651803,Castro Daire,0.178,0,0.604306930693069,0,0.68523402340234
1806,1651806,Mangualde,0.562,0,0.319484927131164,0,0.209556797764025
1808,1651808,Mortágua,0.009,0,2.45134945397816,0,0.555382215288612
1809,1651809,Nelas,0.394,0,0.252191347168484,0,0.155969046781569
1810,1651810,Oliveira de Frades,0.004,0,3.93685990338164,0,0.978835212023618
1811,1651811,Penalva do Castelo,0.694,0,0.169367124856816,0,0.196093928980527
1814,1651814,Santa Comba Dão,0.02,0,2.43697300771208,9.02e-05,0.358174807197944
1816,1651816,São Pedro do Sul,0.192,0,1.06219970193741,0.0023622,0.960956780923994
1817,1651817,Sátão,0.008,0,0.898509154315606,0,0.3262452775356
1821,1651821,Tondela,0.013,0,1.38034193879296,0.0002056,0.372754316977261
1822,1651822,Vila Nova de Paiva,0.002,0,0.864156109521864,0,0.410543522680834
1823,1651823,Viseu,0.217,0,0.593736951983299,4.49e-05,0.267994596586025
1824,1651824,Vouzela,0.011,0,1.88136470588235,0,0.881364705882353
1413,1661413,Mação,0.323,0,0.274159090909091,0,0.176441558441558
506,1660506,Oleiros,0.274,0,0.164088397790055,0,0.1381136543015
508,1660508,Proença-a-Nova,0.47,0,0.173386157072943,0,0.183959450011652
509,1660509,Sertã,0.286,0,0.478906334596643,0,0.25131835408771
510,1660510,Vila de Rei,0.146,0,0.408653555219365,0,0.154478063540091
905,1670905,Fornos de Algodres,0.506,0,0.11985051140834,0,0.192063991607658
906,1670906,Gouveia,0.14,0,0.0956689111929869,0,0.13575530428154
912,1670912,Seia,0.387,0,0.16215965508231,0,0.173671282989287
902,1680902,Almeida,0.064,0,0.110521511318515,1.32e-05,0.192347619632404
903,1680903,Celorico da Beira,0.3,0,0.0662771880981382,0,0.159267443883765
904,1680904,Figueira de Castelo Rodrigo,0.237,0,0.0418258972698456,4e-07,0.106444664098981
907,1680907,Guarda,0.128,0,0.168114045429537,0.0007385,0.195747858209542
908,1680908,Manteigas,0.094,0,0.0873073516386183,0,0.12036315323295
909,1680909,Mêda,0.406,0,0,0,0.0925117207848585
910,1680910,Pinhel,0.172,0,0.0927290836653387,2.1e-05,0.130867778884462
911,1680911,Sabugal,0.054,0,0.13570461048133,1.22e-05,0.259272753612691
913,1680913,Trancoso,0.269,0,0.157484021354989,0,0.190549665388375
502,1690502,Castelo Branco,0.214,0,0.0610801807389032,0,0.14065597590148
505,1690505,Idanha-a-Nova,0.234,0,0.0294975654894358,0,0.141687743726454
507,1690507,Penamacor,0.398,0,0.0737748621676321,0,0.178697047944728
511,1690511,Vila Velha de Ródão,0.411,0,0.0997171314741036,0,0.110402390438247
501,16A0501,Belmonte,0.405,0,0.122372273677921,6e-06,0.175418285031371
503,16A0503,Covilhã,0.378,0,0.201893318120231,1.4e-06,0.206318904656636
504,16A0504,Fundão,0.526,0,0.124367562802997,0.0002236,0.170152049360952
1001,16B1001,Alcobaça,0.103,0,1.27707905492972,0.0010131,0.334640614096301
1101,16B1101,Alenquer,0.833,0,0.505524111846549,0.0015949,0.139486019181413
1102,16B1102,Arruda dos Vinhos,0.768,0,0.232477804681195,0.0010131,0.173981705676621
1005,16B1005,Bombarral,0.085,0,0.320984915705413,0.0010131,0.0581614906832298
1104,16B1104,Cadaval,0.125,0,0.462428483543525,0.0010131,0.179873884958474
1006,16B1006,Caldas da Rainha,0.087,0,1.22802297622228,0.0072631,0.262455249799626
1108,16B1108,Lourinhã,0.485,0,0.996277572270174,0.0018705,0.232759282093438
1011,16B1011,Nazaré,0.829,0,0.852065514103731,0.0050085,0.484858962693358
1012,16B1012,Óbidos,0.307,0,0.336952129995608,0.0355829,0.0826174791392183
1014,16B1014,Peniche,1.071,0.011098755186722,0.730092563038621,0.0010131,0.153281200127673
1112,16B1112,Sobral de Monte Agraço,0.962,0.00578649527186761,0.473229905437352,0.0010131,0.429276004728132
1113,16B1113,Torres Vedras,0.501,0,0.420497643057462,0.0019041,0.248115639357957
1401,16C1401,Abrantes,0.882,0,0.035708338670424,0.0016992,0.124734853336749
1402,16C1402,Alcanena,0.612,0,0.225897832817337,0.0010131,0.3959391124871
1408,16C1408,Constância,0.828,0,0.165780952380952,0.0010131,0.118409523809524
1410,16C1410,Entroncamento,1.334,0.337286363636364,0.0629545454545455,0.0010131,0.0635795454545455
1411,16C1411,Ferreira do Zêzere,0.006,0,1.00086511389813,0.0010131,0.132114154082416
1421,16C1421,Ourém,0.009,0,1.04692981108893,0.0089349,0.216336968207649
1417,16C1417,Sardoal,0.701,0,0.115077605321508,0.0010131,0.0615373244641537
1418,16C1418,Tomar,0.297,0.0408989372469636,0.477844129554656,0.0054598,0.209650809716599
1419,16C1419,Torres Novas,0.917,0,0.164514845720939,0.0010131,0.151180865515234
1420,16C1420,Vila Nova da Barquinha,0.381,0,0.336936416184971,0.0010131,0.0695953757225434
1115,1711115,Amadora,0.016,0,0.0421843003412969,0.0010131,0.239829351535836
1105,1711105,Cascais,0.043,0,0.857958801498127,0.0015496,0.217827715355805
1106,1711106,Lisboa,0,,,0,
1107,1711107,Loures,0.832,0,0.212165174801554,0.0582435,0.312288464786354
1109,1711109,Mafra,1.046,0,0.480084813410497,0.0063665,0.538744761524646
1116,1711116,Odivelas,0.158,0,0.89483552631579,0.0010131,1.41203947368421
1110,1711110,Oeiras,1.101,0,0.0268160597572362,0.0091641,0.0580578898225957
1111,1711111,Sintra,0.929,0,0.261634196359908,0.0011655,0.282053319661625
1114,1711114,Vila Franca de Xira,1.29,0,0.13905612244898,0.0045712,0.287122448979592
1502,1721502,Alcochete,0.287,0,0.317594557823129,0.0010131,0.336193197278912
1503,1721503,Almada,1.322,0.0062639405204461,0.223847583643123,0.3318104,0.443847583643123
1504,1721504,Barreiro,0.668,0.0277356846473029,0.514356846473029,0.0010131,0.553070539419087
1506,1721506,Moita,0.235,0.0472782203828246,1.85432488360062,0.0010131,2.02131401965856
1507,1721507,Montijo,0.32,0,0.344630209588051,0.0010542,0.23558841243074
1508,1721508,Palmela,0.371,0,0.346669527528644,0.0010319,0.259870832081706
1510,1721510,Seixal,0.034,0,0.67995995995996,0.0044828,0.223483483483483
1511,1721511,Sesimbra,0.53,0,0.116451612903226,0.0796755,0.286674347158218
1512,1721512,Setúbal,0.526,0.00513527138025447,0.130805282654212,0.0010131,0.219408922531809
1501,1811501,Alcácer do Sal,0.3,0.033682179860013,0.0250564481351659,0,0.259969592091732
1505,1811505,Grândola,0.134,0.0237262468592267,0.0691944055322082,1.29e-05,0.159258221599626
211,1810211,Odemira,0.339,0,0.0510364513018322,0,0.298097717775635
1509,1811509,Santiago do Cacém,0.242,0.0389321015900424,0.112592128930139,0,0.24655198215699
1513,1811513,Sines,0.202,0,0.0767706487061326,0.0025056,0.309620701878766
1201,1821201,Alter do Chão,0.306,0,0.0368214862681745,0,0.349565495422725
1202,1821202,Arronches,0.281,0.00518684571951778,0.0456798412940638,1.97e-05,0.435330383030673
1203,1821203,Avis,0.392,0,0.0289414010937205,0,0.191289600226287
1204,1821204,Campo Maior,0.615,0,0.018650827524067,0,0.183085787451985
1205,1821205,Castelo de Vide,0.197,0,0.0235958093950659,8.38e-05,0.279221262009366
1206,1821206,Crato,0.274,0,0.0390714726767521,2.78e-05,0.394916255016981
1207,1821207,Elvas,0.464,0.0109126917858261,0.0441399645130988,0.0001875,0.338055700518387
1208,1821208,Fronteira,0.443,0.000417001910327003,0.0692600292167659,0,0.240327003034049
1209,1821209,Gavião,0.881,0.0409749968398433,0.0463771963089369,8.2e-06,0.0978194918467956
1210,1821210,Marvão,0.337,0.0126736429663609,0.051980122324159,6.8e-05,0.262605122324159
1211,1821211,Monforte,0.273,0.000279315827128435,0,0,0.406925461723946
707,1820707,Mora,0.294,0,0.0306670293057728,0,0.195973346025702
1212,1821212,Nisa,0.384,0,0.0393973833235696,0.0001616,0.222909197422378
1213,1821213,Ponte de Sor,0.31,0,0.0342932766817003,1.43e-05,0.120701412227698
1214,1821214,Portalegre,0.301,0.00745760585822287,0.0809004305522596,0.0014339,0.353706478624945
701,1830701,Alandroal,0.3,0,0.0483662494646171,0,0.256515728358635
702,1830702,Arraiolos,0.312,0,0.0610796957370351,0,0.339279290782729
703,1830703,Borba,0.309,0,0.103403407031533,0,0.262313640207805
704,1830704,Estremoz,0.302,0,0.0672065130479029,0,0.244747159022074
705,1830705,Évora,0.356,0.015411673194682,0.0297978154134716,0,0.293451021496479
706,1830706,Montemor-o-Novo,0.249,0,0.0881503651250277,5.4e-06,0.398208121265767
708,1830708,Mourão,0.141,0,0.0223530053849512,0,0.312438873526415
709,1830709,Portel,0.284,0,0.0268304364619544,0.0056303,0.207477533153084
710,1830710,Redondo,0.326,0,0.084299725526075,0,0.266303751143641
711,1830711,Reguengos de Monsaraz,0.376,0,0.0350873837285471,0,0.201807677191144
1215,1831215,Sousel,0.486,0,0.0689906883937479,3.76e-05,0.192271782507483
712,1830712,Vendas Novas,0.203,0,0.0515861440291705,0,0.240888787602552
713,1830713,Viana do Alentejo,0.22,0,0.0744865718799368,0,0.388659820958399
714,1830714,Vila Viçosa,0.513,0,0.0248151817696822,2.4e-06,0.409290450422986
201,1840201,Aljustrel,0.743,0,0.0243703533379321,0,0.193743900258041
202,1840202,Almodôvar,0.278,0,0.0346521394611727,0,0.163545694664554
203,1840203,Alvito,0.369,0,0.0248485430675632,3.3e-06,0.292861351264809
204,1840204,Barrancos,0.093,0,0.0336730727704599,0,0.301367595191823
205,1840205,Beja,0.671,0.00634650412057644,0.0208322683002071,1.7e-06,0.11904014807633
206,1840206,Castro Verde,0.276,0,0.02126241878013,0.0006503,0.218603856633829
207,1840207,Cuba,0.458,0,0.13061364313375,0,0.622605749180816
208,1840208,Ferreira do Alentejo,0.675,0.00363940560232161,0.0407199456644782,0,0.163361392965196
209,1840209,Mértola,0.206,0,0.0213637544054906,0,0.116091015890682
210,1840210,Moura,0.392,0,0.0247534650886889,0,0.214680112271767
212,1840212,Ourique,0.264,0.000506065239551478,0.0374937447873228,0,0.240584514873506
213,1840213,Serpa,0.509,0,0.0253108703417074,0,0.165480890582212
214,1840214,Vidigueira,0.465,0,0.0231023555508609,7.1e-06,0.144162529488398
1403,1851403,Almeirim,0.938,0.00770555073720729,0.0627471812662619,0.0010635,0.0850943191673894
1404,1851404,Alpiarça,1.035,0,0.0485520736373979,0.0010131,0.096339849001965
1103,1851103,Azambuja,1.288,0,0.29639183457052,0.0011771,0.191263697419583
1405,1851405,Benavente,0.678,0,0.0762187738627686,0.0012678,0.289493563870405
1406,1851406,Cartaxo,0.972,0.00715789473684211,0.412302167182663,0.0010131,0.292323219814242
1407,1851407,Chamusca,0.48,0.0546697288748306,0.0809037505648441,0.0011182,0.196645277903299
1409,1851409,Coruche,0.247,0,0.0693359421321001,0.0010655,0.214497954464603
1412,1851412,Golegã,2.215,0,0.019833452722063,0.0011493,0.0438001432664756
1414,1851414,Rio Maior,0.133,0,1.42847019698133,0.0010131,0.279018930672806
1415,1851415,Salvaterra de Magos,1.146,0,0.0964673291706974,0.0010158,0.216409286782165
1416,1851416,Santarém,0.94,0,0.423598070323124,0.0018188,0.23001748364955
801,1500801,Albufeira,1.078,0,0.0265415802376014,0.0194212,0.0664812370356402
802,1500802,Alcoutim,0.644,0,0.0289676524953789,0,0.0956608133086876
803,1500803,Aljezur,0.624,0,0.0716179227596551,0.0007271,0.503708286464192
804,1500804,Castro Marim,0.771,0,0.0304459082847733,0,0.113526729161388
805,1500805,Faro,1.32,0,0.0718407860437137,0,0.0378804892721075
806,1500806,Lagoa,0.468,0,0.133852013057671,0.0047499,0.115108813928183
807,1500807,Lagos,0.858,0,0.0948254207485556,0.0065006,0.495847776940467
808,1500808,Loulé,1.014,0,0.0504388882290058,0.0063452,0.072128518826464
809,1500809,Monchique,0.155,0,0.513332215890044,0,0.425715722427087
810,1500810,Olhão,1.259,0,0.0351962786476061,0.0023031,0.0514340821420467
811,1500811,Portimão,0.998,0,0.0889424983476537,0,0.217752808988764
812,1500812,São Brás de Alportel,0.804,0.00200401713979646,0.0429405463310123,0,0.0838832351365828
813,1500813,Silves,1.055,0,0.0622861516871851,0.0008727,0.104769407412132
814,1500814,Tavira,0.882,0,0.0392357259380098,0.0023966,0.0573450244698206
815,1500815,Vila do Bispo,0.45,0,0.0470450097847358,0.0004057,0.456046966731898
816,1500816,Vila Real de Santo António,0.729,0,0.0410957004160888,0,0.0757836338418863
