Muni_ID,ID,Muni,fertiliser,m_app99_nha,sludge,graz_tot
1820,1171820,Tarouca,1.516065664,0.657150046,0.002,0.233229643183898
409,1170409,Torre de Moncorvo,0.31767776,0.033874068,0.001,0.0799650512581547
410,1170410,Vila Flor,1.071067919,0.036360603,0,0.06372234935164
914,1170914,Vila Nova de Foz Côa,0.390713219,0.016335248,0,0.0373025843503231
1714,1171714,Vila Real,0.282752169,0.182191472,0.003,0.355827999639412
401,1180401,Alfândega da Fé,0.345241605,0.051195356,0,0.0773642914331465
1702,1181702,Boticas,0.01701387,0.130968181,0,0.420918321095096
402,1180402,Bragança,0.000764267,0.074889206,0,0.185215590412168
1703,1181703,Chaves,0.143763502,0.215314976,0.001,0.152937995124924
405,1180405,Macedo de Cavaleiros,0.026258093,0.06860412,0,0.142977406761359
406,1180406,Miranda do Douro,0.016746463,0.130741465,0,0.228929253411578
407,1180407,Mirandela,0.121472751,0.07026826,0.001,0.082075255740754
408,1180408,Mogadouro,0.005520524,0.172043658,0,0.12989665686301
1706,1181706,Montalegre,0.043505105,0.10460383,0,0.437026469477293
1707,1181707,Murça,0.809814871,0.08746983,0,0.167668234812845
1712,1181712,Valpaços,1.536078704,0.092955231,0,0.127990534712416
1713,1181713,Vila Pouca de Aguiar,0.085578537,0.319681603,0,0.339177175565692
411,1180411,Vimioso,0.096750021,0.064781753,0,0.224555698866336
412,1180412,Vinhais,0.683144386,0.083045496,0,0.217342908438061
101,1610101,Águeda,0.0081,1.182676491,0,0.835294722412611
102,1610102,Albergaria-a-Velha,0.488937396,1.496990366,0,1.02936416184971
103,1610103,Anadia,0.026114929,0.467601784,0,0.208076773943389
105,1610105,Aveiro,0.231765472,0.58254652,0.022,0.802456926257753
108,1610108,Estarreja,2.303234403,1.726800874,0,1.72318039950062
110,1610110,Ílhavo,0.073928126,1.720021459,0.052,0.723100858369099
111,1610111,Mealhada,0.100165526,1.284593968,0,0.223623356535189
112,1610112,Murtosa,0.086426556,1.544442368,0,1.43441121495327
114,1610114,Oliveira do Bairro,0.534801252,0.503247277,0,0.462202501008471
115,1610115,Ovar,0.103953081,2.703257895,0,2.21848421052632
117,1610117,Sever do Vouga,0.006003922,2.78189693,0,0.933782894736842
118,1610118,Vagos,0.426767349,1.538215201,0,1.15502134927412
602,1620602,Cantanhede,0.154796419,0.911156664,0,0.779005198487713
603,1620603,Coimbra,1.080939465,0.253485829,0.004128726,0.149870609981516
604,1620604,Condeixa-a-Nova,0.774920057,0.242321855,0.000454114,0.270705762018411
605,1620605,Figueira da Foz,0.112377072,0.799177598,0.005,0.703478260869565
608,1620608,Mira,0.111853196,1.503542373,0,1.12953107344633
610,1620610,Montemor-o-Velho,0.249184003,0.765943127,0,0.838906455862978
613,1620613,Penacova,0.226650015,0.416709629,0.00032847,0.302016679302502
615,1620615,Soure,0.864382443,0.203471837,0,0.241338873499538
1004,1631004,Batalha,0.444645294,1.484189316,0,0.330028116213683
1009,1631009,Leiria,0.049284937,2.370401534,0.009,0.558614407287547
1010,1631010,Marinha Grande,0.062005665,2.486515679,0,0.591393728222997
1015,1631015,Pombal,0.060091903,1.102448149,0.003,0.540761354686269
1016,1631016,Porto de Mós,0.255376727,0.824311866,0,0.580990181394575
1002,1641002,Alvaiázere,1.042466003,0.428339921,0,0.255583003952569
1003,1641003,Ansião,0.001830826,0.551364198,0,0.269975308641975
601,1640601,Arganil,0.066196335,0.29987734,0,0.247127178825048
1007,1641007,Castanheira de Pêra,10.45662791,0.268372093,0,0.236627906976744
1008,1641008,Figueiró dos Vinhos,0.254261092,0.545855457,0,0.212448377581121
606,1640606,Góis,11.08870134,0.564060823,0,0.252880143112701
607,1640607,Lousã,0.937292913,0.483442907,0.001,0.221885813148789
609,1640609,Miranda do Corvo,0.377009663,0.32838191,0,0.215437185929648
611,1640611,Oliveira do Hospital,0.567223081,0.303285578,0.001,0.201547277936963
612,1640612,Pampilhosa da Serra,8.618130047,0.220901857,0,0.183076923076923
1013,1641013,Pedrógão Grande,3.798393793,0.261693811,0,0.21314332247557
614,1640614,Penela,2.051768432,0.189586636,0,0.194496036240091
616,1640616,Tábua,5.977223435,0.328769505,0,0.299295586268391
617,1640617,Vila Nova de Poiares,10.69566312,0.294688797,0,0.14155601659751
901,1650901,Aguiar da Beira,0.163602153,0.47196511,0,0.337373011800924
1802,1651802,Carregal do Sal,0.448333227,0.705556818,0,0.220642045454545
1803,1651803,Castro Daire,0.308285599,0.604306931,0,0.68523402340234
1806,1651806,Mangualde,0.07607039,0.319484927,0,0.209556797764025
1808,1651808,Mortágua,2.679908994,2.451349454,0,0.555382215288612
1809,1651809,Nelas,4.474495442,0.252191347,0,0.155969046781569
1810,1651810,Oliveira de Frades,8.81261e-05,3.936859903,0,0.978835212023618
1811,1651811,Penalva do Castelo,0.178329807,0.169367125,0,0.196093928980527
1814,1651814,Santa Comba Dão,5.426473874,2.436973008,0,0.358174807197944
1816,1651816,São Pedro do Sul,2.09083116,1.062199702,0.002,0.960956780923994
1817,1651817,Sátão,0.917452723,0.898509154,0,0.3262452775356
1821,1651821,Tondela,1.644245384,1.380341939,0,0.372754316977261
1822,1651822,Vila Nova de Paiva,2.289456339,0.86415611,0,0.410543522680834
1823,1651823,Viseu,1.066325841,0.593736952,0,0.267994596586025
1824,1651824,Vouzela,0.50887211,1.881364706,0,0.881364705882353
1413,1661413,Mação,0.088600062,0.274159091,0,0.176441558441558
506,1660506,Oleiros,5.265082873,0.164088398,0,0.1381136543015
508,1660508,Proença-a-Nova,0.236435557,0.173386157,0,0.183959450011652
509,1660509,Sertã,2.340872666,0.478906335,0,0.25131835408771
510,1660510,Vila de Rei,12.66834342,0.408653555,0,0.154478063540091
905,1670905,Fornos de Algodres,0.001668869,0.119850511,0,0.192063991607658
906,1670906,Gouveia,0.205189303,0.095668911,0,0.13575530428154
912,1670912,Seia,1.225811775,0.162159655,0,0.173671282989287
902,1680902,Almeida,0.198294568,0.110521511,0,0.192347619632404
903,1680903,Celorico da Beira,0.33969073,0.066277188,0,0.159267443883765
904,1680904,Figueira de Castelo Rodrigo,0.052618126,0.041825897,0,0.106444664098981
907,1680907,Guarda,0.004599355,0.168114045,0.001,0.195747858209542
908,1680908,Manteigas,1.366831375,0.087307352,0,0.12036315323295
909,1680909,Mêda,0.000881147,0,0,0.0925117207848585
910,1680910,Pinhel,0.000547776,0.092729084,0,0.130867778884462
911,1680911,Sabugal,0.234346827,0.13570461,0,0.259272753612691
913,1680913,Trancoso,0.945968346,0.157484021,0,0.190549665388375
502,1690502,Castelo Branco,0.006756694,0.061080181,0,0.14065597590148
505,1690505,Idanha-a-Nova,0.003016517,0.029497565,0,0.141687743726454
507,1690507,Penamacor,0.127003115,0.073774862,0,0.178697047944728
511,1690511,Vila Velha de Ródão,0.080686241,0.099717131,0,0.110402390438247
501,16A0501,Belmonte,0.548596188,0.122372274,0,0.175418285031371
503,16A0503,Covilhã,0.67326563,0.201893318,0,0.206318904656636
504,16A0504,Fundão,0.272505146,0.124367563,0,0.170152049360952
1001,16B1001,Alcobaça,0.332386704,1.277079055,0.001,0.334640614096301
1101,16B1101,Alenquer,0.074167477,0.505524112,0.000363844,0.139486019181413
1102,16B1102,Arruda dos Vinhos,0.267385507,0.232477805,0.000163118,0.173981705676621
1005,16B1005,Bombarral,0.221720191,0.320984916,0.000246484,0.0581614906832298
1104,16B1104,Cadaval,0.089168238,0.462428484,0.000242055,0.179873884958474
1006,16B1006,Caldas da Rainha,0.069582206,1.228022976,0.0020277,0.262455249799626
1108,16B1108,Lourinhã,0.237643846,0.996277572,0.00047535,0.232759282093438
1011,16B1011,Nazaré,1.192339374,0.852065514,0.005,0.484858962693358
1012,16B1012,Óbidos,0.447369411,0.33695213,0.014768822,0.0826174791392183
1014,16B1014,Peniche,0.728978092,0.730092563,0.000310303,0.153281200127673
1112,16B1112,Sobral de Monte Agraço,0.350210945,0.473229905,0.000231721,0.429276004728132
1113,16B1113,Torres Vedras,0.905955857,0.420497643,0.000354497,0.248115639357957
1401,16C1401,Abrantes,0.106232439,0.035708339,0.000529328,0.124734853336749
1402,16C1402,Alcanena,0.404120567,0.225897833,0.001,0.3959391124871
1408,16C1408,Constância,4.898851488,0.165780952,0.000223588,0.118409523809524
1410,16C1410,Entroncamento,26.43836908,0.062954545,0.000373586,0.0635795454545455
1411,16C1411,Ferreira do Zêzere,0.043611445,1.000865114,0.001,0.132114154082416
1421,16C1421,Ourém,0.308241611,1.046929811,0.009,0.216336968207649
1417,16C1417,Sardoal,3.725325025,0.115077605,0.001,0.0615373244641537
1418,16C1418,Tomar,1.60349039,0.47784413,0.001070609,0.209650809716599
1419,16C1419,Torres Novas,0.062739508,0.164514846,0.000285206,0.151180865515234
1420,16C1420,Vila Nova da Barquinha,6.715146149,0.336936416,0.000323984,0.0695953757225434
1115,1711115,Amadora,0,0.0421843,0,0.239829351535836
1105,1711105,Cascais,0.912346962,0.857958801,0.000702659,0.217827715355805
1106,1711106,Lisboa,0,,0,
1107,1711107,Loures,0.206722803,0.212165175,0.015897504,0.312288464786354
1109,1711109,Mafra,0.25250595,0.480084813,0.006,0.538744761524646
1116,1711116,Odivelas,1.29105474,0.894835526,0.000263918,1.41203947368421
1110,1711110,Oeiras,1.256141995,0.02681606,0.002358958,0.0580578898225957
1111,1711111,Sintra,2.367352594,0.261634196,0.001,0.282053319661625
1114,1711114,Vila Franca de Xira,0.353834228,0.139056122,0.00240709,0.287122448979592
1502,1721502,Alcochete,0.266250192,0.317594558,0.000429725,0.336193197278912
1503,1721503,Almada,2.882772722,0.223847584,0.158475984,0.443847583643123
1504,1721504,Barreiro,7.16680614,0.514356846,0.000598724,0.553070539419087
1506,1721506,Moita,0.126228629,1.854324884,0.00047579,2.02131401965856
1507,1721507,Montijo,0.129365928,0.34463021,0.000546527,0.23558841243074
1508,1721508,Palmela,0.102684101,0.346669528,0.000431082,0.259870832081706
1510,1721510,Seixal,5.184857183,0.67995996,0.001884489,0.223483483483483
1511,1721511,Sesimbra,1.508604563,0.116451613,0.025133341,0.286674347158218
1512,1721512,Setúbal,1.250648192,0.130805283,0.000456357,0.219408922531809
1501,1811501,Alcácer do Sal,0.049856009,0.025056448,0,0.259969592091732
1505,1811505,Grândola,0.078043493,0.069194406,0,0.159258221599626
211,1810211,Odemira,0.059301226,0.051036451,0,0.298097717775635
1509,1811509,Santiago do Cacém,0.104488241,0.112592129,0,0.24655198215699
1513,1811513,Sines,1.247037551,0.076770649,0.000679856,0.309620701878766
1201,1821201,Alter do Chão,0.024507681,0.036821486,0,0.349565495422725
1202,1821202,Arronches,0.06732617,0.045679841,0,0.435330383030673
1203,1821203,Avis,0.064097503,0.028941401,0,0.191289600226287
1204,1821204,Campo Maior,0.063203569,0.018650828,0,0.183085787451985
1205,1821205,Castelo de Vide,0.020886926,0.023595809,0,0.279221262009366
1206,1821206,Crato,0.268840222,0.039071473,0,0.394916255016981
1207,1821207,Elvas,0.032869016,0.044139965,0,0.338055700518387
1208,1821208,Fronteira,0.131961084,0.069260029,0,0.240327003034049
1209,1821209,Gavião,0.118012632,0.046377196,0,0.0978194918467956
1210,1821210,Marvão,0.173233281,0.051980122,0,0.262605122324159
1211,1821211,Monforte,0.035303625,0,0,0.406925461723946
707,1820707,Mora,0.084535506,0.030667029,0,0.195973346025702
1212,1821212,Nisa,0.280056068,0.039397383,0,0.222909197422378
1213,1821213,Ponte de Sor,0.110451504,0.034293277,0,0.120701412227698
1214,1821214,Portalegre,0.002744589,0.080900431,0.000187211,0.353706478624945
701,1830701,Alandroal,0.036673361,0.048366249,0,0.256515728358635
702,1830702,Arraiolos,0.082149852,0.061079696,0,0.339279290782729
703,1830703,Borba,0.085191548,0.103403407,0,0.262313640207805
704,1830704,Estremoz,0.032422399,0.067206513,0,0.244747159022074
705,1830705,Évora,0.023533562,0.029797815,0,0.293451021496479
706,1830706,Montemor-o-Novo,0.02556828,0.088150365,0,0.398208121265767
708,1830708,Mourão,0.055795806,0.022353005,0,0.312438873526415
709,1830709,Portel,0.017312166,0.026830436,0.001683898,0.207477533153084
710,1830710,Redondo,0.139029291,0.084299726,0,0.266303751143641
711,1830711,Reguengos de Monsaraz,0.120486114,0.035087384,0,0.201807677191144
1215,1831215,Sousel,0.174801841,0.068990688,0,0.192271782507483
712,1830712,Vendas Novas,0.310860243,0.051586144,0,0.240888787602552
713,1830713,Viana do Alentejo,0.123973814,0.074486572,0,0.388659820958399
714,1830714,Vila Viçosa,0.08175358,0.024815182,0,0.409290450422986
201,1840201,Aljustrel,0.073258872,0.024370353,0,0.193743900258041
202,1840202,Almodôvar,0.013170127,0.034652139,0,0.163545694664554
203,1840203,Alvito,0.023183704,0.024848543,0,0.292861351264809
204,1840204,Barrancos,0.084745877,0.033673073,0,0.301367595191823
205,1840205,Beja,0.053400198,0.020832268,0,0.11904014807633
206,1840206,Castro Verde,0.026081666,0.021262419,0.000270438,0.218603856633829
207,1840207,Cuba,0.139415401,0.130613643,0,0.622605749180816
208,1840208,Ferreira do Alentejo,0.057473647,0.040719946,0,0.163361392965196
209,1840209,Mértola,0.001409731,0.021363754,0,0.116091015890682
210,1840210,Moura,0.009254775,0.024753465,0,0.214680112271767
212,1840212,Ourique,0.046981455,0.037493745,0,0.240584514873506
213,1840213,Serpa,0.10102543,0.02531087,0,0.165480890582212
214,1840214,Vidigueira,0.192453207,0.023102356,0,0.144162529488398
1403,1851403,Almeirim,0.256890153,0.062747181,0.000319061,0.0850943191673894
1404,1851404,Alpiarça,0.106840859,0.048552074,0.000511565,0.096339849001965
1103,1851103,Azambuja,0.277109052,0.296391835,0.000360702,0.191263697419583
1405,1851405,Benavente,0.075767788,0.076218774,0.000662521,0.289493563870405
1406,1851406,Cartaxo,0.30610993,0.412302167,0.000342065,0.292323219814242
1407,1851407,Chamusca,0.07680809,0.080903751,0.000507953,0.196645277903299
1409,1851409,Coruche,0.056308409,0.069335942,0.000471295,0.214497954464603
1412,1851412,Golegã,0.108007617,0.019833453,0.000628612,0.0438001432664756
1414,1851414,Rio Maior,0.407197792,1.428470197,0.001,0.279018930672806
1415,1851415,Salvaterra de Magos,1.088729043,0.096467329,0.000662747,0.216409286782165
1416,1851416,Santarém,0.1206413,0.42359807,0.0006366,0.23001748364955
801,1500801,Albufeira,0.088725328,0.02654158,0.005816563,0.0664812370356402
802,1500802,Alcoutim,0.034900522,0.028967652,0,0.0956608133086876
803,1500803,Aljezur,0.14581521,0.071617923,0.000369091,0.503708286464192
804,1500804,Castro Marim,0.017007342,0.030445908,0,0.113526729161388
805,1500805,Faro,0.234017405,0.071840786,0,0.0378804892721075
806,1500806,Lagoa,0.240612508,0.133852013,0.001971912,0.115108813928183
807,1500807,Lagos,0.101766231,0.094825421,0.002248219,0.495847776940467
808,1500808,Loulé,0.010301865,0.050438888,0.00150678,0.072128518826464
809,1500809,Monchique,0.605223372,0.513332216,0,0.425715722427087
810,1500810,Olhão,0.323766879,0.035196279,0.000730968,0.0514340821420467
811,1500811,Portimão,1.007455915,0.088942498,0,0.217752808988764
812,1500812,São Brás de Alportel,0.568681577,0.042940546,0,0.0838832351365828
813,1500813,Silves,0.368055167,0.062286152,0.000410622,0.104769407412132
814,1500814,Tavira,0.223820414,0.039235726,0.000630038,0.0573450244698206
815,1500815,Vila do Bispo,1.184359141,0.04704501,0,0.456046966731898
816,1500816,Vila Real de Santo António,2.225790808,0.0410957,0,0.0757836338418863
