Muni_ID,ID,Muni,fertiliser,irrig_nha,m_app99_nha,sludge,graz_tot,storage09_nha,total_sum
1601,1111601,Arcos de Valdevez,0.059,0.00485049788938197,0.0724824115163979,0,0.513040913518779,0.063457429,0.712831251924559
1602,1111602,Caminha,0,0,0.248192588092345,0.02946738858,0.146029769137303,0.281525993,0.705215738809648
1603,1111603,Melgaço,0.002,0,0.0271777356103732,0.00145516849,0.104424414927261,0.024545251,0.159602570027634
1604,1111604,Monção,0.149,0.020797500367593,0.128534039111895,0.00705674705,0.456681370386708,0.120098571,0.882168227916196
1605,1111605,Paredes de Coura,0.093,0,0.366847303114713,0.00647947765,0.724553051405419,0.327043511,1.51792334317013
1606,1111606,Ponte da Barca,0.006,0,0.303159268929504,0.00799871082,0.598062663185379,0.360956329,1.27617697193488
1607,1111607,Ponte de Lima,0.577,0.0156965844831486,0.513262836462339,0.0053019704,0.479457136394481,0.424212306,2.01493083373997
1608,1111608,Valença,0.338,0,0.224809713664371,0.01604265379,0.355777455599855,0.156906357,1.09153618005423
1609,1111609,Viana do Castelo,0.437,0.058526820302559,0.442105188745935,0.03373110733,0.398351477449456,0.232323872,1.60203846582795
1610,1111610,Vila Nova de Cerveira,0.354,0.0227252002913329,0.335338674435543,0.05993956775,0.315098324836125,0.192299076,1.279400843313
301,1120301,Amares,0.027,0,1.18849585062241,0,0.709170124481328,0.546621638,2.47128761310374
302,1120302,Barcelos,1.45,0.18227016841147,2.53246973145198,0.03802720269,1.11710241238052,1.120791967,6.44066148193397
303,1120303,Braga,1.494,0.0340149362970995,0.946126321496341,0.06905202969,1.15339116291678,0.587506746,4.28409119640022
306,1120306,Esposende,1.495,0.416959639126306,1.84055555555556,0.06208285728,0.680830959164293,0.917395722,5.41282473312616
310,1120310,Terras de Bouro,0.029,0,0.0925493663424698,0.00122560283,0.267412319481285,0.111416202,0.501603490653755
313,1120313,Vila Verde,0.879,0,0.509445532915361,0.00121919025,0.874943181818182,0.402618576,2.66722648098354
307,1130307,Fafe,0.068,0,1.01119338842975,0.01663487055,0.908234710743802,1.301204379,3.30526734872355
308,1130308,Guimarães,1.133,0,0.852664029781294,0.1053588402,0.764306654257794,0.432494232,3.28782375623909
309,1130309,Póvoa de Lanhoso,0.981,0,0.457742252828333,0.00185418037,0.97638465322184,0.344435676,2.76141676242017
1314,1131314,Santo Tirso,0.922,0,0.897727690892364,0.4290928349,0.544811407543698,0.4343299,3.22796183333606
1318,1131318,Trofa,1.162,0,2.85093691442848,0,0.959662710805746,1.063324149,6.03592377423423
311,1130311,Vieira do Minho,0.13,0,0.11500844880027,0.00012132634,0.572625887124028,0.100335497,0.918091159264298
312,1130312,Vila Nova de Famalicão,1.22,0,1.9600976159189,0.2195789271,0.873660596958889,0.878696038,5.15203317797779
314,1130314,Vizela,1.538,0,0.401182033096927,0,0.389787234042553,0.240629089,2.56959835613948
107,1140107,Espinho,0.109,0,2.38485714285714,1.633026621,0.987857142857143,1.043012135,6.15775304171428
1304,1141304,Gondomar,0.886,0,0.380420445177247,0.1468194799,0.412926628194559,0.299303216,2.12546976927181
1306,1141306,Maia,1.356,0,1.88647469458988,0.2188838816,0.921785922047702,0.782170314,5.16531481223758
1308,1141308,Matosinhos,1.485,0,2.22477768090671,0.1658088116,0.90694856146469,0.896816748,5.6793518019714
1312,1141312,Porto,1.356,0,0.228292682926829,0,0.544634146341463,0.138553755,2.26748058426829
1313,1141313,Póvoa de Varzim,1.244,2.06985745640409,3.30111244738425,0,0.993752254960914,1.339195581,8.94791773974925
1315,1141315,Valongo,0.06,0,5.9958295281583,0.9537640333,0.756560121765601,7.732265669,15.4984193522239
1316,1141316,Vila do Conde,1.402,0,3.59097965211684,0.00041730705,1.13912865113226,1.384263761,7.5167893712991
1317,1141317,Vila Nova de Gaia,0.325,0,0.362142099681866,1.28285593,0.40135737009544,0.259711599,2.63106699877731
1301,1151301,Amarante,0.534,0,0.109822816643804,0.00672552318,0.145764746227709,0.095467221,0.891780307051513
1302,1151302,Baião,0.353,0,0.110342268041237,0,0.212327835051546,0.108773486,0.784443589092783
304,1150304,Cabeceiras de Basto,0.212,0,0.199339049660593,0,0.643658449446231,0.190813795,1.24581129410682
106,1150106,Castelo de Paiva,1.094,0.0174069093610698,0.297778603268945,0,0.487481426448737,0.27688748,2.17355441907875
305,1150305,Celorico de Basto,1.023,0,0.299675023212628,0.00462968944,0.65445063447849,0.21078806,2.19254340713112
1804,1151804,Cinfães,0.463,0,0.126653198653199,0,0.650406285072952,0.113317403,1.35337688672615
1303,1151303,Felgueiras,0.746,0,0.626798215511325,0.01088266175,0.455566231983528,0.404987837,2.24423494624485
1305,1151305,Lousada,1.381,0,0.39570652173913,0.00607846481,0.427470735785953,0.242530347,2.45278606933508
1307,1151307,Marco de Canaveses,0.727,0,0.140740279937792,0.03349965517,0.297222395023328,0.123168274,1.32163060413112
1705,1151705,Mondim de Basto,0.255,0,0.0623446856287425,0,0.290058008982036,0.05787183,0.665274524610779
1309,1151309,Paços de Ferreira,1.23,0,0.864936831875607,0.101177206,0.730242954324587,0.463690997,3.39004798920019
1310,1151310,Paredes,1.148,0,0.48134335839599,0,0.50003007518797,0.362980425,2.49235385858396
1311,1151311,Penafiel,1.018,0,0.363685653365824,0.0445427286,0.303362777947,0.23607915,1.96567030991282
1813,1151813,Resende,0.339,0,0.0958966832990901,0.00310533216,0.195148224244203,0.087007036,0.720157275703293
1709,1151709,Ribeira de Pena,0.224,0,0.0943680981595092,3.605545e-05,0.396718473074301,0.072718026,0.78784065268381
104,1160104,Arouca,0.537,0,0.561584025129011,0,0.685351133049136,0.267226112,2.05116127017815
113,1160113,Oliveira de Azeméis,1.177,0,2.69827199001871,0.01740078832,0.978259513412352,1.123941274,5.99487356575106
109,1160109,Santa Maria da Feira,1.517,0,1.12085483870968,0.00016888659,0.688427419354839,0.638206363,3.96465750765452
116,1160116,São João da Madeira,0,,,0,,0,
119,1160119,Vale de Cambra,0.367,0,0.464647435897436,0,0.508434829059829,0.237787674,1.57786993895727
1701,1171701,Alijó,0.168,0,0.0300069541029207,0.00095992547,0.0528430690774223,0.0269479,0.278757848650343
1801,1171801,Armamar,0.231,0,0.0201696782723667,0.00184591778,0.0120581754076686,0.020792761,0.285866532460035
403,1170403,Carrazeda de Ansiães,0.243,0,0.0410669610007358,0.0001056673,0.0713436350257542,0.030664615,0.38618087832649
404,1170404,Freixo de Espada à Cinta,0.235,0,0.0202822973160896,0,0.0578389653733834,0.01207486,0.325196122689473
1805,1171805,Lamego,0.15,0,0.0376663577386469,0.00529578976,0.0631306765523633,0.03642558,0.29251840405101
1704,1171704,Mesão Frio,0.005,0,0.00523277467411546,0,0.00135009310986965,0.015534502,0.0271173697839851
1807,1171807,Moimenta da Beira,0.07,0,0.405039034776437,0.00716537133,0.191260941566123,0.223638082,0.89710342967256
1812,1171812,Penedono,0.626,0,0.104165461382702,0,0.0937431298814001,0.048370525,0.872279116264102
1708,1171708,Peso da Régua,0.147,0,0.0140481296163927,0.01599225807,0.0112532761496307,0.020368374,0.208662037836023
1710,1171710,Sabrosa,0.003,0,0.335502655911863,0.00081269854,0.0500944324217982,0.457707743,0.847117529873661
1711,1171711,Santa Marta de Penaguião,0.153,0,0.012713567839196,0,0.0097822445561139,0.016995713,0.19249152539531
1815,1171815,São João da Pesqueira,0.255,0,0.00861045402518123,0.00112965697,0.0169523082792827,0.006594817,0.288287236274464
1818,1171818,Sernancelhe,0.22,0,0.263330707110498,0,0.101869214102817,0.222520177,0.807720098213315
1819,1171819,Tabuaço,0.309,0.00212520782396088,0.0243007334963325,0.00151472454,0.0331638141809291,0.022821057,0.392925537041223
1820,1171820,Tarouca,0.002,0,0.46154009559214,0.01042251029,0.179649495485927,0.481106886,1.13471898736807
409,1170409,Torre de Moncorvo,0.164,0,0.0748623532699832,0.00409290037,0.0688010061486864,0.088449558,0.40020581778867
410,1170410,Vila Flor,0.327,0,0.0245721376928887,0,0.0607467357289306,0.016045124,0.428363997421819
914,1170914,Vila Nova de Foz Côa,0.212,0,0.00869465889396565,0,0.031414841657476,0.004477178,0.256586678551442
1714,1171714,Vila Real,0.018,0,0.186791792738275,0.01330290509,0.257983169440242,0.18813222,0.664210087268517
401,1180401,Alfândega da Fé,0.331,0.00144269194796361,0.0242708953320296,0,0.0727514667120143,0.015719058,0.445184111992008
1702,1181702,Boticas,0.066,0.0101211309308876,0.112092149924171,0,0.280447750415252,0.123068487,0.591729518270311
402,1180402,Bragança,0.375,0.0236254836113347,0.0524395659293386,0.0015091792,0.177273181427104,0.035721337,0.665568747167777
1703,1181703,Chaves,0.242,0,0.303989733059548,0.00361529465,0.195550821355236,0.274204351,1.01936020006478
405,1180405,Macedo de Cavaleiros,0.323,0,0.100316470210522,0.00164109506,0.162110260055956,0.099676904,0.686744729326478
406,1180406,Miranda do Douro,0.116,0,0.0836629532847385,0,0.271610965937744,0.04804427,0.519318189222483
407,1180407,Mirandela,0.277,0.00133704195860514,0.0961286945316904,0.00369596195,0.0682588386888943,0.109051539,0.55547207612919
