"Muni_ID","ID","Muni","Does","Other_caprine"
1823,"1651823","Viseu",16.95,15.65
1824,"1651824","Vouzela",0.94,20.39
1413,"1661413","Mação",56.7,12.41
506,"1660506","Oleiros",98.74,15.34
508,"1660508","Proença-a-Nova",243.01,39.12
509,"1660509","Sertã",164.36,36.72
510,"1660510","Vila de Rei",19.98,1.77
905,"1670905","Fornos de Algodres",21.59,5.58
906,"1670906","Gouveia",67.81,24.1
912,"1670912","Seia",74.02,12.36
902,"1680902","Almeida",8.35,2.14
903,"1680903","Celorico da Beira",43.14,8.35
904,"1680904","Figueira de Castelo Rodrigo",10.85,1.51
907,"1680907","Guarda",168.53,39.38
908,"1680908","Manteigas",13.09,1.56
909,"1680909","Mêda",15.91,3.76
910,"1680910","Pinhel",58.84,8.19
911,"1680911","Sabugal",42.35,22.69
913,"1680913","Trancoso",47.99,6.1
502,"1690502","Castelo Branco",287.4,56.38
505,"1690505","Idanha-a-Nova",121.12,20.92
507,"1690507","Penamacor",102.91,21.91
511,"1690511","Vila Velha de Ródão",59.31,12.1
501,"16A0501","Belmonte",21.18,3.13
503,"16A0503","Covilhã",158.25,15.7
504,"16A0504","Fundão",232.79,41.57
1001,"16B1001","Alcobaça",13.98,9.86
1101,"16B1101","Alenquer",41.57,8.29
1102,"16B1102","Arruda dos Vinhos",6.21,3.08
1005,"16B1005","Bombarral",0,0.37
1104,"16B1104","Cadaval",54.14,5.42
1006,"16B1006","Caldas da Rainha",21.7,17.73
1108,"16B1108","Lourinhã",103.59,7.25
1011,"16B1011","Nazaré",2.09,0.47
1012,"16B1012","Óbidos",24.52,6.89
1014,"16B1014","Peniche",61.55,5.89
1112,"16B1112","Sobral de Monte Agraço",0.21,1.04
1113,"16B1113","Torres Vedras",106.98,7.3
1401,"16C1401","Abrantes",41.05,18.31
1402,"16C1402","Alcanena",68.54,3.76
1408,"16C1408","Constância",0,0.26
1410,"16C1410","Entroncamento",0,0.16
1411,"16C1411","Ferreira do Zêzere",43.14,8.4
1421,"16C1421","Ourém",56.85,22.17
1417,"16C1417","Sardoal",0.68,2.97
1418,"16C1418","Tomar",40.74,10.95
1419,"16C1419","Torres Novas",48.87,15.86
1420,"16C1420","Vila Nova da Barquinha",2.66,0.68
1115,"1711115","Amadora",0,0.21
1105,"1711105","Cascais",0.89,3.23
1106,"1711106","Lisboa",0,0.42
1107,"1711107","Loures",27.59,6.42
1109,"1711109","Mafra",20.19,12.36
1116,"1711116","Odivelas",0.52,0.31
1110,"1711110","Oeiras",0,0
1111,"1711111","Sintra",11.01,5.06
1114,"1711114","Vila Franca de Xira",1.83,5.74
1502,"1721502","Alcochete",0,0.21
1503,"1721503","Almada",4.9,1.51
1504,"1721504","Barreiro",0,1.51
1506,"1721506","Moita",10.59,2.5
1507,"1721507","Montijo",1.67,1.67
1508,"1721508","Palmela",41.21,10.07
1510,"1721510","Seixal",7.15,1.88
1511,"1721511","Sesimbra",3.6,2.56
1512,"1721512","Setúbal",27.38,5.11
1501,"1811501","Alcácer do Sal",0.1,4.69
1505,"1811505","Grândola",3.03,10.85
211,"1810211","Odemira",38.55,63.27
1509,"1811509","Santiago do Cacém",3.39,20.55
1513,"1811513","Sines",0,11.27
1201,"1821201","Alter do Chão",12.88,5.48
1202,"1821202","Arronches",6.05,2.92
1203,"1821203","Avis",12,4.69
1204,"1821204","Campo Maior",0,0.42
1205,"1821205","Castelo de Vide",8.61,6.52
1206,"1821206","Crato",46.89,7.41
1207,"1821207","Elvas",0.16,3.6
1208,"1821208","Fronteira",3.13,6.1
1209,"1821209","Gavião",21.7,10.9
1210,"1821210","Marvão",6.36,12.15
1211,"1821211","Monforte",12,2.35
707,"1820707","Mora",0,2.09
1212,"1821212","Nisa",41.73,17.58
1213,"1821213","Ponte de Sor",42.04,21.23
1214,"1821214","Portalegre",58.11,39.22
701,"1830701","Alandroal",211.61,37.87
702,"1830702","Arraiolos",58.68,17.16
703,"1830703","Borba",0,1.72
704,"1830704","Estremoz",19.09,9.44
705,"1830705","Évora",9.7,10.8
706,"1830706","Montemor-o-Novo",4.54,8.82
708,"1830708","Mourão",69.06,5.27
709,"1830709","Portel",30.57,38.91
710,"1830710","Redondo",16.01,8.87
711,"1830711","Reguengos de Monsaraz",62.9,16.12
1215,"1831215","Sousel",0,0.63
712,"1830712","Vendas Novas",0,1.56
713,"1830713","Viana do Alentejo",112.09,25.87
714,"1830714","Vila Viçosa",61.65,11.68
201,"1840201","Aljustrel",20.92,13.3
202,"1840202","Almodôvar",35.31,20.13
203,"1840203","Alvito",0,1.67
204,"1840204","Barrancos",0.52,2.03
205,"1840205","Beja",103.69,44.44
206,"1840206","Castro Verde",11.84,5.53
207,"1840207","Cuba",40.95,15.86
208,"1840208","Ferreira do Alentejo",0.57,3.7
209,"1840209","Mértola",264.97,44.81
210,"1840210","Moura",201.29,36.51
212,"1840212","Ourique",25.56,29.21
213,"1840213","Serpa",116.73,27.96
214,"1840214","Vidigueira",57.22,10.54
1403,"1851403","Almeirim",0.99,0.63
1404,"1851404","Alpiarça",0,10.69
1103,"1851103","Azambuja",38.91,4.54
1405,"1851405","Benavente",106.98,3.6
1406,"1851406","Cartaxo",6.73,2.19
1407,"1851407","Chamusca",29.57,2.09
1409,"1851409","Coruche",66.3,31.87
1412,"1851412","Golegã",0.1,0.05
1414,"1851414","Rio Maior",92.11,14.87
1415,"1851415","Salvaterra de Magos",0.73,0.94
1416,"1851416","Santarém",194.14,20.55
801,"1500801","Albufeira",0.1,1.72
802,"1500802","Alcoutim",84.34,8.03
803,"1500803","Aljezur",0.21,12.05
804,"1500804","Castro Marim",147.14,21.59
805,"1500805","Faro",4.64,0.78
806,"1500806","Lagoa",8.19,0.57
807,"1500807","Lagos",1.3,1.72
808,"1500808","Loulé",16.74,9.86
809,"1500809","Monchique",0,10.69
810,"1500810","Olhão",0.16,0.16
811,"1500811","Portimão",0,1.36
812,"1500812","São Brás de Alportel",7.2,0.94
813,"1500813","Silves",14.08,18.31
814,"1500814","Tavira",25.82,12.26
815,"1500815","Vila do Bispo",9.75,6.1
816,"1500816","Vila Real de Santo António",7.25,0.78
