"Muni_ID","ID","Muni","Dairy_cows","Non_dairy","Male_calf<1","Female_calf<1","Male_calf_1-2","Female_calf_1-2","Heifer_beef_+2","Heifer_rep_+2","Male_calf_+2"
1601,"1111601","Arcos de Valdevez",0,7425.6,105.26,180.16,51.98,260.34,2.36,51.4,127.76
1602,"1111602","Caminha",0,203.2,15.04,8.32,26.2,38.66,5.9,5.9,7.68
1603,"1111603","Melgaço",0,1017.6,21.22,14.5,6.44,27.92,0,3.54,8.38
1604,"1111604","Monção",0,2035.2,31.68,20.4,12.46,27.06,5.32,26.58,11.86
1605,"1111605","Paredes de Coura",0,1888,30.88,90.76,22.34,111.7,27.18,85.66,19.54
1606,"1111606","Ponte da Barca",0,1843.2,6.44,36.78,5.58,40.38,10.64,45.48,11.16
1607,"1111607","Ponte de Lima",0,2404.8,145.26,205.14,177,438.2,30.12,116.96,48.16
1608,"1111608","Valença",0,529.6,5.1,26.84,32.22,19.34,1.18,24.8,11.86
1609,"1111609","Viana do Castelo",0,1153.6,80.56,174.26,315.76,294.7,24.8,82.1,98.44
1610,"1111610","Vila Nova de Cerveira",0,108.8,27.38,25.24,20.2,52.84,3.54,2.36,2.1
301,"1120301","Amares",0,1036.8,74.38,26.32,0.86,42.96,2.36,2.36,7.68
302,"1120302","Barcelos",0,2329.6,921.5,2077.12,1172.38,3428.64,94.52,900.82,227.58
303,"1120303","Braga",0,2604.8,247.28,222.32,238.42,468.26,20.68,80.92,80.28
306,"1120306","Esposende",0,115.2,73.04,249.44,243.58,422.3,7.08,50.2,47.48
310,"1120310","Terras de Bouro",0,1478.4,45.38,23.62,1.72,34.36,0.6,17.72,9.78
313,"1120313","Vila Verde",0,3193.6,114.64,118.94,60.58,189.46,32.48,110.46,23.04
307,"1130307","Fafe",0,2156.8,193.32,40.54,11.6,25.78,0.6,6.5,8.38
308,"1130308","Guimarães",0,2070.4,217.76,169.7,124.16,307.16,20.08,36.62,82.38
309,"1130309","Póvoa de Lanhoso",0,1579.2,93.98,44.84,6.88,60.58,2.36,5.32,10.48
1314,"1131314","Santo Tirso",0,345.6,6.98,152.5,157.24,182.58,5.9,43.12,23.74
1318,"1131318","Trofa",0,91.2,138.82,295.88,152.08,428.74,27.18,190.8,21.64
311,"1130311","Vieira do Minho",0,2588.8,131.56,41.62,6.02,86.78,0,10.64,27.22
312,"1130312","Vila Nova de Famalicão",0,1057.6,325.16,662.12,311.88,1238.96,12.4,476.7,161.26
314,"1130314","Vizela",0,100.8,10.2,10.74,5.16,9.46,0,0,5.58
107,"1140107","Espinho",0,0,0.26,15.04,0,51.12,0,0,0
1304,"1141304","Gondomar",0,35.2,45.92,13.16,238.86,18.48,3.54,14.76,4.18
1306,"1141306","Maia",0,147.2,42.96,255.62,250.02,346.68,1.78,264.04,32.12
1308,"1141308","Matosinhos",0,107.2,87,214.26,162.38,275.8,2.36,76.2,15.36
1312,"1141312","Porto",0,4.8,8.06,0,7.3,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,72,159.22,813.28,192.46,1345.08,10.04,450.12,23.04
1315,"1141315","Valongo",0,54.4,24.44,53.16,175.7,42.1,0,31.9,7.68
1316,"1141316","Vila do Conde",0,211.2,230.64,1789.82,325.64,2910.12,11.22,678.12,34.9
1317,"1141317","Vila Nova de Gaia",0,105.6,49.94,8.06,47.68,21.06,5.9,3.54,23.04
1301,"1151301","Amarante",0,524.8,52.36,40.28,163.24,58,8.26,25.4,24.44
1302,"1151302","Baião",0,500.8,60.68,8.32,16.76,17.18,2.36,26.58,6.98
304,"1150304","Cabeceiras de Basto",0,2868.8,254.54,17.46,5.16,66.58,0.6,10.64,41.18
106,"1150106","Castelo de Paiva",0,248,72.76,5.64,39.52,38.66,1.18,14.18,14.66
305,"1150305","Celorico de Basto",0,1422.4,136.12,42.42,68.3,75.6,1.78,66.74,10.48
1804,"1151804","Cinfães",0,2044.8,99.08,58,11.6,42.1,1.78,63.2,18.84
1303,"1151303","Felgueiras",0,553.6,208.62,55.58,116.42,143.06,10.04,70.88,43.98
1305,"1151305","Lousada",0,174.4,180.44,43.76,283.54,91.5,4.14,34.26,62.82
1307,"1151307","Marco de Canaveses",0,406.4,44.04,12.88,54.12,12.46,8.86,34.86,16.06
1705,"1151705","Mondim de Basto",0,1174.4,88.6,25.78,34.8,41.68,0,28.94,15.36
1309,"1151309","Paços de Ferreira",0,292.8,6.72,64.98,86.34,99.66,2.96,15.36,12.56
1310,"1151310","Paredes",0,110.4,53.96,45.64,316.62,70.88,15.36,13,60.74
1311,"1151311","Penafiel",0,204.8,49.4,48.06,156.8,91.94,7.08,50.8,161.96
1813,"1151813","Resende",0,432,11.28,17.46,2.58,22.34,0,12.4,7.68
1709,"1151709","Ribeira de Pena",0,2299.2,209.7,48.86,16.32,102.68,0,74.42,21.64
104,"1160104","Arouca",0,1766.4,103.9,201.1,134.04,303.72,8.86,124.64,34.2
113,"1160113","Oliveira de Azeméis",0,102.4,69,280.32,241,448.5,13,109.88,37
109,"1160109","Santa Maria da Feira",0,139.2,40.82,112.5,136.18,143.48,33.66,38.98,19.54
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,585.6,99.34,24.44,17.62,41.68,6.5,12.4,9.08
1701,"1171701","Alijó",0,65.6,11.54,10.48,3,10.74,0,124.64,6.98
1801,"1171801","Armamar",0,0,1.88,0,0,0,1.18,0,0.7
403,"1170403","Carrazeda de Ansiães",0,28.8,20.4,2.42,5.16,12.88,0.6,24.8,2.1
404,"1170404","Freixo de Espada à Cinta",0,9.6,17.98,0,0.42,6.02,0,13.58,0
1805,"1171805","Lamego",0,99.2,11.28,4.02,3,11.16,5.9,5.9,4.18
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,17.6,28.46,72.76,34.36,140.04,15.94,199.66,16.76
1812,"1171812","Penedono",0,65.6,5.1,11.82,5.58,9.46,0,5.32,2.8
1708,"1171708","Peso da Régua",0,0,1.62,0,0.42,0,0,0,0
1710,"1171710","Sabrosa",0,59.2,8.6,6.18,0.86,37.8,1.18,46.66,3.5
1711,"1171711","Santa Marta de Penaguião",0,1.6,1.62,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,0,0.26,0.8,1.28,0,0,26.58,0.7
1818,"1171818","Sernancelhe",0,68.8,13.96,17.72,5.58,40.38,11.22,47.84,2.8
1819,"1171819","Tabuaço",0,1.6,6.72,0.26,0.42,1.28,0,15.94,0.7
1820,"1171820","Tarouca",0,148.8,6.72,20.14,7.3,24.92,0.6,27.76,5.58
409,"1170409","Torre de Moncorvo",0,32,2.14,0,0,1.28,0,0.6,0
410,"1170410","Vila Flor",0,24,22.02,0.54,21.9,8.16,20.08,3.54,1.4
914,"1170914","Vila Nova de Foz Côa",0,6.4,0,0,2.58,3.44,0.6,0,0
1714,"1171714","Vila Real",0,1187.2,228.22,88.34,39.52,217.38,66.16,235.1,48.86
401,"1180401","Alfândega da Fé",0,139.2,12.08,8.6,2.58,24.06,29.54,56.7,10.48
1702,"1181702","Boticas",0,2886.4,281.12,16.92,9.88,26.64,0.6,266.4,54.46
402,"1180402","Bragança",0,2483.2,277.9,62.3,24.06,148.22,24.22,447.76,90.06
1703,"1181703","Chaves",0,1131.2,211.3,154.92,34.8,338.96,14.76,199.06,32.82
405,"1180405","Macedo de Cavaleiros",0,907.2,240.04,39.2,19.34,219.52,112.82,275.86,74
406,"1180406","Miranda do Douro",0,3753.6,331.6,64.98,6.44,191.18,0.6,184.88,44.68
407,"1180407","Mirandela",0,51.2,42.42,15.04,10.32,71.32,8.86,10.64,6.98
408,"1180408","Mogadouro",0,1472,174.8,261.78,25.34,386.22,34.26,141.18,38.4
1706,"1181706","Montalegre",0,10155.2,846.84,73.3,29.22,292.12,25.4,658.04,182.9
1707,"1181707","Murça",0,41.6,21.22,3.76,5.16,9.02,0,18.9,2.1
1712,"1181712","Valpaços",0,510.4,87,30.34,23.62,51.12,5.32,95.7,9.08
1713,"1181713","Vila Pouca de Aguiar",0,2665.6,268.76,114.12,20.2,247.44,8.26,109.28,36.3
411,"1180411","Vimioso",0,606.4,157.34,19.06,5.16,71.74,6.5,503.86,42.58
