Muni_ID,ID,Muni,tot_input,tot_output,gnb
604,1620604,Condeixa-a-Nova,121.306756475,44.5,76
605,1620605,Figueira da Foz,239.843416866,123.5,116
608,1620608,Mira,334.35533147,174.4,159
610,1620610,Montemor-o-Velho,222.598945674,145.7,76
613,1620613,Penacova,143.419266603,51.2,92
615,1620615,Soure,354.024327842,62.9,291
1004,1631004,Batalha,269.50559717,40.6,228
1009,1631009,Leiria,661.703891395,94.1,567
1010,1631010,Marinha Grande,161.300779221,65.8,95
1015,1631015,Pombal,249.039382115,63.7,185
1016,1631016,Porto de M�s,355.319289552,95.8,259
1002,1641002,Alvai�zere,108.415157013,37.2,71
1003,1641003,Ansi�o,127.532066449,39.8,87
601,1640601,Arganil,125.26876791,40.1,85
1007,1641007,Castanheira de P�ra,115.613222222,49.7,65
1008,1641008,Figueir� dos Vinhos,109.635052356,32.9,76
606,1640606,G�is,241.700588235,59.9,181
607,1640607,Lous�,208.879533923,45.1,163
609,1640609,Miranda do Corvo,105.00486252,28.9,76
611,1640611,Oliveira do Hospital,349.942970802,39.3,310
612,1640612,Pampilhosa da Serra,85.045158371,23.2,61
1013,1641013,Pedr�g�o Grande,97.830512295,31,66
614,1640614,Penela,90.296215738,37.7,52
616,1640616,T�bua,96.592117096,41,55
617,1640617,Vila Nova de Poiares,119.475363985,40.3,79
901,1650901,Aguiar da Beira,179.430176726,57.4,122
1802,1651802,Carregal do Sal,118.322029808,32.7,85
1803,1651803,Castro Daire,129.389847601,55.6,73
1806,1651806,Mangualde,96.799379824,34.7,62
1808,1651808,Mort�gua,478.1,90.8,387
1809,1651809,Nelas,79.777999278,21.4,58
1810,1651810,Oliveira de Frades,728.907891202,109.9,619
1811,1651811,Penalva do Castelo,84.568864341,30.4,54
1814,1651814,Santa Comba D�o,299.078473895,44.7,254
1816,1651816,S�o Pedro do Sul,235.428304468,67.4,168
1817,1651817,S�t�o,180.757787034,54.3,126
1821,1651821,Tondela,266.336398753,51.3,215
1822,1651822,Vila Nova de Paiva,257.07840824,65.5,191
1823,1651823,Viseu,111.809057981,40.8,71
1824,1651824,Vouzela,374.313310208,79.5,294
1413,1661413,Ma��o,69.2,28.3,40
506,1660506,Oleiros,112.89977368,19.7,93
508,1660508,Proen�a-a-Nova,61.6,21.1,40
509,1660509,Sert�,103.960592773,32.6,71
510,1660510,Vila de Rei,99.518617647,22.4,77
905,1670905,Fornos de Algodres,82.135947759,28.5,53
906,1670906,Gouveia,47.742087846,19.5,28
912,1670912,Seia,63.507995951,28.6,34
902,1680902,Almeida,39.065281255,29,10
903,1680903,Celorico da Beira,43.3,24.5,18
904,1680904,Figueira de Castelo Rodrigo,38.14894621,17.9,20
907,1680907,Guarda,43.132957001,28.6,14
908,1680908,Manteigas,69.277986111,43,26
909,1680909,M�da,46.947922836,14.3,32
910,1680910,Pinhel,39.997664709,24.5,15
911,1680911,Sabugal,41.09630251,31.6,9
913,1680913,Trancoso,59.4,26.8,32
502,1690502,Castelo Branco,35.5,18.9,16
505,1690505,Idanha-a-Nova,40.8,25.4,15
507,1690507,Penamacor,50.85741706,26.6,24
511,1690511,Vila Velha de R�d�o,51.185585474,22.3,28
501,16A0501,Belmonte,57.688377507,29,28
503,16A0503,Covilh�,61.700818893,34.1,27
504,16A0504,Fund�o,56.339867081,25.3,31
1001,16B1001,Alcoba�a,234.399051297,60.5,173
1101,16B1101,Alenquer,88.713880628,23.9,64
1102,16B1102,Arruda dos Vinhos,87.068258977,30.5,56
1005,16B1005,Bombarral,163.802127005,22.2,141
1104,16B1104,Cadaval,101.137023182,24.4,76
1006,16B1006,Caldas da Rainha,204.168315561,33.6,170
1108,16B1108,Lourinh�,378.658691814,72.6,306
1011,16B1011,Nazar�,225.290546653,115.7,109
1012,16B1012,�bidos,187.48665117,27.3,160
1014,16B1014,Peniche,196.428982114,66.3,130
1112,16B1112,Sobral de Monte Agra�o,143.829749045,81.5,62
1113,16B1113,Torres Vedras,160.982524336,48.7,112
1401,16C1401,Abrantes,64.178743796,28.2,35
1402,16C1402,Alcanena,85.374883095,41.6,43
1408,16C1408,Const�ncia,169.437023182,77.1,92
1410,16C1410,Entroncamento,153.586005572,39.7,113
1411,16C1411,Ferreira do Z�zere,615.238790747,25.2,590
1421,16C1421,Our�m,314.555177302,45.6,268
1417,16C1417,Sardoal,68.337023182,23.2,45
1418,16C1418,Tomar,135.606200139,38,97
1419,16C1419,Torres Novas,84.237023182,30.7,53
1420,16C1420,Vila Nova da Barquinha,143.537023182,37.1,106
1115,1711115,Amadora,37.437023182,28.6,8
1105,1711105,Cascais,94.396484699,31.3,63
1106,1711106,Lisboa,221.551333527,41.5,180
1107,1711107,Loures,169.240781794,74.4,94
1109,1711109,Mafra,179.766462564,75.8,103
1116,1711116,Odivelas,45.971023182,42.1,3
1110,1711110,Oeiras,117.03540513,10.3,106
1111,1711111,Sintra,110.435314166,56.1,54
1114,1711114,Vila Franca de Xira,155.049866813,65.5,89
1502,1721502,Alcochete,80.774540219,43.4,37
1503,1721503,Almada,351.208597747,98.7,252
1504,1721504,Barreiro,130.643649688,103,27
1506,1721506,Moita,254.519760251,251.2,3
1507,1721507,Montijo,105.730621532,39.9,65
1508,1721508,Palmela,78.500449334,45.2,33
1510,1721510,Seixal,31.595618698,17.2,14
1511,1721511,Sesimbra,79.652237202,20.4,59
1512,1721512,Set�bal,69.363656538,30.7,38
1501,1811501,Alc�cer do Sal,50.431876657,26.8,23
1505,1811505,Gr�ndola,38.722797091,19.5,19
211,1810211,Odemira,55.2,34.2,21
1509,1811509,Santiago do Cac�m,59.79516188,30.7,29
1513,1811513,Sines,49.516418532,26.3,23
1201,1821201,Alter do Ch�o,47.822015457,31,16
1202,1821202,Arronches,55.777487284,35.1,20
1203,1821203,Avis,53.971233783,24.8,29
1204,1821204,Campo Maior,76.744939373,38.5,38
1205,1821205,Castelo de Vide,54.305830783,27.2,27
1206,1821206,Crato,47.212525036,33.5,13
1207,1821207,Elvas,67.528152891,37,30
1208,1821208,Fronteira,64.117753734,31.9,32
1209,1821209,Gavi�o,23.23550938,12.1,11
1210,1821210,Marv�o,43.704334757,23.4,20
1211,1821211,Monforte,61.005106234,40.4,20
707,1820707,Mora,41.883949488,23.2,18
1212,1821212,Nisa,36.611010256,22.1,14
1213,1821213,Ponte de Sor,31.474642265,15.9,15
1214,1821214,Portalegre,47.595091166,33.4,14
701,1830701,Alandroal,48.6,30.3,18
702,1830702,Arraiolos,55.184774075,29.7,25
703,1830703,Borba,64.053363914,31.8,32
704,1830704,Estremoz,53.175314175,26.1,27
705,1830705,�vora,55.331422366,31.1,24
706,1830706,Montemor-o-Novo,54.202132311,32.6,21
708,1830708,Mour�o,37.195440385,26.7,10
709,1830709,Portel,50.596475307,28.3,22
710,1830710,Redondo,52.4,31.6,20
711,1830711,Reguengos de Monsaraz,54.996380271,24,30
1215,1831215,Sousel,63.119975242,28.1,35
712,1830712,Vendas Novas,57,21.6,35
713,1830713,Viana do Alentejo,52.615184115,30.4,22
714,1830714,Vila Vi�osa,52.742771147,34.3,18
201,1840201,Aljustrel,72.475042515,27.8,44
202,1840202,Almod�var,28.917900169,17.7,11
203,1840203,Alvito,49.618773509,33.5,16
204,1840204,Barrancos,40.31125334,28.7,11
205,1840205,Beja,65.310341403,22.9,42
206,1840206,Castro Verde,44.550356357,22.9,21
207,1840207,Cuba,76.92183473,28,48
208,1840208,Ferreira do Alentejo,74.371967753,23.9,50
209,1840209,M�rtola,28.905802173,16.7,12
210,1840210,Moura,52.28470324,24.6,27
212,1840212,Ourique,44.199209957,23.8,20
213,1840213,Serpa,63.673205001,24.1,39
214,1840214,Vidigueira,57.503425132,20.3,37
1403,1851403,Almeirim,108.821067237,33.7,75
1404,1851404,Alpiar�a,143.741347722,50.4,93
1103,1851103,Azambuja,101.714177687,42.8,58
1405,1851405,Benavente,119.633720037,63.2,56
1406,1851406,Cartaxo,242.295836596,47.8,194
1407,1851407,Chamusca,66.592936638,33.5,33
1409,1851409,Coruche,183.527274705,31.8,151
1412,1851412,Goleg�,277.236925962,111.5,165
1414,1851414,Rio Maior,164.477459991,30.8,133
1415,1851415,Salvaterra de Magos,221.451707653,66.4,155
1416,1851416,Santar�m,136.120350684,50.4,85
801,1500801,Albufeira,103.619677114,17.2,86
802,1500802,Alcoutim,34,8.7,25
803,1500803,Aljezur,60.831081458,36.6,24
804,1500804,Castro Marim,78.9917038,14.1,64
805,1500805,Faro,120.8,20.7,100
806,1500806,Lagoa,53.558719043,19.6,33
807,1500807,Lagos,71.639548754,26.8,44
808,1500808,Loul�,83.47522206,11.2,72
809,1500809,Monchique,69.9,20.3,49
810,1500810,Olh�o,123.457412489,16.5,106
811,1500811,Portim�o,85.107466063,31.4,53
812,1500812,S�o Br�s de Alportel,37.245216401,4.3,32
813,1500813,Silves,105.021429798,23.3,81
814,1500814,Tavira,78.230745416,9.9,68
815,1500815,Vila do Bispo,37.89901958,24.1,13
816,1500816,Vila Real de Santo Ant�nio,49.68009182,10.7,38
