"Muni_ID","ID","Muni","Rabbits","Other_rabbits"
1601,"1111601","Arcos de Valdevez",2954.4912,6756.9552
1602,"1111602","Caminha",6611.1552,5858.8272
1603,"1111603","Melgaço",1236.384,2110.0176
1604,"1111604","Monção",3333.5712,5476.248
1605,"1111605","Paredes de Coura",2618.568,11546.1936
1606,"1111606","Ponte da Barca",2507.76,15655.4208
1607,"1111607","Ponte de Lima",6962.2416,33591.1536
1608,"1111608","Valença",1189.728,2210.328
1609,"1111609","Viana do Castelo",2518.2576,7362.3168
1610,"1111610","Vila Nova de Cerveira",398.9088,1025.2656
301,"1120301","Amares",1348.3584,4367.0016
302,"1120302","Barcelos",7566.4368,30474.5328
303,"1120303","Braga",3978.5904,12328.848
306,"1120306","Esposende",2010.8736,7818.3792
310,"1120310","Terras de Bouro",1180.3968,8459.8992
313,"1120313","Vila Verde",4021.7472,16791.4944
307,"1130307","Fafe",6805.944,49496.184
308,"1130308","Guimarães",3289.248,9447.84
309,"1130309","Póvoa de Lanhoso",1568.808,4996.8576
1314,"1131314","Santo Tirso",868.968,2946.3264
1318,"1131318","Trofa",612.36,2263.9824
311,"1130311","Vieira do Minho",1323.864,3851.4528
312,"1130312","Vila Nova de Famalicão",2189.3328,8518.2192
314,"1130314","Vizela",316.0944,463.0608
107,"1140107","Espinho",27.9936,158.6304
1304,"1141304","Gondomar",863.136,2497.2624
1306,"1141306","Maia",530.712,1816.0848
1308,"1141308","Matosinhos",386.0784,1204.8912
1312,"1141312","Porto",22.1616,12.8304
1313,"1141313","Póvoa de Varzim",1439.3376,4056.7392
1315,"1141315","Valongo",5094.8352,66632.9328
1316,"1141316","Vila do Conde",1853.4096,3601.8432
1317,"1141317","Vila Nova de Gaia",631.0224,1403.1792
1301,"1151301","Amarante",2274.48,6403.536
1302,"1151302","Baião",1625.9616,4578.12
304,"1150304","Cabeceiras de Basto",3046.6368,9885.24
106,"1150106","Castelo de Paiva",1094.0832,3058.3008
305,"1150305","Celorico de Basto",1970.0496,4259.6928
1804,"1151804","Cinfães",1482.4944,3769.8048
1303,"1151303","Felgueiras",2233.656,5125.1616
1305,"1151305","Lousada",786.1536,2675.7216
1307,"1151307","Marco de Canaveses",1231.7184,2717.712
1705,"1151705","Mondim de Basto",808.3152,2452.9392
1309,"1151309","Paços de Ferreira",583.2,2206.8288
1310,"1151310","Paredes",1862.7408,4231.6992
1311,"1151311","Penafiel",1132.5744,4123.224
1813,"1151813","Resende",993.7728,2213.8272
1709,"1151709","Ribeira de Pena",1131.408,3867.7824
