"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",805.4424,67.4541,34.2237,999.873,185.6022,57.4665
1602,"1111602","Caminha",957.3984,33.5013,7.5852,296.3688,55.0116,19.929
1603,"1111603","Melgaço",249.48,34.4946,4.0635,384.7095,71.3664,5.5965
1604,"1111604","Monção",1277.9424,118.293,11.1069,565.1079,104.8194,129.402
1605,"1111605","Paredes de Coura",185.8248,36.6618,2.8896,484.449,89.9514,19.11
1606,"1111606","Ponte da Barca",340.956,17.5182,7.5852,386.4441,71.7381,5.187
1607,"1111607","Ponte de Lima",2137.0608,157.9347,32.1468,1482.5874,275.1819,111.7935
1608,"1111608","Valença",862.8984,53.3673,4.6053,1472.6754,273.3234,46.41
1609,"1111609","Viana do Castelo",18292.4784,141.0486,23.478,808.8192,150.1668,88.0425
1610,"1111610","Vila Nova de Cerveira",218.1816,25.0131,3.9732,125.2629,23.1693,8.463
301,"1120301","Amares",582.7248,34.6752,8.5785,23525.7603,4367.2272,23.3415
302,"1120302","Barcelos",5517.4392,122.3565,23.478,1608.4698,298.599,210.6195
303,"1120303","Braga",1038.2904,69.1698,22.8459,805.4739,149.5473,30.4395
306,"1120306","Esposende",815.4216,62.0361,19.6854,459.7929,85.3671,86.9505
310,"1120310","Terras de Bouro",244.7928,7.8561,7.1337,173.8317,32.214,2.3205
313,"1120313","Vila Verde",1885.464,45.8724,19.4145,1327.8363,246.4371,28.2555
307,"1130307","Fafe",436.3632,18.6921,8.8494,846.237,157.1052,36.7185
308,"1130308","Guimarães",10845.8784,44.4276,10.5651,12977.0382,2408.9877,38.0835
309,"1130309","Póvoa de Lanhoso",1414.7784,15.8928,9.3009,320.4054,59.472,16.2435
1314,"1131314","Santo Tirso",893.4408,21.9429,0,465.6162,86.3583,25.935
1318,"1131318","Trofa",22052.0664,19.2339,4.6053,130.5906,24.2844,29.211
311,"1130311","Vieira do Minho",406.728,17.0667,11.6487,320.2815,59.472,10.92
312,"1130312","Vila Nova de Famalicão",2398.1832,54.5412,14.2674,600.915,111.51,62.517
314,"1130314","Vizela",131.544,3.1605,0,75.579,14.0007,1.911
107,"1140107","Espinho",19.5048,0,0,1.7346,0.2478,0
1304,"1141304","Gondomar",187.7904,10.6554,2.1672,334.53,62.0739,8.463
1306,"1141306","Maia",2822.2992,9.3912,1.5351,209.391,38.7807,5.3235
1308,"1141308","Matosinhos",133.3584,11.5584,2.9799,166.3977,30.8511,0
1312,"1141312","Porto",14.5152,0.5418,0,12.5139,2.3541,0
1313,"1141313","Póvoa de Varzim",493.0632,17.6085,13.6353,1558.4142,289.3065,7.644
1315,"1141315","Valongo",115.668,3.8829,0.4515,3475.5189,645.1473,0
1316,"1141316","Vila do Conde",1274.0112,33.5013,7.3143,1341.3414,249.039,35.8995
1317,"1141317","Vila Nova de Gaia",270.3456,9.3009,2.5284,165.1587,30.6033,3.6855
1301,"1151301","Amarante",1108.5984,25.7355,34.7655,418.6581,77.6853,24.024
1302,"1151302","Baião",486.7128,11.0166,5.0568,418.0386,77.5614,15.6975
304,"1150304","Cabeceiras de Basto",4540.9896,22.0332,7.4046,335.0256,62.1978,21.84
106,"1150106","Castelo de Paiva",385.56,8.8494,1.1739,256.473,47.5776,4.7775
305,"1150305","Celorico de Basto",3510.864,17.4279,13.6353,588.525,109.1559,7.644
1804,"1151804","Cinfães",361.368,12.8226,3.7926,402.9228,74.8356,1.5015
1303,"1151303","Felgueiras",818.748,24.0198,9.1203,3319.281,616.1547,20.202
1305,"1151305","Lousada",1272.4992,18.2406,2.709,328.8306,61.0827,30.1665
1307,"1151307","Marco de Canaveses",463.7304,11.0166,6.7725,458.1822,84.9954,4.7775
1705,"1151705","Mondim de Basto",353.3544,11.4681,5.0568,232.0647,42.9933,5.8695
1309,"1151309","Paços de Ferreira",948.6288,14.448,20.4981,199.3551,37.0461,28.2555
1310,"1151310","Paredes",370.2888,21.5817,11.1069,438.2343,81.4023,11.0565
1311,"1151311","Penafiel",474.012,13.0032,2.4381,547.8858,101.598,14.3325
1813,"1151813","Resende",270.648,9.3912,0.5418,220.2942,40.887,3.6855
1709,"1151709","Ribeira de Pena",365.4504,17.7891,9.03,310.989,57.7374,1.5015
104,"1160104","Arouca",2712.9816,7.8561,2.4381,337.7514,62.6934,30.1665
113,"1160113","Oliveira de Azeméis",4853.3688,73.2333,5.2374,1945.4778,361.0446,6.279
109,"1160109","Santa Maria da Feira",337.4784,17.6085,3.1605,229.7106,42.6216,9.9645
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",7111.3896,5.7792,2.4381,147.8127,27.3819,6.6885
1701,"1171701","Alijó",82.2528,14.8092,5.9598,180.894,33.5769,2.3205
1801,"1171801","Armamar",32.3568,4.8762,3.1605,162.309,30.1077,4.368
403,"1170403","Carrazeda de Ansiães",137.592,9.4815,14.2674,215.3382,40.0197,9.9645
404,"1170404","Freixo de Espada à Cinta",7.8624,3.612,2.2575,85.491,15.8592,0
1805,"1171805","Lamego",172.5192,10.4748,5.8695,275.3058,51.0468,8.19
1704,"1171704","Mesão Frio",9.9792,0.4515,8.2173,46.0908,8.5491,0
1807,"1171807","Moimenta da Beira",7274.5344,5.9598,13.0032,428.9418,79.6677,5.5965
