"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",11.38188,42.04551
1602,"1111602","Caminha",0,4.40136
1603,"1111603","Melgaço",0,18.31734
1604,"1111604","Monção",0,7.36017
1605,"1111605","Paredes de Coura",0,8.48463
1606,"1111606","Ponte da Barca",0,19.08066
1607,"1111607","Ponte de Lima",0,43.25406
1608,"1111608","Valença",0,6.33219
1609,"1111609","Viana do Castelo",0,11.78406
1610,"1111610","Vila Nova de Cerveira",0,7.54074
301,"1120301","Amares",0,6.7569
302,"1120302","Barcelos",0,13.5138
303,"1120303","Braga",0,3.50052
306,"1120306","Esposende",0,2.31249
310,"1120310","Terras de Bouro",10.05432,10.81965
313,"1120313","Vila Verde",41.14266,14.0535
307,"1130307","Fafe",0,6.73638
308,"1130308","Guimarães",0,2.29197
309,"1130309","Póvoa de Lanhoso",0,6.39576
1314,"1131314","Santo Tirso",0,3.86166
1318,"1131318","Trofa",0,1.52664
311,"1130311","Vieira do Minho",0,6.97851
312,"1130312","Vila Nova de Famalicão",6.15162,3.70161
314,"1130314","Vizela",0,0.16005
107,"1140107","Espinho",0,0.02052
1304,"1141304","Gondomar",0,1.3686
1306,"1141306","Maia",0,1.12446
1308,"1141308","Matosinhos",0,0.98694
1312,"1141312","Porto",0,0.22362
1313,"1141313","Póvoa de Varzim",21.77682,2.31249
1315,"1141315","Valongo",0,0.60528
1316,"1141316","Vila do Conde",0,3.05529
1317,"1141317","Vila Nova de Gaia",0,1.16751
1301,"1151301","Amarante",0,24.73563
1302,"1151302","Baião",0,19.68594
304,"1150304","Cabeceiras de Basto",0,11.98515
106,"1150106","Castelo de Paiva",0.18057,7.54074
305,"1150305","Celorico de Basto",0.38166,13.3107
1804,"1151804","Cinfães",0,32.25585
1303,"1151303","Felgueiras",0,2.69415
1305,"1151305","Lousada",0,1.32555
1307,"1151307","Marco de Canaveses",1.95135,6.15162
1705,"1151705","Mondim de Basto",0,59.26092
1309,"1151309","Paços de Ferreira",0,3.68109
1310,"1151310","Paredes",0,3.70161
1311,"1151311","Penafiel",0,3.48
1813,"1151813","Resende",0,1.77078
1709,"1151709","Ribeira de Pena",0,54.45537
104,"1160104","Arouca",0,27.99201
113,"1160113","Oliveira de Azeméis",15.60267,12.90852
109,"1160109","Santa Maria da Feira",0.22362,2.69415
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,27.76839
1701,"1171701","Alijó",37.28301,1.3686
1801,"1171801","Armamar",5.18721,0.20109
403,"1170403","Carrazeda de Ansiães",19.5279,2.71467
404,"1170404","Freixo de Espada à Cinta",20.44926,0.7428
1805,"1171805","Lamego",4.84659,3.11886
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",15.24153,8.08245
1812,"1171812","Penedono",15.04044,1.72974
1708,"1171708","Peso da Régua",3.68109,0.02052
1710,"1171710","Sabrosa",1.56969,2.15244
1711,"1171711","Santa Marta de Penaguião",0,0.36114
1815,"1171815","São João da Pesqueira",30.14445,3.50052
1818,"1171818","Sernancelhe",42.80883,4.06275
1819,"1171819","Tabuaço",0.22362,0.40218
1820,"1171820","Tarouca",16.00485,3.07581
409,"1170409","Torre de Moncorvo",47.89956,3.07581
410,"1170410","Vila Flor",39.15027,3.11886
914,"1170914","Vila Nova de Foz Côa",21.59625,1.14498
1714,"1171714","Vila Real",15.44262,17.91516
401,"1180401","Alfândega da Fé",44.22048,5.79048
1702,"1181702","Boticas",6.39576,13.35375
402,"1180402","Bragança",27.81144,43.25406
1703,"1181703","Chaves",6.91494,16.24899
405,"1180405","Macedo de Cavaleiros",75.28629,34.97052
406,"1180406","Miranda do Douro",2.69415,7.56327
407,"1180407","Mirandela",75.0852,24.9162
408,"1180408","Mogadouro",51.35703,64.69026
