"","Muni_ID","ID","Muni","2009"
"1",1601,"1111601","Arcos de Valdevez",646
"2",1602,"1111602","Caminha",217
"3",1603,"1111603","Melgaço",126
"4",1604,"1111604","Monção",546
"5",1605,"1111605","Paredes de Coura",252
"6",1606,"1111606","Ponte da Barca",290
"7",1607,"1111607","Ponte de Lima",1752
"8",1608,"1111608","Valença",434
"9",1609,"1111609","Viana do Castelo",1055
"10",1610,"1111610","Vila Nova de Cerveira",160
"11",301,"1120301","Amares",482
"12",302,"1120302","Barcelos",972
"13",303,"1120303","Braga",1218
"14",306,"1120306","Esposende",301
"15",310,"1120310","Terras de Bouro",271
"16",313,"1120313","Vila Verde",1296
"17",307,"1130307","Fafe",856
"18",308,"1130308","Guimarães",1249
"19",309,"1130309","Póvoa de Lanhoso",535
"20",1314,"1131314","Santo Tirso",496
"21",1318,"1131318","Trofa",176
"22",311,"1130311","Vieira do Minho",340
"23",312,"1130312","Vila Nova de Famalicão",777
"24",314,"1130314","Vizela",173
"25",107,"1140107","Espinho",24
"26",1304,"1141304","Gondomar",339
"27",1306,"1141306","Maia",206
"28",1308,"1141308","Matosinhos",86
"29",1312,"1141312","Porto",6
"30",1313,"1141313","Póvoa de Varzim",108
"31",1315,"1141315","Valongo",258
"32",1316,"1141316","Vila do Conde",203
"33",1317,"1141317","Vila Nova de Gaia",331
"34",1301,"1151301","Amarante",1330
"35",1302,"1151302","Baião",524
"36",304,"1150304","Cabeceiras de Basto",551
"37",106,"1150106","Castelo de Paiva",367
"38",305,"1150305","Celorico de Basto",929
"39",1804,"1151804","Cinfães",651
"40",1303,"1151303","Felgueiras",867
"41",1305,"1151305","Lousada",651
"42",1307,"1151307","Marco de Canaveses",752
"43",1705,"1151705","Mondim de Basto",408
"44",1309,"1151309","Paços de Ferreira",284
"45",1310,"1151310","Paredes",698
"46",1311,"1151311","Penafiel",1225
"47",1813,"1151813","Resende",256
"48",1709,"1151709","Ribeira de Pena",422
"49",104,"1160104","Arouca",589
"50",113,"1160113","Oliveira de Azeméis",300
"51",109,"1160109","Santa Maria da Feira",527
"52",116,"1160116","São João da Madeira",0
"53",119,"1160119","Vale de Cambra",379
"54",1701,"1171701","Alijó",34
"55",1801,"1171801","Armamar",6
"56",403,"1170403","Carrazeda de Ansiães",30
"57",404,"1170404","Freixo de Espada à Cinta",4
"58",1805,"1171805","Lamego",38
"59",1704,"1171704","Mesão Frio",0
"60",1807,"1171807","Moimenta da Beira",118
"61",1812,"1171812","Penedono",29
"62",1708,"1171708","Peso da Régua",4
"63",1710,"1171710","Sabrosa",60
"64",1711,"1171711","Santa Marta de Penaguião",2
"65",1815,"1171815","São João da Pesqueira",29
"66",1818,"1171818","Sernancelhe",103
"67",1819,"1171819","Tabuaço",32
"68",1820,"1171820","Tarouca",45
"69",409,"1170409","Torre de Moncorvo",22
"70",410,"1170410","Vila Flor",9
"71",914,"1170914","Vila Nova de Foz Côa",5
"72",1714,"1171714","Vila Real",352
"73",401,"1180401","Alfândega da Fé",2
"74",1702,"1181702","Boticas",801
"75",402,"1180402","Bragança",71
"76",1703,"1181703","Chaves",1428
"77",405,"1180405","Macedo de Cavaleiros",59
"78",406,"1180406","Miranda do Douro",21
"79",407,"1180407","Mirandela",33
"80",408,"1180408","Mogadouro",32
"81",1706,"1181706","Montalegre",1234
"82",1707,"1181707","Murça",34
"83",1712,"1181712","Valpaços",256
"84",1713,"1181713","Vila Pouca de Aguiar",546
"85",411,"1180411","Vimioso",2
"86",412,"1180412","Vinhais",217
"87",101,"1610101","Águeda",669
"88",102,"1610102","Albergaria-a-Velha",753
"89",103,"1610103","Anadia",400
"90",105,"1610105","Aveiro",818
"91",108,"1610108","Estarreja",543
"92",110,"1610110","Ílhavo",332
"93",111,"1610111","Mealhada",241
"94",112,"1610112","Murtosa",259
"95",114,"1610114","Oliveira do Bairro",341
"96",115,"1610115","Ovar",279
"97",117,"1610117","Sever do Vouga",263
"98",118,"1610118","Vagos",582
"99",602,"1620602","Cantanhede",714
"100",603,"1620603","Coimbra",2019
"101",604,"1620604","Condeixa-a-Nova",265
"102",605,"1620605","Figueira da Foz",779
"103",608,"1620608","Mira",170
"104",610,"1620610","Montemor-o-Velho",2920
"105",613,"1620613","Penacova",152
"106",615,"1620615","Soure",1228
"107",1004,"1631004","Batalha",97
"108",1009,"1631009","Leiria",1078
"109",1010,"1631010","Marinha Grande",44
"110",1015,"1631015","Pombal",921
"111",1016,"1631016","Porto de Mós",47
"112",1002,"1641002","Alvaiázere",30
"113",1003,"1641003","Ansião",104
"114",601,"1640601","Arganil",169
"115",1007,"1641007","Castanheira de Pêra",4
"116",1008,"1641008","Figueiró dos Vinhos",32
"117",606,"1640606","Góis",24
"118",607,"1640607","Lousã",48
"119",609,"1640609","Miranda do Corvo",43
"120",611,"1640611","Oliveira do Hospital",188
"121",612,"1640612","Pampilhosa da Serra",15
"122",1013,"1641013","Pedrógão Grande",42
"123",614,"1640614","Penela",38
"124",616,"1640616","Tábua",185
"125",617,"1640617","Vila Nova de Poiares",35
"126",901,"1650901","Aguiar da Beira",402
"127",1802,"1651802","Carregal do Sal",113
"128",1803,"1651803","Castro Daire",570
"129",1806,"1651806","Mangualde",394
"130",1808,"1651808","Mortágua",208
"131",1809,"1651809","Nelas",97
"132",1810,"1651810","Oliveira de Frades",549
"133",1811,"1651811","Penalva do Castelo",348
"134",1814,"1651814","Santa Comba Dão",109
"135",1816,"1651816","São Pedro do Sul",848
"136",1817,"1651817","Sátão",515
"137",1821,"1651821","Tondela",589
"138",1822,"1651822","Vila Nova de Paiva",224
"139",1823,"1651823","Viseu",926
"140",1824,"1651824","Vouzela",524
"141",1413,"1661413","Mação",20
"142",506,"1660506","Oleiros",83
"143",508,"1660508","Proença-a-Nova",67
"144",509,"1660509","Sertã",181
"145",510,"1660510","Vila de Rei",13
"146",905,"1670905","Fornos de Algodres",472
"147",906,"1670906","Gouveia",100
"148",912,"1670912","Seia",173
"149",902,"1680902","Almeida",12
"150",903,"1680903","Celorico da Beira",96
