Muni_ID,ID,Muni,graz_nha
1601,1111601,Arcos de Valdevez,0.509101562218133
1602,1111602,Caminha,0.174458485216687
1603,1111603,Melgaço,0.117284756483238
1604,1111604,Monção,0.524887124442484
1605,1111605,Paredes de Coura,0.779915928083059
1606,1111606,Ponte da Barca,0.583053089643168
1607,1111607,Ponte de Lima,0.500552514514062
1608,1111608,Valença,0.410511054729975
1609,1111609,Viana do Castelo,0.397273010038173
1610,1111610,Vila Nova de Cerveira,0.376881767419277
301,1120301,Amares,0.7242918395574
302,1120302,Barcelos,1.05743905325444
303,1120303,Braga,1.10812397216951
306,1120306,Esposende,0.648795188350744
310,1120310,Terras de Bouro,0.257308969446901
313,1120313,Vila Verde,0.897605538140021
307,1130307,Fafe,0.918338292011019
308,1130308,Guimarães,0.728651465798046
309,1130309,Póvoa de Lanhoso,0.967379570421381
1314,1131314,Santo Tirso,0.55823121741797
1318,1131318,Trofa,0.913069331667708
311,1130311,Vieira do Minho,0.569721302241748
312,1130312,Vila Nova de Famalicão,0.83343670608848
314,1130314,Vizela,0.377040189125296
107,1140107,Espinho,0.942133333333333
1304,1141304,Gondomar,0.45395548227535
1306,1141306,Maia,0.881210005817336
1308,1141308,Matosinhos,0.867487358326068
1312,1141312,Porto,0.55590243902439
1313,1141313,Póvoa de Varzim,0.942038083784326
1315,1141315,Valongo,0.750928462709285
1316,1141316,Vila do Conde,1.07082463625424
1317,1141317,Vila Nova de Gaia,0.432381760339343
1301,1151301,Amarante,0.164963572626124
1302,1151302,Baião,0.265821030927835
304,1150304,Cabeceiras de Basto,0.642489460521615
106,1150106,Castelo de Paiva,0.595724616146607
305,1150305,Celorico de Basto,0.666973692355308
1804,1151804,Cinfães,0.707904526748971
1303,1151303,Felgueiras,0.443182795698925
1305,1151305,Lousada,0.422021181716834
1307,1151307,Marco de Canaveses,0.360501814411612
1705,1151705,Mondim de Basto,0.286144211576846
1309,1151309,Paços de Ferreira,0.775800453514739
1310,1151310,Paredes,0.524182456140351
1311,1151311,Penafiel,0.322479033404407
1813,1151813,Resende,0.214663927208688
1709,1151709,Ribeira de Pena,0.383278709384231
104,1160104,Arouca,0.68836736220178
113,1160113,Oliveira de Azeméis,0.957892285298399
109,1160109,Santa Maria da Feira,0.717823655913979
116,1160116,São João da Madeira,
119,1160119,Vale de Cambra,0.528131054131054
1701,1171701,Alijó,0.063972492659558
1801,1171801,Armamar,0.0190985749963273
403,1170403,Carrazeda de Ansiães,0.106121167525141
404,1170404,Freixo de Espada à Cinta,0.0968870347193251
1805,1171805,Lamego,0.0850950880444856
1704,1171704,Mesão Frio,0.00248541278708876
1807,1171807,Moimenta da Beira,0.223328759561549
1812,1171812,Penedono,0.136212129977823
1708,1171708,Peso da Régua,0.0188846001111905
1710,1171710,Sabrosa,0.0576195160338383
1711,1171711,Santa Marta de Penaguião,0.0165509026614554
1815,1171815,São João da Pesqueira,0.0269309932595701
1818,1171818,Sernancelhe,0.135420655242597
1819,1171819,Tabuaço,0.0481499592502038
1820,1171820,Tarouca,0.196609665427509
409,1170409,Torre de Moncorvo,0.119897335569219
410,1170410,Vila Flor,0.0953073630444948
914,1170914,Vila Nova de Foz Côa,0.0552647444987133
1714,1171714,Vila Real,0.27553807362582
401,1180401,Alfândega da Fé,0.1073146841255
1702,1181702,Boticas,0.277162321561831
402,1180402,Bragança,0.233006688684744
1703,1181703,Chaves,0.241304996577687
405,1180405,Macedo de Cavaleiros,0.211974498922167
406,1180406,Miranda do Douro,0.30584819450175
407,1180407,Mirandela,0.110686854044187
408,1180408,Mogadouro,0.168795682531939
1706,1181706,Montalegre,0.23524725480938
1707,1181707,Murça,0.0906818181818182
1712,1181712,Valpaços,0.119706523388884
1713,1181713,Vila Pouca de Aguiar,0.374334777835558
411,1180411,Vimioso,0.19702231106822
412,1180412,Vinhais,0.280551088777219
101,1610101,Águeda,0.836164652303381
102,1610102,Albergaria-a-Velha,1.03280012680298
103,1610103,Anadia,0.171017218030567
105,1610105,Aveiro,0.570742574257426
108,1610108,Estarreja,1.51130580943376
110,1610110,Ílhavo,0.438553122465531
111,1610111,Mealhada,0.342655737704918
112,1610112,Murtosa,1.79005149617258
114,1610114,Oliveira do Bairro,0.415713696833427
115,1610115,Ovar,1.91246861924686
117,1610117,Sever do Vouga,0.894358024691358
118,1610118,Vagos,0.778208947298553
