Muni_ID,ID,Muni,graz_nha
602,1620602,Cantanhede,0.594227070707071
603,1620603,Coimbra,0.185947611710324
604,1620604,Condeixa-a-Nova,0.258705882352941
605,1620605,Figueira da Foz,0.524255823803473
608,1620608,Mira,0.940671023965142
610,1620610,Montemor-o-Velho,0.723116214829723
613,1620613,Penacova,0.535942833123161
615,1620615,Soure,0.302835987477882
1004,1631004,Batalha,0.404129554655871
1009,1631009,Leiria,0.906046269678303
1010,1631010,Marinha Grande,0.456363636363636
1015,1631015,Pombal,0.651447581953911
1016,1631016,Porto de Mós,1.06167084577114
1002,1641002,Alvaiázere,0.384444754594092
1003,1641003,Ansião,0.383791352859135
601,1640601,Arganil,0.338019102196753
1007,1641007,Castanheira de Pêra,0.532414814814815
1008,1641008,Figueiró dos Vinhos,0.250876090750436
606,1640606,Góis,0.686054901960785
607,1640607,Lousã,0.371239024390244
609,1640609,Miranda do Corvo,0.227268692715871
611,1640611,Oliveira do Hospital,0.40212131404866
612,1640612,Pampilhosa da Serra,0.17948717948718
1013,1641013,Pedrógão Grande,0.216885245901639
614,1640614,Penela,0.348196875921014
616,1640616,Tábua,0.39735956284153
617,1640617,Vila Nova de Poiares,0.264980842911877
901,1650901,Aguiar da Beira,0.494302545292876
1802,1651802,Carregal do Sal,0.333562337355098
1803,1651803,Castro Daire,0.490302637267618
1806,1651806,Mangualde,0.297046934610949
1808,1651808,Mortágua,0.834738401559454
1809,1651809,Nelas,0.201564945226917
1810,1651810,Oliveira de Frades,1.01347839713454
1811,1651811,Penalva do Castelo,0.181754005167959
1814,1651814,Santa Comba Dão,0.535818181818182
1816,1651816,São Pedro do Sul,0.697840464870576
1817,1651817,Sátão,0.373319811662441
1821,1651821,Tondela,0.499118428378271
1822,1651822,Vila Nova de Paiva,0.542230545151894
1823,1651823,Viseu,0.276537040215091
1824,1651824,Vouzela,0.748229930624381
1413,1661413,Mação,0.298170580964153
506,1660506,Oleiros,0.217616093880972
508,1660508,Proença-a-Nova,0.211324878048781
509,1660509,Sertã,0.339812153200704
510,1660510,Vila de Rei,0.223835294117647
905,1670905,Fornos de Algodres,0.254250147076127
906,1670906,Gouveia,0.232763337344565
912,1670912,Seia,0.325426573426573
902,1680902,Almeida,0.393465623159135
903,1680903,Celorico da Beira,0.296169708613513
904,1680904,Figueira de Castelo Rodrigo,0.216619536520974
907,1680907,Guarda,0.329762261014131
908,1680908,Manteigas,0.50387037037037
909,1680909,Mêda,0.14421931625779
910,1680910,Pinhel,0.292547533347449
911,1680911,Sabugal,0.470998416270734
913,1680913,Trancoso,0.25396734082397
502,1690502,Castelo Branco,0.258737804733588
505,1690505,Idanha-a-Nova,0.340968478134305
507,1690507,Penamacor,0.303057279170459
511,1690511,Vila Velha de Ródão,0.251958665485681
501,16A0501,Belmonte,0.284975261206606
503,16A0503,Covilhã,0.29212157153447
504,16A0504,Fundão,0.266482908470104
1001,16B1001,Alcobaça,0.450881397570629
1101,16B1101,Alenquer,0.148896326779454
1102,16B1102,Arruda dos Vinhos,0.229409090909091
1005,16B1005,Bombarral,0.105397514550889
1104,16B1104,Cadaval,0.175224358974359
1006,16B1006,Caldas da Rainha,0.272075206315034
1108,16B1108,Lourinhã,0.440912691375539
1011,16B1011,Nazaré,0.765749911441729
1012,16B1012,Óbidos,0.0792302933333333
1014,16B1014,Peniche,0.220381656399726
1112,16B1112,Sobral de Monte Agraço,0.667027530050407
1113,16B1113,Torres Vedras,0.305123512007156
1401,16C1401,Abrantes,0.202376151761518
1402,16C1402,Alcanena,0.339326184500723
1408,16C1408,Constância,0.0387098321342926
1410,16C1410,Entroncamento,0.154447488584475
1411,16C1411,Ferreira do Zêzere,0.298303726616586
1421,16C1421,Ourém,0.333177993527508
1417,16C1417,Sardoal,0.178494623655914
1418,16C1418,Tomar,0.234524822695035
1419,16C1419,Torres Novas,0.147133926165454
1420,16C1420,Vila Nova da Barquinha,0.138079096045198
1115,1711115,Amadora,0.352830601092896
1105,1711105,Cascais,0.30315611814346
1106,1711106,Lisboa,0.0720919540229885
1107,1711107,Loures,0.449463369108726
1109,1711109,Mafra,0.569671046019097
1116,1711116,Odivelas,0.4816
1110,1711110,Oeiras,0.0446133333333333
1111,1711111,Sintra,0.296697364160352
1114,1711114,Vila Franca de Xira,0.214902918403812
1502,1721502,Alcochete,0.422121086419753
1503,1721503,Almada,0.585710691823899
1504,1721504,Barreiro,1.27146987951807
1506,1721506,Moita,1.39092816091954
1507,1721507,Montijo,0.318377361009144
1508,1721508,Palmela,0.380960772893898
1510,1721510,Seixal,0.22189247311828
1511,1721511,Sesimbra,0.162729885057471
1512,1721512,Setúbal,0.305587870434183
1501,1811501,Alcácer do Sal,0.329456298328675
1505,1811505,Grândola,0.24334538341978
211,1810211,Odemira,0.38807634636296
1509,1811509,Santiago do Cacém,0.386200623779152
1513,1811513,Sines,0.344075471698113
1201,1821201,Alter do Chão,0.4523937088383
1202,1821202,Arronches,0.532473204840416
1203,1821203,Avis,0.323297877824555
1204,1821204,Campo Maior,0.378884309354213
1205,1821205,Castelo de Vide,0.408492285399068
1206,1821206,Crato,0.528979722545377
1207,1821207,Elvas,0.484908681961314
1208,1821208,Fronteira,0.356693253912855
1209,1821209,Gavião,0.192392404766922
1210,1821210,Marvão,0.345209641168721
1211,1821211,Monforte,0.638191515151515
707,1820707,Mora,0.312517260452253
1212,1821212,Nisa,0.328425043270665
1213,1821213,Ponte de Sor,0.208124092737755
1214,1821214,Portalegre,0.475049896150317
701,1830701,Alandroal,0.377621713781188
702,1830702,Arraiolos,0.414953103099653
703,1830703,Borba,0.376861601191876
704,1830704,Estremoz,0.328299627818599
705,1830705,Évora,0.429371605111642
706,1830706,Montemor-o-Novo,0.464444745337721
708,1830708,Mourão,0.405833886835992
709,1830709,Portel,0.365064651716514
710,1830710,Redondo,0.364665809966281
711,1830711,Reguengos de Monsaraz,0.310805714154686
1215,1831215,Sousel,0.31992406779661
712,1830712,Vendas Novas,0.318194174757282
713,1830713,Viana do Alentejo,0.395249130744418
714,1830714,Vila Viçosa,0.494465117260887
201,1840201,Aljustrel,0.248866510819397
202,1840202,Almodôvar,0.222101589578104
203,1840203,Alvito,0.48146425720299
204,1840204,Barrancos,0.483568756875688
205,1840205,Beja,0.211293751784541
206,1840206,Castro Verde,0.290505679615797
207,1840207,Cuba,0.352338141686129
208,1840208,Ferreira do Alentejo,0.223392872551558
209,1840209,Mértola,0.204786094632925
210,1840210,Moura,0.321749609706664
212,1840212,Ourique,0.310820815498986
213,1840213,Serpa,0.276744236205794
214,1840214,Vidigueira,0.224009768435742
1403,1851403,Almeirim,0.0357632579686096
1404,1851404,Alpiarça,0.102931710615281
1103,1851103,Azambuja,0.248397101969942
1405,1851405,Benavente,0.519578030934519
1406,1851406,Cartaxo,0.310840928632846
1407,1851407,Chamusca,0.200941551123381
1409,1851409,Coruche,0.253119799408973
1412,1851412,Golegã,0.0317266014082088
1414,1851414,Rio Maior,0.286858877086495
1415,1851415,Salvaterra de Magos,0.24488574908648
1416,1851416,Santarém,0.258280876637917
801,1500801,Albufeira,0.133087336673544
802,1500802,Alcoutim,0.0942465724078835
803,1500803,Aljezur,0.49559013768812
804,1500804,Castro Marim,0.144123301106908
805,1500805,Faro,0.0718247936585765
806,1500806,Lagoa,0.16404911810672
807,1500807,Lagos,0.295208991321667
808,1500808,Loulé,0.0904489247311828
809,1500809,Monchique,0.201438145148483
810,1500810,Olhão,0.0484049031237643
811,1500811,Portimão,0.320650486768134
812,1500812,São Brás de Alportel,0.0178162490508732
813,1500813,Silves,0.158838823012736
814,1500814,Tavira,0.0410896785109983
815,1500815,Vila do Bispo,0.315792225662195
816,1500816,Vila Real de Santo António,0.0717685030606567
