Muni_ID,ID,Muni,fertiliser
1601,1111601,Arcos de Valdevez,0.110133333333333
1602,1111602,Caminha,0
1603,1111603,Melgaço,0.00373333333333333
1604,1111604,Monção,0.278133333333333
1605,1111605,Paredes de Coura,0.1736
1606,1111606,Ponte da Barca,0.0112
1607,1111607,Ponte de Lima,1.07706666666667
1608,1111608,Valença,0.630933333333333
1609,1111609,Viana do Castelo,0.815733333333333
1610,1111610,Vila Nova de Cerveira,0.6608
301,1120301,Amares,0.0504
302,1120302,Barcelos,2.70666666666667
303,1120303,Braga,2.7888
306,1120306,Esposende,2.79066666666667
310,1120310,Terras de Bouro,0.0541333333333333
313,1120313,Vila Verde,1.6408
307,1130307,Fafe,0.126933333333333
308,1130308,Guimarães,2.11493333333333
309,1130309,Póvoa de Lanhoso,1.8312
1314,1131314,Santo Tirso,1.72106666666667
1318,1131318,Trofa,2.16906666666667
311,1130311,Vieira do Minho,0.242666666666667
312,1130312,Vila Nova de Famalicão,2.27733333333333
314,1130314,Vizela,2.87093333333333
107,1140107,Espinho,0.203466666666667
1304,1141304,Gondomar,1.65386666666667
1306,1141306,Maia,2.5312
1308,1141308,Matosinhos,2.772
1312,1141312,Porto,2.5312
1313,1141313,Póvoa de Varzim,2.32213333333333
1315,1141315,Valongo,0.112
1316,1141316,Vila do Conde,2.61706666666667
1317,1141317,Vila Nova de Gaia,0.606666666666667
1301,1151301,Amarante,0.9968
1302,1151302,Baião,0.658933333333333
304,1150304,Cabeceiras de Basto,0.395733333333333
106,1150106,Castelo de Paiva,2.04213333333333
305,1150305,Celorico de Basto,1.9096
1804,1151804,Cinfães,0.864266666666667
1303,1151303,Felgueiras,1.39253333333333
1305,1151305,Lousada,2.57786666666667
1307,1151307,Marco de Canaveses,1.35706666666667
1705,1151705,Mondim de Basto,0.476
1309,1151309,Paços de Ferreira,2.296
1310,1151310,Paredes,2.14293333333333
1311,1151311,Penafiel,1.90026666666667
1813,1151813,Resende,0.6328
1709,1151709,Ribeira de Pena,0.418133333333333
104,1160104,Arouca,1.0024
113,1160113,Oliveira de Azeméis,2.19706666666667
109,1160109,Santa Maria da Feira,2.83173333333333
116,1160116,São João da Madeira,0
119,1160119,Vale de Cambra,0.685066666666667
1701,1171701,Alijó,0.3136
1801,1171801,Armamar,0.4312
403,1170403,Carrazeda de Ansiães,0.4536
404,1170404,Freixo de Espada à Cinta,0.438666666666667
1805,1171805,Lamego,0.28
1704,1171704,Mesão Frio,0.00933333333333333
1807,1171807,Moimenta da Beira,0.130666666666667
1812,1171812,Penedono,1.16853333333333
1708,1171708,Peso da Régua,0.2744
1710,1171710,Sabrosa,0.0056
1711,1171711,Santa Marta de Penaguião,0.2856
1815,1171815,São João da Pesqueira,0.476
1818,1171818,Sernancelhe,0.410666666666667
1819,1171819,Tabuaço,0.5768
1820,1171820,Tarouca,0.00373333333333333
409,1170409,Torre de Moncorvo,0.306133333333333
410,1170410,Vila Flor,0.6104
914,1170914,Vila Nova de Foz Côa,0.395733333333333
1714,1171714,Vila Real,0.0336
401,1180401,Alfândega da Fé,0.617866666666667
1702,1181702,Boticas,0.1232
402,1180402,Bragança,0.7
1703,1181703,Chaves,0.451733333333333
405,1180405,Macedo de Cavaleiros,0.602933333333333
406,1180406,Miranda do Douro,0.216533333333333
407,1180407,Mirandela,0.517066666666667
408,1180408,Mogadouro,0.390133333333333
1706,1181706,Montalegre,0.0970666666666667
1707,1181707,Murça,0.203466666666667
1712,1181712,Valpaços,0.914666666666667
1713,1181713,Vila Pouca de Aguiar,0.171733333333333
411,1180411,Vimioso,0.4704
412,1180412,Vinhais,0.922133333333333
101,1610101,Águeda,0.5656
102,1610102,Albergaria-a-Velha,0.0168
103,1610103,Anadia,0.3024
105,1610105,Aveiro,1.98986666666667
108,1610108,Estarreja,1.0416
110,1610110,Ílhavo,0.177333333333333
111,1610111,Mealhada,0.056
112,1610112,Murtosa,1.21893333333333
114,1610114,Oliveira do Bairro,1.15733333333333
115,1610115,Ovar,0.0690666666666667
117,1610117,Sever do Vouga,0.028
118,1610118,Vagos,1.3328
602,1620602,Cantanhede,0.5656
603,1620603,Coimbra,2.128
604,1620604,Condeixa-a-Nova,1.2992
605,1620605,Figueira da Foz,1.39066666666667
608,1620608,Mira,0.322933333333333
610,1620610,Montemor-o-Velho,2.05893333333333
613,1620613,Penacova,1.1368
615,1620615,Soure,0.0877333333333334
1004,1631004,Batalha,0.1176
1009,1631009,Leiria,0.182933333333333
1010,1631010,Marinha Grande,1.65573333333333
1015,1631015,Pombal,0.0821333333333334
1016,1631016,Porto de Mós,0.0224
1002,1641002,Alvaiázere,0.455466666666667
1003,1641003,Ansião,0.294933333333333
601,1640601,Arganil,0.7336
1007,1641007,Castanheira de Pêra,0.686933333333333
1008,1641008,Figueiró dos Vinhos,0.953866666666667
606,1640606,Góis,0.0186666666666667
607,1640607,Lousã,0.0858666666666667
609,1640609,Miranda do Corvo,0.836266666666667
611,1640611,Oliveira do Hospital,0.00373333333333333
612,1640612,Pampilhosa da Serra,0.7616
1013,1641013,Pedrógão Grande,1.1088
614,1640614,Penela,0.8064
616,1640616,Tábua,0.8512
617,1640617,Vila Nova de Poiares,1.05093333333333
901,1650901,Aguiar da Beira,0.242666666666667
1802,1651802,Carregal do Sal,0.0130666666666667
1803,1651803,Castro Daire,0.2464
1806,1651806,Mangualde,0.853066666666667
1808,1651808,Mortágua,0.0336
1809,1651809,Nelas,0.181066666666667
1810,1651810,Oliveira de Frades,0.00933333333333333
1811,1651811,Penalva do Castelo,0.888533333333333
1814,1651814,Santa Comba Dão,0.0373333333333333
1816,1651816,São Pedro do Sul,0.0336
1817,1651817,Sátão,0.0168
1821,1651821,Tondela,0.0373333333333333
1822,1651822,Vila Nova de Paiva,0.00746666666666667
1823,1651823,Viseu,0.729866666666667
1824,1651824,Vouzela,0.0130666666666667
1413,1661413,Mação,0.5152
506,1660506,Oleiros,0
508,1660508,Proença-a-Nova,0.619733333333334
509,1660509,Sertã,0.227733333333333
510,1660510,Vila de Rei,0.102666666666667
905,1670905,Fornos de Algodres,0.784
906,1670906,Gouveia,0.216533333333333
912,1670912,Seia,0.472266666666667
902,1680902,Almeida,0.0634666666666667
903,1680903,Celorico da Beira,0.315466666666667
904,1680904,Figueira de Castelo Rodrigo,0.345333333333333
907,1680907,Guarda,0.14
908,1680908,Manteigas,0.237066666666667
909,1680909,Mêda,0.5824
910,1680910,Pinhel,0.222133333333333
911,1680911,Sabugal,0.0896
913,1680913,Trancoso,0.550666666666667
502,1690502,Castelo Branco,0.233333333333333
505,1690505,Idanha-a-Nova,0.225866666666667
507,1690507,Penamacor,0.444266666666667
511,1690511,Vila Velha de Ródão,0.5152
501,16A0501,Belmonte,0.530133333333333
503,16A0503,Covilhã,0.513333333333334
504,16A0504,Fundão,0.5264
1001,16B1001,Alcobaça,0.1568
1101,16B1101,Alenquer,0.791466666666667
1102,16B1102,Arruda dos Vinhos,0.567466666666667
1005,16B1005,Bombarral,0.214666666666667
