Muni_ID,ID,Muni,m_app99_nha
1601,1111601,Arcos de Valdevez,0.216902748625687
1602,1111602,Caminha,1.27683325909428
1603,1111603,Melgaço,0.178827615417196
1604,1111604,Monção,0.362010841654779
1605,1111605,Paredes de Coura,0.597077099062
1606,1111606,Ponte da Barca,0.192454995054402
1607,1111607,Ponte de Lima,0.98093750776494
1608,1111608,Valença,0.773736909323116
1609,1111609,Viana do Castelo,1.34704810126582
1610,1111610,Vila Nova de Cerveira,1.43244859813084
301,1120301,Amares,2.14000877192982
302,1120302,Barcelos,4.75815545565999
303,1120303,Braga,1.59020778877888
306,1120306,Esposende,3.62677955758963
310,1120310,Terras de Bouro,0.105121298046629
313,1120313,Vila Verde,0.787021010789324
307,1130307,Fafe,0.794752191575797
308,1130308,Guimarães,1.87950808117633
309,1130309,Póvoa de Lanhoso,0.851066188769415
1314,1131314,Santo Tirso,1.89587368421053
1318,1131318,Trofa,5.31903792164257
311,1130311,Vieira do Minho,0.337787557728878
312,1130312,Vila Nova de Famalicão,3.11898641588297
314,1130314,Vizela,1.11015693659761
107,1140107,Espinho,1.62752201257862
1304,1141304,Gondomar,0.983708253358925
1306,1141306,Maia,3.55956306306306
1308,1141308,Matosinhos,4.81391408374116
1312,1141312,Porto,
1313,1141313,Póvoa de Varzim,6.32538765869501
1315,1141315,Valongo,2.95973573573574
1316,1141316,Vila do Conde,6.49215477176133
1317,1141317,Vila Nova de Gaia,1.28423305826457
1301,1151301,Amarante,0.720029491388745
1302,1151302,Baião,0.341737743850721
304,1150304,Cabeceiras de Basto,0.253402532790593
106,1150106,Castelo de Paiva,0.791220272904484
305,1150305,Celorico de Basto,0.899970435258691
1804,1151804,Cinfães,0.26266273352999
1303,1151303,Felgueiras,1.15909519934906
1305,1151305,Lousada,1.39236036036036
1307,1151307,Marco de Canaveses,0.398128217426059
1705,1151705,Mondim de Basto,0.125142857142857
1309,1151309,Paços de Ferreira,1.90240234089247
1310,1151310,Paredes,1.40727096774194
1311,1151311,Penafiel,0.970076190476191
1813,1151813,Resende,0.265962876306349
1709,1151709,Ribeira de Pena,0.436352928978746
104,1160104,Arouca,1.6570028150356
113,1160113,Oliveira de Azeméis,6.87908201193521
109,1160109,Santa Maria da Feira,2.96297561927053
116,1160116,São João da Madeira,
119,1160119,Vale de Cambra,2.26333333333333
1701,1171701,Alijó,0.153762643241875
1801,1171801,Armamar,0.0629328574615213
403,1170403,Carrazeda de Ansiães,0.105841197936328
404,1170404,Freixo de Espada à Cinta,0.0512799545712663
1805,1171805,Lamego,0.121101552778229
1704,1171704,Mesão Frio,0.0231323763955343
1807,1171807,Moimenta da Beira,0.99073074861533
1812,1171812,Penedono,0.199832991101985
1708,1171708,Peso da Régua,0.0540547131969515
1710,1171710,Sabrosa,0.204532713571378
1711,1171711,Santa Marta de Penaguião,0.0590154620640058
1815,1171815,São João da Pesqueira,0.042270729455217
1818,1171818,Sernancelhe,0.32299323043596
1819,1171819,Tabuaço,0.0809867789349287
1820,1171820,Tarouca,1.22668008539189
409,1170409,Torre de Moncorvo,0.0632315936626282
410,1170410,Vila Flor,0.0678731248410882
914,1170914,Vila Nova de Foz Côa,0.0304924623115578
1714,1171714,Vila Real,0.340090747919108
401,1180401,Alfândega da Fé,0.0955646650653856
1702,1181702,Boticas,0.244473937086393
402,1180402,Bragança,0.139793184098745
1703,1181703,Chaves,0.401921287832622
405,1180405,Macedo de Cavaleiros,0.128061023894565
406,1180406,Miranda do Douro,0.244050735100057
407,1180407,Mirandela,0.131167417793357
408,1180408,Mogadouro,0.321148161139743
1706,1181706,Montalegre,0.195260481738676
1707,1181707,Murça,0.163277016431445
1712,1181712,Valpaços,0.173516430670585
1713,1181713,Vila Pouca de Aguiar,0.596738991741943
411,1180411,Vimioso,0.120925938497047
412,1180412,Vinhais,0.155018259841485
101,1610101,Águeda,2.2076627827279
102,1610102,Albergaria-a-Velha,2.79438201669878
103,1610103,Anadia,0.872856662789195
105,1610105,Aveiro,1.0874201699977
108,1610108,Estarreja,3.22336163129422
110,1610110,Ílhavo,3.21070672389127
111,1610111,Mealhada,2.39790873936582
112,1610112,Murtosa,2.88295908618899
114,1610114,Oliveira do Bairro,0.939394917305365
115,1610115,Ovar,5.04608140350877
117,1610117,Sever do Vouga,5.19287426900585
118,1610118,Vagos,2.87133504127526
602,1620602,Cantanhede,1.70082577189666
603,1620603,Coimbra,0.473173546929554
604,1620604,Condeixa-a-Nova,0.452334128878282
605,1620605,Figueira da Foz,1.4917981822648
608,1620608,Mira,2.80661242937853
610,1620610,Montemor-o-Velho,1.42976050358659
613,1620613,Penacova,0.777857973212029
615,1620615,Soure,0.379814096645122
1004,1631004,Batalha,2.77048672289909
1009,1631009,Leiria,4.42474953054457
1010,1631010,Marinha Grande,4.64149593495935
1015,1631015,Pombal,2.05790321169161
1016,1631016,Porto de Mós,1.53871548233206
1002,1641002,Alvaiázere,0.799567852437418
1003,1641003,Ansião,1.02921316872428
