"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,21.695
"Trás-os-Montes",2,9.5
"Beira Litoral",3,16.07
"Beira Interior",4,3.86
"Ribatejo e Oeste",5,29.925
"Alentejo",6,19.61
"Algarve",7,17.17
