agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,634,3192,710,2211,1563,3037,2465,1483,3174,2763,3652,537,2878,1333,2425,1117,1238,1364,397,7988,840,985,2992,1221,1529,2622,1622,4130,1621,3029,1609,2475,3053
Trás-os-Montes,2,1419,1299,1048,1261,1176,1203,819,1131,1435,883,1286,821,1447,773,1071,1012,982,1113,581,1126,788,1240,1033,1152,687,1062,429,1809,610,1038,492,1145,1394
Beira Litoral,3,854,2740,671,2408,585,2233,1114,1897,1269,2447,1981,292,2182,1640,1879,1042,845,478,417,2212,1613,1842,3548,2127,2552,1651,651,4387,977,3079,285,2217,2735
Beira Interior,4,708,807,471,808,572,850,608,839,940,888,894,460,1109,642,944,654,688,597,600,772,767,1107,851,1182,792,742,402,940,444,882,396,721,881
Ribatejo e Oeste,5,995,1719,780,1333,541,1525,943,1094,1078,2068,584,440,1134,712,875,359,400,431,207,1075,517,775,533,1087,376,368,655,1265,485,743,220,669,825
Alentejo,6,3058,3547,2013,2947,1787,2509,1714,1914,1400,1260,859,605,746,392,668,593,456,470,451,450,522,642,509,585,511,450,397,842,613,718,380,635,779
Algarve,7,229,1221,268,677,246,677,360,1254,615,856,585,745,839,292,996,531,358,901,473,1350,638,1494,817,1334,901,2320,578,2861,473,2403,260,1607,1980
