Muni_ID,ID,Muni,grazing,fertiliser,sludge,manure,leaching_large,leaching_small,leaching_gw,SUM,nha
806,1500806,Lagoa,1.814,9.978,0.1,2.395,1.397,8.179,57.674,81.537,0.0443618063112078
807,1500807,Lagos,12.824,42.922,0.32,4.431,0.573,43.619,555.526,660.215,0.165841497111279
808,1500808,Loulé,24.823,414.556,2.543,18.274,4.823,5.673,1628.73,2099.422,0.124683572870887
809,1500809,Monchique,35.847,24.591,0,66.014,3.832,0,115.459,245.743,0.0823811599061348
810,1500810,Olhão,0.684,31.443,0.057,0.793,1.622,88.723,307.119,430.441,0.0976721125482188
811,1500811,Portimão,6.348,52.247,0,4.126,2.272,3.266,290.365,358.624,0.118514210178453
812,1500812,São Brás de Alportel,3.644,39.64,0,1.994,0,1.114,145.528,191.92,0.10279592929834
813,1500813,Silves,21.356,310.2,0.251,15.913,2.727,2.135,1610.914,1963.496,0.125246922242776
814,1500814,Tavira,16.382,365.701,0.975,15.185,1.74,3.025,972.753,1375.761,0.112215415986949
815,1500815,Vila do Bispo,8.106,13.281,0.012,1.332,0,0.224,80.124,103.079,0.0403440313111546
816,1500816,Vila Real de Santo António,1.656,25.597,0,1.294,1.42,50.811,12.985,93.763,0.0433485899214055
