Muni_ID,ID,Muni,storage99,storage99_nha
1811,1651811,Penalva do Castelo,207,0.059327667
1814,1651814,Santa Comba Dão,1874,1.204113166
1816,1651816,São Pedro do Sul,1741,0.518862284
1817,1651817,Sátão,1405,0.408229148
1821,1651821,Tondela,4820,0.824090908
1822,1651822,Vila Nova de Paiva,1008,0.411946687
1823,1651823,Viseu,2599,0.319185094
1824,1651824,Vouzela,2657,1.041941314
1413,1661413,Mação,209,0.067760044
506,1660506,Oleiros,150,0.05922844
508,1660508,Proença-a-Nova,238,0.055538642
509,1660509,Sertã,407,0.110100763
510,1660510,Vila de Rei,124,0.18725315
905,1670905,Fornos de Algodres,135,0.035305459
906,1670906,Gouveia,293,0.037199936
912,1670912,Seia,546,0.071315517
902,1680902,Almeida,482,0.019747678
903,1680903,Celorico da Beira,172,0.014968537
904,1680904,Figueira de Castelo Rodrigo,261,0.008880498
907,1680907,Guarda,956,0.037561776
908,1680908,Manteigas,36,0.031929503
909,1680909,Mêda,235,0.020394698
910,1680910,Pinhel,456,0.018909901
911,1680911,Sabugal,1055,0.03821704
913,1680913,Trancoso,453,0.034060955
502,1690502,Castelo Branco,731,0.012950445
505,1690505,Idanha-a-Nova,684,0.007534329
507,1690507,Penamacor,255,0.017799915
511,1690511,Vila Velha de Ródão,229,0.030347642
501,16A0501,Belmonte,174,0.025969464
503,16A0503,Covilhã,594,0.042328403
504,16A0504,Fundão,755,0.027742078
1001,16B1001,Alcobaça,2169,0.216262092
1101,16B1101,Alenquer,5476,0.369840343
1102,16B1102,Arruda dos Vinhos,94,0.025162999
1005,16B1005,Bombarral,1235,0.219214669
1104,16B1104,Cadaval,1115,0.171508157
1006,16B1006,Caldas da Rainha,3648,0.487334831
1108,16B1108,Lourinhã,3434,0.470519651
1011,16B1011,Nazaré,307,0.279225225
1012,16B1012,Óbidos,1215,0.266826868
1014,16B1014,Peniche,996,0.317914449
1112,16B1112,Sobral de Monte Agraço,268,0.079123045
1113,16B1113,Torres Vedras,2747,0.163922257
1401,16C1401,Abrantes,169,0.010816971
1402,16C1402,Alcanena,248,0.064038978
1408,16C1408,Constância,13,0.012421844
1410,16C1410,Entroncamento,5,0.02694296
1411,16C1411,Ferreira do Zêzere,2825,0.723012293
1421,16C1421,Ourém,4275,0.656615838
1417,16C1417,Sardoal,66,0.04878649
1418,16C1418,Tomar,2309,0.292181068
1419,16C1419,Torres Novas,766,0.074322087
1420,16C1420,Vila Nova da Barquinha,157,0.227534384
1115,1711115,Amadora,6,0.020458809
1105,1711105,Cascais,331,0.620109132
1106,1711106,Lisboa,0,0
1107,1711107,Loures,685,0.115705744
1109,1711109,Mafra,2464,0.245885008
1116,1711116,Odivelas,45,0.146543636
1110,1711110,Oeiras,11,0.010733283
1111,1711111,Sintra,684,0.087684008
1114,1711114,Vila Franca de Xira,370,0.037732375
1502,1721502,Alcochete,109,0.029701962
1503,1721503,Almada,58,0.10816233
1504,1721504,Barreiro,21,0.087693327
1506,1721506,Moita,505,0.261475102
1507,1721507,Montijo,527,0.031768278
1508,1721508,Palmela,1588,0.068128128
1510,1721510,Seixal,39,0.038799347
1511,1721511,Sesimbra,93,0.035688411
1512,1721512,Setúbal,194,0.031232278
1501,1811501,Alcácer do Sal,663,0.00732874
1505,1811505,Grândola,323,0.007189591
211,1810211,Odemira,699,0.008981938
1509,1811509,Santiago do Cacém,2803,0.040329968
1513,1811513,Sines,86,0.010185013
1201,1821201,Alter do Chão,274,0.00920725
1202,1821202,Arronches,246,0.009376185
1203,1821203,Avis,245,0.005764293
1204,1821204,Campo Maior,105,0.004958174
1205,1821205,Castelo de Vide,114,0.005489578
1206,1821206,Crato,319,0.012326471
1207,1821207,Elvas,792,0.013782489
1208,1821208,Fronteira,174,0.009796338
1209,1821209,Gavião,124,0.015675661
1210,1821210,Marvão,101,0.009620635
1211,1821211,Monforte,392,0.010375755
707,1820707,Mora,253,0.005733016
1212,1821212,Nisa,235,0.009168441
1213,1821213,Ponte de Sor,414,0.007210647
1214,1821214,Portalegre,464,0.015721568
701,1830701,Alandroal,357,0.00849823
702,1830702,Arraiolos,510,0.009310882
703,1830703,Borba,144,0.017366001
704,1830704,Estremoz,356,0.008629346
705,1830705,Évora,872,0.008020745
706,1830706,Montemor-o-Novo,1260,0.013940901
708,1830708,Mourão,203,0.007368787
709,1830709,Portel,176,0.004538434
710,1830710,Redondo,308,0.011269106
711,1830711,Reguengos de Monsaraz,205,0.005365814
1215,1831215,Sousel,166,0.006893985
712,1830712,Vendas Novas,247,0.014048975
713,1830713,Viana do Alentejo,409,0.011958964
714,1830714,Vila Viçosa,134,0.010220371
201,1840201,Aljustrel,208,0.005303302
202,1840202,Almodôvar,199,0.00526074
203,1840203,Alvito,84,0.00538022
204,1840204,Barrancos,68,0.004863994
205,1840205,Beja,575,0.00634007
206,1840206,Castro Verde,213,0.004456207
207,1840207,Cuba,483,0.035937084
208,1840208,Ferreira do Alentejo,431,0.00887555
209,1840209,Mértola,296,0.003662257
210,1840210,Moura,361,0.005221802
212,1840212,Ourique,275,0.006362047
213,1840213,Serpa,433,0.005158519
214,1840214,Vidigueira,122,0.0042931
1403,1851403,Almeirim,217,0.023551796
1404,1851404,Alpiarça,71,0.00736283
1103,1851103,Azambuja,814,0.071928899
1405,1851405,Benavente,763,0.020797593
1406,1851406,Cartaxo,1090,0.13502559
1407,1851407,Chamusca,287,0.012955189
1409,1851409,Coruche,1023,0.01515704
1412,1851412,Golegã,43,0.00774835
1414,1851414,Rio Maior,4029,0.515365357
1415,1851415,Salvaterra de Magos,286,0.025157784
1416,1851416,Santarém,3555,0.115105157
801,1500801,Albufeira,67,0.012569075
802,1500802,Alcoutim,75,0.006906447
803,1500803,Aljezur,100,0.018778683
804,1500804,Castro Marim,80,0.010091162
805,1500805,Faro,57,0.011435875
806,1500806,Lagoa,30,0.01652224
807,1500807,Lagos,126,0.031566545
808,1500808,Loulé,307,0.01824616
809,1500809,Monchique,135,0.04532024
810,1500810,Olhão,55,0.012486541
811,1500811,Portimão,58,0.019029702
812,1500812,São Brás de Alportel,29,0.015447985
813,1500813,Silves,213,0.013555169
814,1500814,Tavira,145,0.011854309
815,1500815,Vila do Bispo,54,0.021278817
816,1500816,Vila Real de Santo António,23,0.010690159
