Muni_ID,ID,Muni,storage09,storage09_nha
401,1180401,Alfândega da Fé,76,0.006454563
1702,1181702,Boticas,685,0.049501048
402,1180402,Bragança,519,0.014398578
1703,1181703,Chaves,2006,0.102977699
405,1180405,Macedo de Cavaleiros,879,0.040328833
406,1180406,Miranda do Douro,468,0.021444628
407,1180407,Mirandela,1067,0.042947984
408,1180408,Mogadouro,822,0.025053002
1706,1181706,Montalegre,687,0.012475237
1707,1181707,Murça,86,0.018133757
1712,1181712,Valpaços,476,0.021678753
1713,1181713,Vila Pouca de Aguiar,723,0.06264493
411,1180411,Vimioso,227,0.015673097
412,1180412,Vinhais,388,0.022132209
101,1610101,Águeda,985,0.517372322
102,1610102,Albergaria-a-Velha,1741,0.827760179
103,1610103,Anadia,758,0.220058661
105,1610105,Aveiro,178,0.073425543
108,1610108,Estarreja,487,0.153442187
110,1610110,Ílhavo,626,0.761407836
111,1610111,Mealhada,719,0.421033941
112,1610112,Murtosa,259,0.180548371
114,1610114,Oliveira do Bairro,164,0.092431346
115,1610115,Ovar,994,0.594101878
117,1610117,Sever do Vouga,1439,2.2209777
118,1610118,Vagos,423,0.168543237
602,1620602,Cantanhede,835,0.144624413
603,1620603,Coimbra,329,0.063316247
604,1620604,Condeixa-a-Nova,68,0.035602691
605,1620605,Figueira da Foz,648,0.11764849
608,1620608,Mira,418,0.38988894
610,1620610,Montemor-o-Velho,545,0.064489523
613,1620613,Penacova,100,0.126188757
615,1620615,Soure,3805,0.776767504
1004,1631004,Batalha,394,0.398672633
1009,1631009,Leiria,3992,0.819706904
1010,1631010,Marinha Grande,18,0.115525153
1015,1631015,Pombal,1808,0.44020328
1016,1631016,Porto de Mós,367,0.109634013
1002,1641002,Alvaiázere,299,0.208952843
1003,1641003,Ansião,590,0.246971962
601,1640601,Arganil,181,0.129378678
1007,1641007,Castanheira de Pêra,11,0.122751772
1008,1641008,Figueiró dos Vinhos,42,0.108689209
606,1640606,Góis,16,0.095263142
607,1640607,Lousã,239,0.582196425
609,1640609,Miranda do Corvo,49,0.070804145
611,1640611,Oliveira do Hospital,3258,1.095974547
612,1640612,Pampilhosa da Serra,46,0.105201309
1013,1641013,Pedrógão Grande,33,0.066924852
614,1640614,Penela,58,0.051186362
616,1640616,Tábua,126,0.059092967
617,1640617,Vila Nova de Poiares,26,0.10026969
901,1650901,Aguiar da Beira,1238,0.412896041
1802,1651802,Carregal do Sal,462,0.328213757
1803,1651803,Castro Daire,886,0.287140991
1806,1651806,Mangualde,382,0.101623499
1808,1651808,Mortágua,1227,1.435287844
1809,1651809,Nelas,569,0.205340587
1810,1651810,Oliveira de Frades,3623,2.433329686
1811,1651811,Penalva do Castelo,194,0.075353283
1814,1651814,Santa Comba Dão,971,0.788309825
1816,1651816,São Pedro do Sul,2569,0.678445088
1817,1651817,Sátão,1494,0.541183188
1821,1651821,Tondela,3211,0.766104281
1822,1651822,Vila Nova de Paiva,1207,0.753602963
1823,1651823,Viseu,1069,0.183387797
1824,1651824,Vouzela,2291,1.135437613
1413,1661413,Mação,92,0.056684518
506,1660506,Oleiros,377,0.316339054
508,1660508,Proença-a-Nova,164,0.040023269
509,1660509,Sertã,302,0.122768216
510,1660510,Vila de Rei,69,0.204089379
905,1670905,Fornos de Algodres,186,0.065735296
906,1670906,Gouveia,304,0.045700025
912,1670912,Seia,196,0.036097396
902,1680902,Almeida,191,0.009668168
903,1680903,Celorico da Beira,105,0.012562793
904,1680904,Figueira de Castelo Rodrigo,150,0.006279085
907,1680907,Guarda,412,0.021429028
908,1680908,Manteigas,17,0.060315691
909,1680909,Mêda,184,0.019859832
910,1680910,Pinhel,367,0.019452242
911,1680911,Sabugal,254,0.012694803
913,1680913,Trancoso,257,0.023113532
502,1690502,Castelo Branco,405,0.009599304
505,1690505,Idanha-a-Nova,607,0.007575531
507,1690507,Penamacor,129,0.010644064
511,1690511,Vila Velha de Ródão,79,0.014063305
501,16A0501,Belmonte,81,0.016358855
503,16A0503,Covilhã,266,0.024656121
504,16A0504,Fundão,392,0.015208805
1001,16B1001,Alcobaça,664,0.090688137
1101,16B1101,Alenquer,1277,0.116763836
1102,16B1102,Arruda dos Vinhos,224,0.079714713
1005,16B1005,Bombarral,1961,0.462771694
1104,16B1104,Cadaval,331,0.066268309
1006,16B1006,Caldas da Rainha,1603,0.345119512
1108,16B1108,Lourinhã,3158,0.559982098
1011,16B1011,Nazaré,43,0.045561154
1012,16B1012,Óbidos,1389,0.44461696
1014,16B1014,Peniche,410,0.168524459
1112,16B1112,Sobral de Monte Agraço,197,0.076448319
1113,16B1113,Torres Vedras,3698,0.254486369
1401,16C1401,Abrantes,173,0.013359729
1402,16C1402,Alcanena,131,0.030001794
1408,16C1408,Constância,2,0.004000659
1410,16C1410,Entroncamento,4,0.007491582
1411,16C1411,Ferreira do Zêzere,3748,1.656325267
1421,16C1421,Ourém,4134,0.955544947
1417,16C1417,Sardoal,27,0.020601922
1418,16C1418,Tomar,2037,0.300955054
1419,16C1419,Torres Novas,430,0.043417584
1420,16C1420,Vila Nova da Barquinha,4,0.010484894
1115,1711115,Amadora,0,0.007019679
1105,1711105,Cascais,3,0.012343985
1106,1711106,Lisboa,0,0.001393055
1107,1711107,Loures,506,0.118097286
1109,1711109,Mafra,1739,0.187287822
1116,1711116,Odivelas,15,0.030955117
1110,1711110,Oeiras,0,0.00089221
1111,1711111,Sintra,292,0.056699779
1114,1711114,Vila Franca de Xira,225,0.016754559
1502,1721502,Alcochete,48,0.014126706
1503,1721503,Almada,22,0.051396161
1504,1721504,Barreiro,11,0.067504306
1506,1721506,Moita,137,0.14719738
1507,1721507,Montijo,288,0.019216602
1508,1721508,Palmela,1284,0.043979381
1510,1721510,Seixal,5,0.007516246
1511,1721511,Sesimbra,22,0.011876957
1512,1721512,Setúbal,60,0.02072845
1501,1811501,Alcácer do Sal,430,0.004430201
1505,1811505,Grândola,251,0.006586454
211,1810211,Odemira,632,0.00904734
1509,1811509,Santiago do Cacém,428,0.006928675
1513,1811513,Sines,71,0.008004532
1201,1821201,Alter do Chão,271,0.008152592
1202,1821202,Arronches,173,0.006712848
1203,1821203,Avis,257,0.005510508
1204,1821204,Campo Maior,134,0.007265088
1205,1821205,Castelo de Vide,88,0.004365154
1206,1821206,Crato,197,0.007401831
1207,1821207,Elvas,890,0.017165636
1208,1821208,Fronteira,134,0.006228857
1209,1821209,Gavião,42,0.002918006
1210,1821210,Marvão,39,0.004584166
1211,1821211,Monforte,308,0.008005499
707,1820707,Mora,206,0.005035095
1212,1821212,Nisa,156,0.005585616
1213,1821213,Ponte de Sor,270,0.004803769
1214,1821214,Portalegre,245,0.008871443
701,1830701,Alandroal,321,0.007321021
702,1830702,Arraiolos,447,0.007708985
703,1830703,Borba,106,0.012493804
704,1830704,Estremoz,219,0.005732312
705,1830705,Évora,744,0.006962871
706,1830706,Montemor-o-Novo,866,0.008144108
708,1830708,Mourão,153,0.007179161
709,1830709,Portel,327,0.007955998
710,1830710,Redondo,299,0.009858069
711,1830711,Reguengos de Monsaraz,152,0.005239582
1215,1831215,Sousel,130,0.006313642
712,1830712,Vendas Novas,738,0.047158394
713,1830713,Viana do Alentejo,304,0.00765055
714,1830714,Vila Viçosa,130,0.00822565
201,1840201,Aljustrel,205,0.005257463
202,1840202,Almodôvar,198,0.005078024
203,1840203,Alvito,212,0.009224072
204,1840204,Barrancos,66,0.005175381
205,1840205,Beja,305,0.003148992
206,1840206,Castro Verde,215,0.004227756
207,1840207,Cuba,136,0.009333538
208,1840208,Ferreira do Alentejo,230,0.004250059
209,1840209,Mértola,346,0.003840064
210,1840210,Moura,360,0.004926311
212,1840212,Ourique,221,0.004977946
213,1840213,Serpa,469,0.00541718
214,1840214,Vidigueira,71,0.003110331
1403,1851403,Almeirim,81,0.008439668
1404,1851404,Alpiarça,14,0.002888826
1103,1851103,Azambuja,419,0.037608157
1405,1851405,Benavente,823,0.028575757
1406,1851406,Cartaxo,375,0.053793676
1407,1851407,Chamusca,245,0.007594124
1409,1851409,Coruche,495,0.008864758
1412,1851412,Golegã,15,0.00257224
1414,1851414,Rio Maior,2955,0.320240046
1415,1851415,Salvaterra de Magos,306,0.037294943
1416,1851416,Santarém,2144,0.092920924
801,1500801,Albufeira,21,0.006298232
802,1500802,Alcoutim,39,0.003094575
803,1500803,Aljezur,55,0.013103133
804,1500804,Castro Marim,60,0.008349151
805,1500805,Faro,24,0.005955226
806,1500806,Lagoa,14,0.009455518
807,1500807,Lagos,44,0.018610096
808,1500808,Loulé,69,0.004953284
809,1500809,Monchique,57,0.027143375
810,1500810,Olhão,14,0.005425672
811,1500811,Portimão,58,0.024032233
812,1500812,São Brás de Alportel,15,0.004976824
813,1500813,Silves,90,0.007447283
814,1500814,Tavira,48,0.004343583
815,1500815,Vila do Bispo,39,0.007978092
816,1500816,Vila Real de Santo António,11,0.008937261
