Muni_ID,ID,Muni,storage99,storage99_nha
1707,1181707,Murça,330,0.0674528
1712,1181712,Valpaços,1944,0.074203754
1713,1181713,Vila Pouca de Aguiar,2473,0.221193768
411,1180411,Vimioso,607,0.041238872
412,1180412,Vinhais,1351,0.059154409
101,1610101,Águeda,2543,0.871456564
102,1610102,Albergaria-a-Velha,2025,0.780450797
103,1610103,Anadia,1595,0.309148253
105,1610105,Aveiro,1024,0.352797277
108,1610108,Estarreja,2662,0.830952197
110,1610110,Ílhavo,1485,1.593225676
111,1610111,Mealhada,1910,0.738573335
112,1610112,Murtosa,1081,0.67332213
114,1610114,Oliveira do Bairro,776,0.312893997
115,1610115,Ovar,2354,1.238875301
117,1610117,Sever do Vouga,2351,2.577704894
118,1610118,Vagos,3285,0.935198646
602,1620602,Cantanhede,4192,0.495266259
603,1620603,Coimbra,947,0.145821796
604,1620604,Condeixa-a-Nova,482,0.16441212
605,1620605,Figueira da Foz,2430,0.35820065
608,1620608,Mira,1790,1.011120462
610,1620610,Montemor-o-Velho,3182,0.349310022
613,1620613,Penacova,444,0.336704989
615,1620615,Soure,840,0.129272876
1004,1631004,Batalha,3301,1.547032561
1009,1631009,Leiria,14777,1.771173656
1010,1631010,Marinha Grande,385,1.342714237
1015,1631015,Pombal,6161,0.808719556
1016,1631016,Porto de Mós,3177,0.528784405
1002,1641002,Alvaiázere,677,0.334413952
1003,1641003,Ansião,1018,0.314314246
601,1640601,Arganil,290,0.187446384
1007,1641007,Castanheira de Pêra,24,0.277974577
1008,1641008,Figueiró dos Vinhos,324,0.478004634
606,1640606,Góis,199,0.35600806
607,1640607,Lousã,307,0.530912489
609,1640609,Miranda do Corvo,329,0.330346226
611,1640611,Oliveira do Hospital,1252,0.298975284
612,1640612,Pampilhosa da Serra,80,0.211514399
1013,1641013,Pedrógão Grande,148,0.24095956
614,1640614,Penela,286,0.161712702
616,1640616,Tábua,648,0.288697626
617,1640617,Vila Nova de Poiares,134,0.27852811
901,1650901,Aguiar da Beira,939,0.240908472
1802,1651802,Carregal do Sal,515,0.29257296
1803,1651803,Castro Daire,1554,0.349577687
1806,1651806,Mangualde,1567,0.312740291
1808,1651808,Mortágua,2706,2.110633601
1809,1651809,Nelas,487,0.171430116
1810,1651810,Oliveira de Frades,2382,1.278771815
1811,1651811,Penalva do Castelo,389,0.111539422
1814,1651814,Santa Comba Dão,3003,1.930170643
1816,1651816,São Pedro do Sul,1656,0.493614889
1817,1651817,Sátão,2790,0.810793623
1821,1651821,Tondela,2619,0.447762612
1822,1651822,Vila Nova de Paiva,1465,0.598682971
1823,1651823,Viseu,3047,0.374193676
1824,1651824,Vouzela,2482,0.973448459
1413,1661413,Mação,689,0.223638506
506,1660506,Oleiros,356,0.140343111
508,1660508,Proença-a-Nova,586,0.136451132
509,1660509,Sertã,1421,0.384782274
510,1660510,Vila de Rei,179,0.271297271
905,1670905,Fornos de Algodres,322,0.084419833
906,1670906,Gouveia,470,0.059657468
912,1670912,Seia,824,0.107684217
902,1680902,Almeida,1667,0.068232853
903,1680903,Celorico da Beira,460,0.040013955
904,1680904,Figueira de Castelo Rodrigo,724,0.02468864
907,1680907,Guarda,2693,0.105844463
908,1680908,Manteigas,92,0.081071232
909,1680909,Mêda,607,0.052659492
910,1680910,Pinhel,1356,0.056258987
911,1680911,Sabugal,2954,0.106999247
913,1680913,Trancoso,1230,0.092511173
502,1690502,Castelo Branco,2309,0.040922381
505,1690505,Idanha-a-Nova,1795,0.019777305
507,1690507,Penamacor,701,0.048891348
511,1690511,Vila Velha de Ródão,653,0.08672058
501,16A0501,Belmonte,504,0.075349758
503,16A0503,Covilhã,1901,0.135577848
504,16A0504,Fundão,2221,0.081580326
1001,16B1001,Alcobaça,13435,1.339316174
1101,16B1101,Alenquer,2500,0.168865674
1102,16B1102,Arruda dos Vinhos,780,0.209796142
1005,16B1005,Bombarral,765,0.135727586
1104,16B1104,Cadaval,2585,0.397569508
1006,16B1006,Caldas da Rainha,6239,0.833359991
1108,16B1108,Lourinhã,5962,0.816816482
1011,16B1011,Nazaré,1007,0.916502384
1012,16B1012,Óbidos,844,0.185294671
1014,16B1014,Peniche,1821,0.581249776
1112,16B1112,Sobral de Monte Agraço,1178,0.348190458
1113,16B1113,Torres Vedras,5731,0.341960867
1401,16C1401,Abrantes,571,0.036583456
1402,16C1402,Alcanena,722,0.186212995
1408,16C1408,Constância,129,0.123217209
1410,16C1410,Entroncamento,12,0.069436346
1411,16C1411,Ferreira do Zêzere,2270,0.581075846
1421,16C1421,Ourém,3220,0.494504513
1417,16C1417,Sardoal,151,0.111272225
1418,16C1418,Tomar,1532,0.193764211
1419,16C1419,Torres Novas,1241,0.120371917
1420,16C1420,Vila Nova da Barquinha,69,0.100119276
1115,1711115,Amadora,14,0.049040775
1105,1711105,Cascais,128,0.240239793
1106,1711106,Lisboa,0,0
1107,1711107,Loures,741,0.125209102
1109,1711109,Mafra,4565,0.45546258
1116,1711116,Odivelas,178,0.584539693
1110,1711110,Oeiras,30,0.028377736
1111,1711111,Sintra,1878,0.240764591
1114,1711114,Vila Franca de Xira,863,0.088090719
1502,1721502,Alcochete,1089,0.296251378
1503,1721503,Almada,141,0.262895799
1504,1721504,Barreiro,67,0.279415612
1506,1721506,Moita,2063,1.067428182
1507,1721507,Montijo,4709,0.283633875
1508,1721508,Palmela,7718,0.331211312
1510,1721510,Seixal,492,0.492491783
1511,1721511,Sesimbra,238,0.091306164
1512,1721512,Setúbal,555,0.089399935
1501,1811501,Alcácer do Sal,2400,0.02654044
1505,1811505,Grândola,2376,0.052823181
211,1810211,Odemira,2431,0.031257515
1509,1811509,Santiago do Cacém,5115,0.07360341
1513,1811513,Sines,491,0.058070215
1201,1821201,Alter do Chão,751,0.025261364
1202,1821202,Arronches,910,0.034724273
1203,1821203,Avis,793,0.018686832
1204,1821204,Campo Maior,270,0.012800407
1205,1821205,Castelo de Vide,299,0.014439763
1206,1821206,Crato,821,0.031665445
1207,1821207,Elvas,2326,0.040469302
1208,1821208,Fronteira,702,0.039433839
1209,1821209,Gavião,301,0.038070024
1210,1821210,Marvão,312,0.029795536
1211,1821211,Monforte,1106,0.029304967
707,1820707,Mora,1058,0.023983433
1212,1821212,Nisa,644,0.025167708
1213,1821213,Ponte de Sor,1518,0.026440348
1214,1821214,Portalegre,1400,0.047472586
701,1830701,Alandroal,1274,0.030313243
702,1830702,Arraiolos,2493,0.045477223
703,1830703,Borba,772,0.093306062
704,1830704,Estremoz,1746,0.042310636
705,1830705,Évora,2721,0.025019306
706,1830706,Montemor-o-Novo,6553,0.072501067
708,1830708,Mourão,587,0.021364364
709,1830709,Portel,675,0.017371654
710,1830710,Redondo,1139,0.041677734
711,1830711,Reguengos de Monsaraz,942,0.024670304
1215,1831215,Sousel,848,0.035234519
712,1830712,Vendas Novas,860,0.048977788
713,1830713,Viana do Alentejo,1751,0.051223928
714,1830714,Vila Viçosa,415,0.031624842
201,1840201,Aljustrel,626,0.015989629
202,1840202,Almodôvar,816,0.021558848
203,1840203,Alvito,218,0.013931301
204,1840204,Barrancos,311,0.022387357
205,1840205,Beja,1335,0.014709921
206,1840206,Castro Verde,633,0.013273522
207,1840207,Cuba,1660,0.123648206
208,1840208,Ferreira do Alentejo,1258,0.025894183
209,1840209,Mértola,922,0.011400775
210,1840210,Moura,1243,0.017990212
212,1840212,Ourique,1154,0.026738774
213,1840213,Serpa,1467,0.017465703
214,1840214,Vidigueira,391,0.013774998
1403,1851403,Almeirim,472,0.051167135
1404,1851404,Alpiarça,374,0.03864443
1103,1851103,Azambuja,2952,0.260848916
1405,1851405,Benavente,2207,0.060177443
1406,1851406,Cartaxo,2659,0.329261009
1407,1851407,Chamusca,1134,0.051227866
1409,1851409,Coruche,3421,0.050706711
1412,1851412,Golegã,114,0.020481607
1414,1851414,Rio Maior,7234,0.925347147
1415,1851415,Salvaterra de Magos,1432,0.125929028
1416,1851416,Santarém,8517,0.275743306
801,1500801,Albufeira,146,0.027530373
802,1500802,Alcoutim,201,0.018543846
803,1500803,Aljezur,327,0.061249157
804,1500804,Castro Marim,226,0.028681168
805,1500805,Faro,376,0.075461597
806,1500806,Lagoa,167,0.090678489
807,1500807,Lagos,322,0.080986013
808,1500808,Loulé,598,0.035486434
809,1500809,Monchique,1201,0.402729691
810,1500810,Olhão,124,0.028217402
811,1500811,Portimão,200,0.065977997
812,1500812,São Brás de Alportel,71,0.038159391
813,1500813,Silves,772,0.049227998
814,1500814,Tavira,331,0.02702783
815,1500815,Vila do Bispo,132,0.051767072
816,1500816,Vila Real de Santo António,58,0.02682791
