Muni_ID,ID,Muni,storage09,storage09_nha
1601,1111601,Arcos de Valdevez,1172.566376,0.063457429
1602,1111602,Caminha,926.7835693,0.281525993
1603,1111603,Melgaço,388.0604125,0.024545251
1604,1111604,Monção,816.7903801,0.120098571
1605,1111605,Paredes de Coura,1291.494825,0.327043511
1606,1111606,Ponte da Barca,1382.462739,0.360956329
1607,1111607,Ponte de Lima,3750.88521,0.424212306
1608,1111608,Valença,432.904639,0.156906357
1609,1111609,Viana do Castelo,1643.226744,0.232323872
1610,1111610,Vila Nova de Cerveira,264.0266311,0.192299076
301,1120301,Amares,1053.886518,0.546621638
302,1120302,Barcelos,12311.89976,1.120791967
303,1120303,Braga,2167.312385,0.587506746
306,1120306,Esposende,1932.03539,0.917395722
310,1120310,Terras de Bouro,756.0703482,0.111416202
313,1120313,Vila Verde,2054.965214,0.402618576
307,1130307,Fafe,3936.143245,1.301204379
308,1130308,Guimarães,1858.86021,0.432494232
309,1130309,Póvoa de Lanhoso,700.2377292,0.344435676
1314,1131314,Santo Tirso,944.2332015,0.4343299
1318,1131318,Trofa,1702.381962,1.063324149
311,1130311,Vieira do Minho,593.7854691,0.100335497
312,1130312,Vila Nova de Famalicão,4680.813794,0.878696038
314,1130314,Vizela,101.7861045,0.240629089
107,1140107,Espinho,73.01084945,1.043012135
1304,1141304,Gondomar,363.0548005,0.299303216
1306,1141306,Maia,1344.55077,0.782170314
1308,1141308,Matosinhos,1028.64881,0.896816748
1312,1141312,Porto,5.680703954,0.138553755
1313,1141313,Póvoa de Varzim,4454.164504,1.339195581
1315,1141315,Valongo,5080.098545,7.732265669
1316,1141316,Vila do Conde,8435.70336,1.384263761
1317,1141317,Vila Nova de Gaia,244.9080379,0.259711599
1301,1151301,Amarante,835.1472483,0.095467221
1302,1151302,Baião,527.5514093,0.108773486
304,1150304,Cabeceiras de Basto,1068.175625,0.190813795
106,1150106,Castelo de Paiva,372.6905482,0.27688748
305,1150305,Celorico de Basto,681.056223,0.21078806
1804,1151804,Cinfães,504.829029,0.113317403
1303,1151303,Felgueiras,1180.134558,0.404987837
1305,1151305,Lousada,580.1325902,0.242530347
1307,1151307,Marco de Canaveses,395.986,0.123168274
1705,1151705,Mondim de Basto,309.2670604,0.05787183
1309,1151309,Paços de Ferreira,477.1380364,0.463690997
1310,1151310,Paredes,724.1459479,0.362980425
1311,1151311,Penafiel,775.0478511,0.23607915
1813,1151813,Resende,296.4329719,0.087007036
1709,1151709,Ribeira de Pena,533.3867186,0.072718026
104,1160104,Arouca,1191.026779,0.267226112
113,1160113,Oliveira de Azeméis,1801.677863,1.123941274
109,1160109,Santa Maria da Feira,791.3758905,0.638206363
116,1160116,São João da Madeira,8.08704,0
119,1160119,Vale de Cambra,445.1385266,0.237787674
1701,1171701,Alijó,232.5064798,0.0269479
1801,1171801,Armamar,94.35755,0.020792761
403,1170403,Carrazeda de Ansiães,208.3660584,0.030664615
404,1170404,Freixo de Espada à Cinta,86.83031811,0.01207486
1805,1171805,Lamego,196.5160019,0.03642558
1704,1171704,Mesão Frio,16.68405517,0.015534502
1807,1171807,Moimenta da Beira,945.3181709,0.223638082
1812,1171812,Penedono,167.2169041,0.048370525
1708,1171708,Peso da Régua,85.48606573,0.020368374
1710,1171710,Sabrosa,2326.528458,0.457707743
1711,1171711,Santa Marta de Penaguião,60.87864242,0.016995713
1815,1171815,São João da Pesqueira,86.42507206,0.006594817
1818,1171818,Sernancelhe,1129.734941,0.222520177
1819,1171819,Tabuaço,93.33812399,0.022821057
1820,1171820,Tarouca,905.9242659,0.481106886
409,1170409,Torre de Moncorvo,1265.890069,0.088449558
410,1170410,Vila Flor,148.6901608,0.016045124
914,1170914,Vila Nova de Foz Côa,56.83330353,0.004477178
1714,1171714,Vila Real,1989.686361,0.18813222
401,1180401,Alfândega da Fé,184.8718437,0.015719058
1702,1181702,Boticas,1704.129333,0.123068487
402,1180402,Bragança,1287.075504,0.035721337
1703,1181703,Chaves,5341.500748,0.274204351
405,1180405,Macedo de Cavaleiros,2173.255535,0.099676904
406,1180406,Miranda do Douro,1047.989664,0.04804427
407,1180407,Mirandela,2708.185917,0.109051539
408,1180408,Mogadouro,2553.63926,0.077861977
1706,1181706,Montalegre,1771.65494,0.0321733
1707,1181707,Murça,214.5897424,0.045157774
1712,1181712,Valpaços,1202.160473,0.054738206
1713,1181713,Vila Pouca de Aguiar,1944.958248,0.168569791
411,1180411,Vimioso,549.7441218,0.037895094
412,1180412,Vinhais,1044.192627,0.059627263
101,1610101,Águeda,1289.071074,0.677388899
102,1610102,Albergaria-a-Velha,1320.521912,0.627922925
103,1610103,Anadia,1071.012013,0.310798611
105,1610105,Aveiro,514.6625018,0.212319514
108,1610108,Estarreja,1572.80327,0.49568335
110,1610110,Ílhavo,1590.508431,1.934925099
111,1610111,Mealhada,614.0008013,0.359485247
112,1610112,Murtosa,877.109248,0.61037526
114,1610114,Oliveira do Bairro,465.3030952,0.261553173
115,1610115,Ovar,1430.256581,0.854905308
117,1610117,Sever do Vouga,1454.188426,2.244117941
118,1610118,Vagos,975.9784519,0.388681184
602,1620602,Cantanhede,2545.813851,0.440833567
603,1620603,Coimbra,515.7203776,0.099329811
604,1620604,Condeixa-a-Nova,152.8189578,0.080262058
605,1620605,Figueira da Foz,1262.241169,0.229123465
608,1620608,Mira,1426.912051,1.332317508
610,1620610,Montemor-o-Velho,2020.66473,0.23921685
613,1620613,Penacova,241.56886,0.304626557
615,1620615,Soure,1240.721243,0.253311809
1004,1631004,Batalha,923.2858558,0.934499854
1009,1631009,Leiria,11088.40213,2.276879288
1010,1631010,Marinha Grande,41.52923387,0.26967035
1015,1631015,Pombal,2824.959376,0.687672682
1016,1631016,Porto de Mós,4971.585589,1.4840554
1002,1641002,Alvaiázere,244.8608549,0.170872892
1003,1641003,Ansião,496.8431024,0.207884143
601,1640601,Arganil,185.1765425,0.132647953
1007,1641007,Castanheira de Pêra,26.78511103,0.297612345
1008,1641008,Figueiró dos Vinhos,99.72418945,0.261058088
606,1640606,Góis,179.7346595,1.057262703
607,1640607,Lousã,592.9982263,1.446337137
609,1640609,Miranda do Corvo,115.1849726,0.166693159
611,1640611,Oliveira do Hospital,7993.836189,2.688811365
612,1640612,Pampilhosa da Serra,102.2645798,0.231367828
1013,1641013,Pedrógão Grande,71.40239191,0.146316377
614,1640614,Penela,136.2110499,0.120434173
616,1640616,Tábua,297.245349,0.139224988
617,1640617,Vila Nova de Poiares,63.44530255,0.24308545
901,1650901,Aguiar da Beira,819.7849864,0.27335278
1802,1651802,Carregal do Sal,354.7700542,0.251788541
1803,1651803,Castro Daire,724.3529043,0.234874483
1806,1651806,Mangualde,583.0043768,0.155178168
1808,1651808,Mortágua,2405.797341,2.813798059
1809,1651809,Nelas,324.6354763,0.117239247
1810,1651810,Oliveira de Frades,1934.433213,1.299149237
1811,1651811,Penalva do Castelo,181.4101492,0.070314011
1814,1651814,Santa Comba Dão,1883.844724,1.529094743
1816,1651816,São Pedro do Sul,1366.949857,0.361053845
1817,1651817,Sátão,1386.042957,0.50200759
1821,1651821,Tondela,1491.425747,0.355863934
1822,1651822,Vila Nova de Paiva,1448.202854,0.903996788
1823,1651823,Viseu,1141.134269,0.195835639
1824,1651824,Vouzela,2352.03615,1.16552832
1413,1661413,Mação,234.5521963,0.144964275
506,1660506,Oleiros,923.6051842,0.774187078
508,1660508,Proença-a-Nova,364.6968898,0.088950461
509,1660509,Sertã,1070.324925,0.43456148
510,1660510,Vila de Rei,103.145493,0.303369097
905,1670905,Fornos de Algodres,185.6073418,0.065516181
906,1670906,Gouveia,349.6582234,0.052596002
912,1670912,Seia,365.5749116,0.067275471
902,1680902,Almeida,816.8499828,0.041244634
903,1680903,Celorico da Beira,273.3007591,0.032817094
904,1680904,Figueira de Castelo Rodrigo,405.2902988,0.016984046
907,1680907,Guarda,1121.482919,0.058264906
908,1680908,Manteigas,44.06628993,0.153007951
909,1680909,Mêda,210.8953337,0.022792104
910,1680910,Pinhel,660.7191586,0.034973489
911,1680911,Sabugal,663.0171481,0.033159147
913,1680913,Trancoso,558.3604493,0.050189703
502,1690502,Castelo Branco,1006.369548,0.023842535
505,1690505,Idanha-a-Nova,1674.426374,0.020889595
507,1690507,Penamacor,361.5050105,0.02990858
511,1690511,Vila Velha de Ródão,201.1854721,0.035639588
501,16A0501,Belmonte,214.6890246,0.043415374
503,16A0503,Covilhã,759.9301454,0.070416062
504,16A0504,Fundão,1220.482844,0.047355094
1001,16B1001,Alcobaça,7234.294843,0.98734746
