"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
1601,"1111601","Arcos de Valdevez",10.43,2.43,7.99
1602,"1111602","Caminha",16.49,4.73,11.76
1603,"1111603","Melgaço",3.91,0.2,3.71
1604,"1111604","Monção",26.32,6.71,19.6
1605,"1111605","Paredes de Coura",24.88,13.06,11.82
1606,"1111606","Ponte da Barca",19.38,5.94,13.43
1607,"1111607","Ponte de Lima",49.48,33.38,16.09
1608,"1111608","Valença",26.82,15.67,11.16
1609,"1111609","Viana do Castelo",48.67,26.13,22.55
1610,"1111610","Vila Nova de Cerveira",34.24,15.94,18.3
301,"1120301","Amares",48.31,55.58,-7.27
302,"1120302","Barcelos",80.45,202.84,-122.4
303,"1120303","Braga",85.45,111.38,-25.93
306,"1120306","Esposende",109.36,162.69,-53.32
310,"1120310","Terras de Bouro",13.76,1.49,12.27
313,"1120313","Vila Verde",62.19,56.92,5.27
307,"1130307","Fafe",86.28,52.82,33.46
308,"1130308","Guimarães",81.89,76.48,5.42
309,"1130309","Póvoa de Lanhoso",70.18,63.3,6.88
1314,"1131314","Santo Tirso",76.94,91.86,-14.91
1318,"1131318","Trofa",77.87,189.37,-111.5
311,"1130311","Vieira do Minho",11.78,5.52,6.26
312,"1130312","Vila Nova de Famalicão",79.61,163.68,-84.08
314,"1130314","Vizela",90.02,55.2,34.82
107,"1140107","Espinho",102.78,204.59,-101.81
1304,"1141304","Gondomar",68.65,64.97,3.68
1306,"1141306","Maia",63.7,167.47,-103.77
1308,"1141308","Matosinhos",62.3,183.89,-121.59
1312,"1141312","Porto",40.98,28.19,12.78
1313,"1141313","Póvoa de Varzim",77.78,289.22,-211.44
1315,"1141315","Valongo",53.13,176.41,-123.28
1316,"1141316","Vila do Conde",66.1,264.05,-197.96
1317,"1141317","Vila Nova de Gaia",78.12,56.84,21.28
1301,"1151301","Amarante",38.54,8.23,30.31
1302,"1151302","Baião",27.69,9.04,18.65
304,"1150304","Cabeceiras de Basto",19.12,11.16,7.96
106,"1150106","Castelo de Paiva",84.55,49.6,34.95
305,"1150305","Celorico de Basto",83.81,52.67,31.14
1804,"1151804","Cinfães",29.57,13.69,15.88
1303,"1151303","Felgueiras",47.71,60.61,-12.89
1305,"1151305","Lousada",60.74,47.88,12.86
1307,"1151307","Marco de Canaveses",61.37,26.3,35.08
1705,"1151705","Mondim de Basto",20.13,4.27,15.86
1309,"1151309","Paços de Ferreira",68.92,94.04,-25.12
1310,"1151310","Paredes",57.54,57.35,0.2
1311,"1151311","Penafiel",41.55,50.84,-9.28
1813,"1151813","Resende",25.28,8.47,16.81
1709,"1151709","Ribeira de Pena",13.95,4.43,9.52
104,"1160104","Arouca",25.73,28.63,-2.91
113,"1160113","Oliveira de Azeméis",65.58,209.29,-143.71
109,"1160109","Santa Maria da Feira",79.43,118.67,-39.25
116,"1160116","São João da Madeira",NA,NA,NA
119,"1160119","Vale de Cambra",29.56,20.37,9.19
1701,"1171701","Alijó",26.49,4.63,21.87
1801,"1171801","Armamar",32.05,4.43,27.62
