"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","olive_grove","vineyard","total"
1601,"1111601","Arcos de Valdevez",0,14.04,0.08,0,1.92,0,0,3.56,7.12,0,3.78,0,59.84,0,3.52,0,7.76,0,2.34,3.85,0.21,3.71,854.98,966.71
1602,"1111602","Caminha",0,22.95,0.16,0,0.42,0,0,0,3.56,0,0,0,0,0,10.56,0,3.88,0,0,0,0,1.59,92.59,135.71
1603,"1111603","Melgaço",0,0.81,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.72,348.61
1604,"1111604","Monção",0,4.86,0.16,0,2.73,0,0,0,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0.53,1339.6,1354.92
1605,"1111605","Paredes de Coura",0,8.1,0.32,0,0.28,0,0,0,0,0,0,0,10.56,0,0,0,15.52,0,0,0,0,4.24,51.22,90.24
1606,"1111606","Ponte da Barca",0,2.7,0,0,0.72,0,0,0,35.6,0,0,0,14.08,0,0,0,0,0,0,0,0.21,5.3,504.32,562.93
1607,"1111607","Ponte de Lima",0,120.42,0.98,0,3.12,0,0.1,10.68,74.76,0,22.68,0,397.76,0,17.6,0,124.16,1.53,4.68,7.7,1.05,56.18,2005.46,2848.86
1608,"1111608","Valença",0,35.37,0.77,0,0.56,0,0,0,0,0,0,0,3.52,0,3.52,0,3.88,0,0,0,0.21,0,395.97,443.8
1609,"1111609","Viana do Castelo",0,159.84,0.32,0,1.95,0,0,3.56,28.48,0,7.56,0,42.24,0,7.04,0,23.28,0,4.7,3.85,0.84,21.73,738.75,1044.14
1610,"1111610","Vila Nova de Cerveira",0,10.26,0,0,0.14,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0.53,57.13,71.58
301,"1120301","Amares",0,16.47,0.49,0,0.96,0,0,7.12,74.76,0,3.78,0,24.64,0,17.6,0,7.76,0,2.34,7.7,0,8.48,910.14,1082.24
302,"1120302","Barcelos",0,45.09,0.16,0,1.08,0,0,3.56,35.6,0,11.34,0,35.2,0,10.56,0,34.92,1.53,7.02,7.7,0.42,4.24,1361.27,1559.69
303,"1120303","Braga",0,25.65,0,0,0.96,0,0,7.12,28.48,0,3.78,0,10.56,0,38.72,0,50.44,1.53,16.38,7.7,0.84,4.24,687.53,883.93
