"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
1601,"1111601","Arcos de Valdevez",176179.29,652523.66,-476344.37
1602,"1111602","Caminha",53374.35,78537.44,-25163.09
1603,"1111603","Melgaço",58662.44,219665.46,-161003.02
1604,"1111604","Monção",158025.2,276750.85,-118725.65
1605,"1111605","Paredes de Coura",66561.66,191233.8,-124672.14
1606,"1111606","Ponte da Barca",64388.54,160983.41,-96594.87
1607,"1111607","Ponte de Lima",405014.13,552132.47,-147118.34
1608,"1111608","Valença",62930.83,114944.93,-52014.1
1609,"1111609","Viana do Castelo",363161.95,450891.44,-87729.49
1610,"1111610","Vila Nova de Cerveira",41773.57,80613.38,-38839.81
301,"1120301","Amares",63813.7,94178.09,-30364.39
302,"1120302","Barcelos",889413.32,2276252.26,-1386838.94
303,"1120303","Braga",264796.81,359449.21,-94652.4
306,"1120306","Esposende",251648.37,380249.6,-128601.23
310,"1120310","Terras de Bouro",84597.45,145970.34,-61372.89
313,"1120313","Vila Verde",236060.6,335296.11,-99235.51
307,"1130307","Fafe",171090.76,130484.58,40606.18
308,"1130308","Guimarães",299637.55,307545.87,-7908.32
309,"1130309","Póvoa de Lanhoso",104433.55,125855.75,-21422.2
1314,"1131314","Santo Tirso",156117.49,204479.02,-48361.53
1318,"1131318","Trofa",128099.13,315717.01,-187617.88
311,"1130311","Vieira do Minho",51034.58,192432.51,-141397.93
312,"1130312","Vila Nova de Famalicão",402727.9,847497.26,-444769.36
314,"1130314","Vizela",27907.69,18011.72,9895.97
107,"1140107","Espinho",1541.73,3726.65,-2184.92
1304,"1141304","Gondomar",41188.99,45059.38,-3870.39
1306,"1141306","Maia",86951.59,234054.99,-147103.4
1308,"1141308","Matosinhos",60183.79,183380.04,-123196.25
1312,"1141312","Porto",942.47,915.19,27.28
1313,"1141313","Póvoa de Varzim",223378.13,843929.32,-620551.19
1315,"1141315","Valongo",20828.86,73322.33,-52493.47
1316,"1141316","Vila do Conde",420966.93,1687993.26,-1267026.33
1317,"1141317","Vila Nova de Gaia",38905.04,34566.19,4338.85
1301,"1151301","Amarante",287883.04,176357.3,111525.74
1302,"1151302","Baião",102312.84,97952.92,4359.92
304,"1150304","Cabeceiras de Basto",69574.53,163319.14,-93744.61
106,"1150106","Castelo de Paiva",88269.93,57351.04,30918.89
305,"1150305","Celorico de Basto",228796.04,154989.04,73807
1804,"1151804","Cinfães",97629.85,167067.55,-69437.7
1303,"1151303","Felgueiras",94522.08,125344.08,-30822
1305,"1151305","Lousada",100286.07,83332.71,16953.36
1307,"1151307","Marco de Canaveses",142143.68,88890.88,53252.8
1705,"1151705","Mondim de Basto",95332.78,120342.04,-25009.26
1309,"1151309","Paços de Ferreira",61615.77,92543.47,-30927.7
1310,"1151310","Paredes",88041.23,94760.22,-6718.99
1311,"1151311","Penafiel",93786.67,134181.51,-40394.84
1813,"1151813","Resende",49753.23,57133.39,-7380.16
1709,"1151709","Ribeira de Pena",85552.5,202613.19,-117060.69
104,"1160104","Arouca",99659.13,351178.32,-251519.19
113,"1160113","Oliveira de Azeméis",96735.11,317655.05,-220919.94
109,"1160109","Santa Maria da Feira",89273.96,136631.15,-47357.19
116,"1160116","São João da Madeira",0,0,0
119,"1160119","Vale de Cambra",47149.63,97657.54,-50507.91
1701,"1171701","Alijó",217469.39,86283.45,131185.94
1801,"1171801","Armamar",98579.86,18194.84,80385.02
403,"1170403","Carrazeda de Ansiães",208419.19,93932.46,114486.73
404,"1170404","Freixo de Espada à Cinta",518908.72,96427.25,422481.47
1805,"1171805","Lamego",55223.75,49373.85,5849.9
1704,"1171704","Mesão Frio",65353.09,6557.59,58795.5
1807,"1171807","Moimenta da Beira",82538.28,168298.77,-85760.49
1812,"1171812","Penedono",381457.22,66059.06,315398.16
1708,"1171708","Peso da Régua",99145.33,21805.9,77339.43
1710,"1171710","Sabrosa",55879.54,63535.63,-7656.09
1711,"1171711","Santa Marta de Penaguião",82359.09,20293.16,62065.93
1815,"1171815","São João da Pesqueira",743978.54,87580.3,656398.24
1818,"1171818","Sernancelhe",147967.47,101158.98,46808.49
1819,"1171819","Tabuaço",169388.44,32496.9,136891.54
1820,"1171820","Tarouca",36852.59,38948.59,-2096
409,"1170409","Torre de Moncorvo",988547.27,238915.35,749631.92
410,"1170410","Vila Flor",599959.19,109690.28,490268.91
914,"1170914","Vila Nova de Foz Côa",1141175.44,131324.16,1009851.28
1714,"1171714","Vila Real",115765.08,274784.93,-159019.85
401,"1180401","Alfândega da Fé",1206853.6,173111.38,1033742.22
1702,"1181702","Boticas",149293.49,314233.7,-164940.21
