"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","horticulture_extensive","horticulture_intensive","other_industry","sunflower","olive_grove","potato","bean","chickpea","other_pulses","vineyard","total"
1601,"1111601","Arcos de Valdevez",0,4151.16,12.93,0,368,0,0,16,22.58,0,8.65,0,58.65,0,27.93,0,4.34,0,3.91,3.53,1.84,0,7.14,0,0,40.6,130.79,56.45,0,0,1736,6650.5
1602,"1111602","Caminha",0,6785.55,25.86,0,69,0,0,0,11.29,0,0,0,0,0,83.79,0,2.17,0,0,0,0,0,0,0,0,17.4,118.9,33.87,0,11.55,188,7347.38
1603,"1111603","Melgaço",0,239.49,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.12,11.29,0,0,704,1256.9
1604,"1111604","Monção",0,1436.94,25.86,0,483,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,7.14,7.14,0,0,5.8,190.24,33.87,0,23.1,2720,4940.01
1605,"1111605","Paredes de Coura",0,2394.9,51.72,0,46,0,0,0,0,0,0,0,10.35,0,0,0,8.68,0,0,0,0,0,0,0,0,46.4,142.68,22.58,0,0,104,2827.31
1606,"1111606","Ponte da Barca",0,798.3,0,0,138,0,0,0,112.9,0,0,0,13.8,0,0,0,0,0,0,0,1.84,0,14.28,0,0,58,23.78,0,0,11.55,1024,2196.45
1607,"1111607","Ponte de Lima",0,35604.18,181.02,0,552,0,16.15,48,237.09,0,51.9,0,389.85,0,139.65,0,69.44,2.02,7.82,7.06,9.2,7.14,14.28,0,0,614.8,1307.9,304.83,0,219.45,4072,43855.78
1608,"1111608","Valença",0,10457.73,142.23,0,92,0,0,0,0,0,0,0,3.45,0,27.93,0,2.17,0,0,0,1.84,0,14.28,0,0,0,83.23,0,0,11.55,804,11640.41
1609,"1111609","Viana do Castelo",0,47259.36,51.72,0,345,0,0,16,90.32,0,17.3,0,41.4,0,55.86,0,13.02,0,7.82,3.53,7.36,35.65,0,0,0,237.8,1367.35,203.22,0,57.75,1500,51310.46
1610,"1111610","Vila Nova de Cerveira",0,3033.54,0,0,23,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,5.8,71.34,45.16,0,0,116,3298.29
301,"1120301","Amares",0,4869.63,90.51,0,184,0,0,32,237.09,0,8.65,0,24.22,0,139.65,0,4.34,0,3.91,7.06,0,0,0,0,0,92.8,11.89,22.58,0,69.3,1848,7645.63
