"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","total"
901,"1650901","Aguiar da Beira",16981.73,9639.5,17198.02,11037.47,8403.36,63260.08
1802,"1651802","Carregal do Sal",4921.72,1480.61,7177.51,425.01,1130.27,15135.12
1803,"1651803","Castro Daire",7371.54,5400.15,6986.1,6088.38,5285.5,31131.67
1806,"1651806","Mangualde",7751.63,3393.6,10833.17,3623.72,4332.41,29934.53
1808,"1651808","Mortágua",12702.89,4642.63,13817.14,6782.42,3592.33,41537.41
1809,"1651809","Nelas",2565.65,2985.9,6554.7,501.27,1314.24,13921.76
1810,"1651810","Oliveira de Frades",14846.72,24114.27,10917.08,9860.22,10000.21,69738.5
1811,"1651811","Penalva do Castelo",2721.53,2052.23,2713.79,1447.8,2006.83,10942.18
1814,"1651814","Santa Comba Dão",3400.54,260.46,6982.96,395.75,396.14,11435.85
1816,"1651816","São Pedro do Sul",12066.53,12598.75,17915.27,9272.3,9001.52,60854.37
1817,"1651817","Sátão",10363.8,7771.18,11605.8,9138.85,5638.92,44518.55
1821,"1651821","Tondela",20060,13167.14,21969.32,7874.3,8886.9,71957.66
1822,"1651822","Vila Nova de Paiva",8082.03,10490.28,4035.41,4057.87,3463.1,30128.69
1823,"1651823","Viseu",13767.77,11256.84,20565.85,7834.37,6463.28,59888.11
1824,"1651824","Vouzela",13244.42,10237.66,10360.8,8926.43,9796.46,52565.77
1413,"1661413","Mação",5494.88,5811.79,13806.37,471.18,635.28,26219.5
506,"1660506","Oleiros",4475.36,657.24,5934.5,657.24,642.36,12366.7
508,"1660508","Proença-a-Nova",14441.02,8415.44,15618.09,605.88,644,39724.43
509,"1660509","Sertã",8712.58,722.02,23522.47,800.5,696.53,34454.1
510,"1660510","Vila de Rei",997.26,136.7,1574.73,133.97,38.27,2880.93
905,"1670905","Fornos de Algodres",7931.49,18174.64,2768.9,933.96,707.52,30516.51
906,"1670906","Gouveia",9647.2,8036.35,7889.9,2129.09,2468.87,30171.41
912,"1670912","Seia",11939.53,22436.99,13942.66,5509.34,6181.35,60009.87
902,"1680902","Almeida",11356.73,12384.02,74283.75,11124.96,10413.3,119562.76
903,"1680903","Celorico da Beira",20385.41,14149.16,21408.61,6060.16,8253.49,70256.83
904,"1680904","Figueira de Castelo Rodrigo",11102.71,5286.09,63052.05,4125.1,13196.64,96762.59
907,"1680907","Guarda",15529.12,13085.07,29496.89,9642.61,7902.8,75656.49
908,"1680908","Manteigas",711.5,666.67,795.34,666.67,666.67,3506.85
909,"1680909","Mêda",5580.41,1744.34,10357.9,1938.42,1728.68,21349.75
910,"1680910","Pinhel",16414.57,5286.05,43499.28,9626.5,6429.19,81255.59
911,"1680911","Sabugal",15660.84,11962.76,19623.38,11791.03,11345.8,70383.81
913,"1680913","Trancoso",11281.56,3519.98,30190.57,6450.24,3620.86,55063.21
502,"1690502","Castelo Branco",60950.82,22270.92,100813.33,13237.09,17995.24,215267.4
505,"1690505","Idanha-a-Nova",43492.92,47282.93,192452.21,18875.06,20690.9,322794.02
507,"1690507","Penamacor",25040.06,4819.84,45085.91,4279.12,6086.25,85311.18
511,"1690511","Vila Velha de Ródão",7886.44,3298.39,18656.28,1971.53,3805.67,35618.31
501,"16A0501","Belmonte",11934.24,5979.51,21063.9,4584.43,6348.46,49910.54
503,"16A0503","Covilhã",12890.68,9581.99,92091.25,6919.13,10013.28,131496.33
504,"16A0504","Fundão",67274.06,23413.32,132254.78,13838.45,20245.92,257026.53
1001,"16B1001","Alcobaça",15744.61,12810.04,59806.52,4193.37,4193.53,96748.07
1101,"16B1101","Alenquer",2247.63,10342.98,67741.86,1969.83,2677.86,84980.16
1102,"16B1102","Arruda dos Vinhos",1836.41,11670.41,20733.8,947.83,947.83,36136.28
1005,"16B1005","Bombarral",2181.67,1309,6545.06,969.65,969.65,11975.03
1104,"16B1104","Cadaval",1358.37,3320.46,49656.62,1358.37,5584.41,61278.23
1006,"16B1006","Caldas da Rainha",3025.09,12682.96,17913.8,2767.59,2489.3,38878.74
1108,"16B1108","Lourinhã",0,15457.62,76660.43,12533.16,13995.23,118646.44
1011,"16B1011","Nazaré",7361.63,7017.19,7622.61,7061.7,7017.19,36080.32
1012,"16B1012","Óbidos",362.25,5259.6,5475,368.85,368.85,11834.55
1014,"16B1014","Peniche",4017.02,5588.52,11803.79,4015.38,4142.87,29567.58
1112,"16B1112","Sobral de Monte Agraço",6981.61,40871.46,70221.24,4449.77,4632.56,127156.64
1113,"16B1113","Torres Vedras",52802.02,98214.59,156985.92,32118.37,32578.5,372699.4
1401,"16C1401","Abrantes",3337.34,3090.42,9629.17,3085.11,4013.81,23155.85
1402,"16C1402","Alcanena",2913.02,2758.62,21206.82,2605.09,3615,33098.55
1408,"16C1408","Constância",0,8.62,8.62,8.62,7.96,33.82
1410,"16C1410","Entroncamento",0,298.63,3758.4,298.63,324.12,4679.78
1411,"16C1411","Ferreira do Zêzere",1560.41,188.53,4011.86,188.53,388.09,6337.42
1421,"16C1421","Ourém",12538.7,4708.66,37721.21,3745.44,4351.46,63065.47
1417,"16C1417","Sardoal",243.71,165.97,5196.23,99.01,389.27,6094.19
1418,"16C1418","Tomar",2655.53,1543,21640.3,860.06,2986.5,29685.39
1419,"16C1419","Torres Novas",1831.23,1286.56,37555.56,1267.77,3086.06,45027.18
1420,"16C1420","Vila Nova da Barquinha",168.06,9.07,222.14,9.07,9.07,417.41
1115,"1711115","Amadora",0,0,0,0,0,0
1105,"1711105","Cascais",54.1,412.07,1886.76,10.82,97.35,2461.1
1106,"1711106","Lisboa",0,24.06,48.14,0,0,72.2
1107,"1711107","Loures",24122.56,14882.56,64757.39,9602.08,10802.26,124166.85
1109,"1711109","Mafra",17880.94,70616.52,212205,10745.7,12565.55,324013.71
1116,"1711116","Odivelas",0,5496.25,79.38,0,0,5575.63
1110,"1711110","Oeiras",0,0,222.48,0,0,222.48
1111,"1711111","Sintra",6868.22,24697.15,44317.63,4544.18,4544.52,84971.7
1114,"1711114","Vila Franca de Xira",15729.34,16373.92,29776.52,12490.5,23051.39,97421.67
1502,"1721502","Alcochete",0,1913.06,1138.75,0,0,3051.81
1503,"1721503","Almada",572.4,1915.5,2883.9,190.8,965.25,6527.85
1504,"1721504","Barreiro",25.03,1229.51,867.46,30.04,630.76,2782.8
1506,"1721506","Moita",7391.92,8029.17,44211.37,7178.93,7649.09,74460.48
1507,"1721507","Montijo",4341.56,10133.57,8415.78,2833.42,3280.28,29004.61
1508,"1721508","Palmela",10936.66,118728.74,35885.75,6318.23,8351.95,180221.33
1510,"1721510","Seixal",15.39,697.6,17.96,0,0,730.95
1511,"1721511","Sesimbra",782.72,891.26,2810.31,346.5,354.22,5185.01
1512,"1721512","Setúbal",707.66,5431.82,3506.58,730.29,805.1,11181.45
1501,"1811501","Alcácer do Sal",6607.89,65480.65,129047.14,7705.38,12074.71,220915.77
1505,"1811505","Grândola",5491.46,41262.35,30044.02,4905.06,5875.01,87577.9
211,"1810211","Odemira",19861.73,133583.63,161025.31,19004.64,19506.16,352981.47
1509,"1811509","Santiago do Cacém",7542.76,164388.91,125031.7,7278.67,9132.43,313374.47
1513,"1811513","Sines",6965.03,31502.32,22520.32,6491.67,6791.82,74271.16
1201,"1821201","Alter do Chão",5096.93,15325.06,60467.19,4799.92,9517.86,95206.96
1202,"1821202","Arronches",12188.95,11376.2,73374.01,11376.2,12069.93,120385.29
1203,"1821203","Avis",4228.85,19548.96,51281.11,4838.54,7684.78,87582.24
1204,"1821204","Campo Maior",0,1765.12,26314.83,1920.24,1875.72,31875.91
1205,"1821205","Castelo de Vide",3319.73,12959.81,10100.11,3366.71,3480.75,33227.11
1206,"1821206","Crato",3602.35,20923.28,27564.46,2506.45,3557.99,58154.53
1207,"1821207","Elvas",10945.38,29545.19,125217.46,10886.5,10289.74,186884.27
1208,"1821208","Fronteira",1548.69,7239.12,34762.2,1551.16,8015.72,53116.89
1209,"1821209","Gavião",569.42,793.73,1907.27,476.32,615.07,4361.81
1210,"1821210","Marvão",239.89,1805.83,3212.22,183.74,189.63,5631.31
1211,"1821211","Monforte",1866.7,12676.8,69709.96,2817.1,8451.2,95521.76
707,"1820707","Mora",1947.26,7474.32,38264.09,2433.16,5064.58,55183.41
1212,"1821212","Nisa",3316.56,2832.72,12209.44,2317.68,2424.9,23101.3
1213,"1821213","Ponte de Sor",3197.5,11690.32,28540.7,3709.92,6647.58,53786.02
1214,"1821214","Portalegre",3460.47,20651.44,20573.3,2581.01,3957.14,51223.36
701,"1830701","Alandroal",3321.22,26469.75,60887.01,3321.3,4932.54,98931.82
702,"1830702","Arraiolos",6451.3,67779.19,138856.74,6038.06,10651.11,229776.4
703,"1830703","Borba",0,6739.46,23667.77,2283.73,2212.06,34903.02
704,"1830704","Estremoz",5837.77,68168.52,79324.27,5679.87,9009.9,168020.33
705,"1830705","Évora",13039.95,84899.46,175346.77,13930.47,16721.5,303938.15
706,"1830706","Montemor-o-Novo",32894.69,70407.44,172549.76,22092.52,26417.97,324362.38
708,"1830708","Mourão",0,5204.99,30799.56,533.83,423.81,36962.19
709,"1830709","Portel",3793.86,99456.49,37414.1,3033.66,2419.98,146118.09
710,"1830710","Redondo",5225.76,19598.25,56015.19,5525.22,5304.96,91669.38
711,"1830711","Reguengos de Monsaraz",0,22568,48142.64,560,1384.68,72655.32
1215,"1831215","Sousel",4878.25,13584.35,54969.66,4111.3,4966.53,82510.09
712,"1830712","Vendas Novas",1734.16,8636.24,6046.48,1809.42,2713.51,20939.81
713,"1830713","Viana do Alentejo",5772.55,44726.8,56192.69,6201.68,5859.97,118753.69
714,"1830714","Vila Viçosa",0,17260.5,28379.53,1438.12,1334.02,48412.17
201,"1840201","Aljustrel",6330.46,37329.95,112227.42,6601.52,7896.39,170385.74
202,"1840202","Almodôvar",1127.8,9889.12,64001.81,1163.51,1163.49,77345.73
203,"1840203","Alvito",0,11682.95,30685.89,652.83,1271.5,44293.17
204,"1840204","Barrancos",0,3545.1,2835.31,2835.56,2835.56,12051.53
205,"1840205","Beja",0,72034.95,99307.74,2472.75,2343.93,176159.37
206,"1840206","Castro Verde",8186.54,41525.95,146443.6,6367.9,6367.9,208891.89
207,"1840207","Cuba",0,8734.48,7476.81,311.51,495.4,17018.2
208,"1840208","Ferreira do Alentejo",12945.43,78493.62,44044.91,10313.74,13368.73,159166.43
209,"1840209","Mértola",0,34635.78,39583.01,2473.09,2473.09,79164.97
210,"1840210","Moura",0,13685.62,86127.12,0,382.75,100195.49
212,"1840212","Ourique",1157.56,14643.86,58569.32,861.6,1351.2,76583.54
213,"1840213","Serpa",7341.54,146749.24,108849.71,7778.76,10439.14,281158.39
214,"1840214","Vidigueira",4879.69,16823.27,27516.13,5059.32,4992.15,59270.56
1403,"1851403","Almeirim",-18.23,70.59,2096.07,0,401.49,2549.92
1404,"1851404","Alpiarça",0,1136.05,1136.39,941.62,941.18,4155.24
1103,"1851103","Azambuja",1274.11,15043.97,22812.05,1157.29,1126.57,41413.99
1405,"1851405","Benavente",11839.07,68651.71,30483.12,10596.47,11259.34,132829.71
1406,"1851406","Cartaxo",5242,4537.36,29181.48,1753.04,1856.16,42570.04
1407,"1851407","Chamusca",4997.76,5870.62,10383.04,4302.38,4648.16,30201.96
1409,"1851409","Coruche",6589.52,18922.73,22410.16,3116.61,3494.01,54533.03
1412,"1851412","Golegã",177.36,177.36,6534.3,177.36,230.56,7296.94
1414,"1851414","Rio Maior",2212.64,3174.91,21899.27,2116.49,2074.44,31477.75
1415,"1851415","Salvaterra de Magos",1228.02,7704.34,5473.82,1127.45,1503.11,17036.74
1416,"1851416","Santarém",15946.9,41136.18,152616.9,15084.68,19905.41,244690.07
801,"1500801","Albufeira",0,1531.22,2018.45,869.95,1531.22,5950.84
802,"1500802","Alcoutim",1398.11,3116.72,13890.71,1246.64,1281.87,20934.05
803,"1500803","Aljezur",448.47,7462.31,17125.41,122.33,978.59,26137.11
804,"1500804","Castro Marim",260.2,841.65,3847.42,252.54,260.2,5462.01
805,"1500805","Faro",440.09,366.74,5208.04,366.74,374.58,6756.19
806,"1500806","Lagoa",126.18,49.07,2993.29,49.07,49.07,3266.68
807,"1500807","Lagos",2596.26,2510.42,16467.33,2092.03,2104.18,25770.22
808,"1500808","Loulé",445.52,759,6641.68,474.48,474.48,8795.16
809,"1500809","Monchique",378.88,1238.61,1870.4,382.08,391,4260.97
810,"1500810","Olhão",86.19,85.48,3074.54,84.62,84.62,3415.45
811,"1500811","Portimão",515.04,1341.77,7247.44,530.35,530.35,10164.95
812,"1500812","São Brás de Alportel",0,0,25.42,0,0,25.42
813,"1500813","Silves",673.03,1137.19,11048.54,568.66,588.24,14015.66
814,"1500814","Tavira",357.59,450.47,2792.77,300.43,314.5,4215.76
815,"1500815","Vila do Bispo",1245.42,1349.57,10172.64,1245.62,1355.33,15368.58
816,"1500816","Vila Real de Santo António",0,505.51,1630.5,464.7,465.39,3066.1
